pipe_dn,pipe_schedule,flange_class,outside_diameter,length1,length2,wall_thickness,lumped_mass,raised_face_depth,w_neck_c,flange_outer_radius,flange_thickness_d,raised_face_radius,hot_spot_stress,frequency,max_deformation,x_deformation_position,y_deformation_position,z_deformation_position,support_right,support_left,support,ratio,allowable_deformation
200,40,150,219.1,2765.0,4889.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.925,17.2333,0.081308,-906.32,0.0,109.55,Fixed,Fixed,Fixed_Fixed,57.297,4.659
200,40,150,219.1,2219.0,4247.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.728,23.583,0.04723,-799.32,0.0,109.55,Fixed,Fixed,Fixed_Fixed,72.802,3.438
200,40,150,219.1,1120.0,4193.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.181,40.3121,0.015563,-1352.5,0.0,109.55,Fixed,Fixed,Fixed_Fixed,292.818,4.557
200,40,150,219.1,3671.0,1498.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.472,37.1709,0.020818,919.15,0.0,109.55,Fixed,Fixed,Fixed_Fixed,112.288,2.338
200,40,150,219.1,3313.0,2305.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,1.025,28.24,0.034774,430.1,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,51.707,1.798
200,40,300,219.1,790.0,4229.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.075,46.0888,0.0089299,-1575.6,0.0,109.55,Fixed,Fixed,Fixed_Fixed,706.667,6.31
200,40,300,219.1,3722.0,2945.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,1.076,17.7956,0.059776,310.03,0.0,109.55,Fixed,Fixed,Fixed_Fixed,49.257,2.944
200,40,300,219.1,4378.0,2199.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.798,20.1404,0.04819,830.07,0.0,109.55,Fixed,Fixed,Fixed_Fixed,66.416,3.201
200,40,300,219.1,3630.0,2976.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,1.074,17.9982,0.058484,259.01,0.0,109.55,Fixed,Fixed,Fixed_Fixed,49.348,2.886
200,40,300,219.1,1613.0,3653.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.509,30.4468,0.022648,-762.76,0.0,109.55,Fixed,Fixed,Fixed_Fixed,104.126,2.358
200,40,600,219.1,2270.0,2362.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.781,23.793,0.017461,-133.4,101.37,0.0,Fixed,Fixed,Fixed_Fixed,67.862,1.185
200,40,600,219.1,4343.0,1587.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.608,21.3381,0.026555,1001.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,87.171,2.315
200,40,600,219.1,4971.0,3426.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,1.534,9.6555,0.11393,624.52,0.0,109.55,Fixed,Fixed,Fixed_Fixed,34.55,3.936
200,40,600,219.1,3568.0,936.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.246,39.1138,0.0074462,1035.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,215.447,1.604
200,40,600,219.1,1351.0,4456.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.411,24.301,0.021188,-1173.3,0.0,109.55,Fixed,Fixed,Fixed_Fixed,128.954,2.732
200,40,150,219.1,2257.0,1194.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.422,57.999,0.0062651,365.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,125.592,0.787
200,40,150,219.1,3330.0,1431.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.522,37.5815,0.016398,695.27,0.0,109.55,Fixed,Fixed,Fixed_Fixed,101.533,1.665
200,40,150,219.1,4184.0,3346.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,1.26,15.0505,0.087158,313.49,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,42.063,3.666
200,40,150,219.1,2057.0,1319.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.483,56.8973,0.0062808,255.82,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,109.731,0.689
200,40,150,219.1,4563.0,4718.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,1.61,10.415,0.16667,-101.6,101.43,20.175,Fixed,Fixed,Fixed_Fixed,32.919,5.487
200,40,300,219.1,3513.0,3241.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,1.13,14.9149,0.062785,112.3,109.55,0.0,Fixed,Fixed,Fixed_Fixed,46.903,2.945
200,40,300,219.1,931.0,4297.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.119,37.7007,0.011656,-1425.6,0.0,109.55,Fixed,Fixed,Fixed_Fixed,445.378,5.191
200,40,300,219.1,4008.0,3592.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,1.286,12.3308,0.090015,197.21,0.0,109.55,Fixed,Fixed,Fixed_Fixed,41.213,3.71
200,40,300,219.1,4677.0,4366.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,1.554,9.2456,0.1531,180.43,0.0,109.55,Fixed,Fixed,Fixed_Fixed,34.106,5.222
200,40,300,219.1,4245.0,1102.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.238,33.3029,0.014843,1286.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,222.689,3.305
200,40,600,219.1,3729.0,1552.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.583,20.2246,0.017994,793.84,0.0,109.55,Fixed,Fixed,Fixed_Fixed,90.909,1.636
200,40,600,219.1,1701.0,2384.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.494,24.5874,0.0092029,-253.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,107.287,0.987
200,40,600,219.1,928.0,2300.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.177,41.6745,0.0022163,-449.93,0.0,109.55,Fixed,Fixed,Fixed_Fixed,299.435,0.664
200,40,600,219.1,1503.0,1812.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.314,32.5319,0.0038919,-135.04,101.37,0.0,Fixed,Fixed,Fixed_Fixed,168.79,0.657
200,40,600,219.1,2297.0,3192.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.888,15.7214,0.028501,-294.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,59.685,1.701
200,STD,150,219.1,1030.0,1460.0,8.18,0.0,1.5,101.6,171.45,26.9,134.85,0.429,154.0219,0.0032721,-216.38,43.983,-91.331,Fixed,Fixed,Fixed_Fixed,123.543,0.404
200,STD,150,219.1,2656.0,1325.0,8.18,0.0,1.5,101.6,171.45,26.9,134.85,0.398,71.4599,0.010976,594.77,0.0,109.55,Fixed,Fixed,Fixed_Fixed,133.166,1.462
200,STD,150,219.1,3851.0,4322.0,8.18,0.0,1.5,101.6,171.45,26.9,134.85,1.2,18.0588,0.11161,-276.05,23.922,104.81,Fixed,Fixed,Fixed_Fixed,44.167,4.929
200,STD,150,219.1,4091.0,2996.0,8.18,0.0,1.5,101.6,171.45,26.9,134.85,0.973,23.8049,0.070357,507.9,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,54.471,3.832
200,STD,300,219.1,1811.0,3566.0,8.18,0.0,1.5,112.3,190.5,39.6,134.85,0.487,38.5896,0.026623,-776.77,0.0,109.55,Fixed,Fixed,Fixed_Fixed,108.83,2.897
200,STD,300,219.1,3875.0,1076.0,8.18,0.0,1.5,112.3,190.5,39.6,134.85,0.093,49.5709,0.012748,1344.8,0.0,109.55,Fixed,Fixed,Fixed_Fixed,569.892,7.265
200,STD,300,219.1,1690.0,841.0,8.18,0.0,1.5,112.3,190.5,39.6,134.85,0.291,142.1916,0.0030652,344.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,182.131,0.558
200,STD,300,219.1,3805.0,3804.0,8.18,0.0,1.5,112.3,190.5,39.6,134.85,1.14,19.3352,0.090102,112.3,107.89,19.023,Fixed,Fixed,Fixed_Fixed,46.491,4.189
200,STD,300,219.1,3140.0,3224.0,8.18,0.0,1.5,112.3,190.5,39.6,134.85,0.945,26.8122,0.052752,-112.3,109.55,0.0,Fixed,Fixed,Fixed_Fixed,56.085,2.959
200,STD,600,219.1,3553.0,854.0,8.18,0.0,6.4,133.4,209.55,55.6,134.85,0.079,60.1623,0.0080491,1254.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,670.886,5.4
200,STD,600,219.1,3956.0,4913.0,8.18,0.0,6.4,133.4,209.55,55.6,134.85,1.475,13.4563,0.13973,-392.71,0.0,109.55,Fixed,Fixed,Fixed_Fixed,35.932,5.021
200,STD,600,219.1,2476.0,4652.0,8.18,0.0,6.4,133.4,209.55,55.6,134.85,0.842,21.0688,0.062784,-1000.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,62.945,3.952
200,STD,600,219.1,3581.0,613.0,8.18,0.0,6.4,133.4,209.55,55.6,134.85,0.112,70.4768,0.0045854,1431.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,473.214,2.17
200,STD,600,219.1,4509.0,4222.0,8.18,0.0,6.4,133.4,209.55,55.6,134.85,1.542,13.7483,0.13529,199.05,0.0,109.55,Fixed,Fixed,Fixed_Fixed,34.371,4.65
200,STD,150,219.1,1188.0,3838.0,8.18,129.0,1.5,101.6,171.45,26.9,134.85,0.337,40.7664,0.015302,-1163.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,157.27,2.407
200,STD,150,219.1,3112.0,1194.0,8.18,129.0,1.5,101.6,171.45,26.9,134.85,0.388,48.7519,0.011345,759.35,0.0,109.55,Fixed,Fixed,Fixed_Fixed,136.598,1.55
200,STD,150,219.1,929.0,2851.0,8.18,129.0,1.5,101.6,171.45,26.9,134.85,0.323,64.1779,0.0066623,-795.09,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,164.087,1.093
200,STD,150,219.1,2654.0,2672.0,8.18,129.0,1.5,101.6,171.45,26.9,134.85,1.105,27.9784,0.030872,-101.6,98.828,-22.557,Fixed,Fixed,Fixed_Fixed,47.964,1.481
200,STD,150,219.1,4567.0,3615.0,8.18,129.0,1.5,101.6,171.45,26.9,134.85,1.347,13.7643,0.11158,332.64,0.0,109.55,Fixed,Fixed,Fixed_Fixed,39.347,4.39
200,STD,300,219.1,556.0,4309.0,8.18,219.0,1.5,112.3,190.5,39.6,134.85,0.115,52.4633,0.0049476,-1778.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,460.87,2.28
200,STD,300,219.1,965.0,1803.0,8.18,219.0,1.5,112.3,190.5,39.6,134.85,0.199,69.7783,0.0022237,-288.73,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,266.332,0.592
200,STD,300,219.1,2384.0,2866.0,8.18,219.0,1.5,112.3,190.5,39.6,134.85,0.836,24.1294,0.02849,-192.73,0.0,109.55,Fixed,Fixed,Fixed_Fixed,63.397,1.806
200,STD,300,219.1,1437.0,1633.0,8.18,219.0,1.5,112.3,190.5,39.6,134.85,0.331,54.6799,0.0041426,-112.3,109.55,0.0,Fixed,Fixed,Fixed_Fixed,160.121,0.663
200,STD,600,219.1,355.0,4757.0,8.18,485.0,6.4,133.4,209.55,55.6,134.85,0.101,50.6079,0.0023682,-2172.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,524.752,1.243
200,STD,600,219.1,3300.0,3703.0,8.18,485.0,6.4,133.4,209.55,55.6,134.85,1.308,11.3339,0.067784,-188.44,0.0,109.55,Fixed,Fixed,Fixed_Fixed,40.52,2.747
200,STD,600,219.1,3561.0,3735.0,8.18,485.0,6.4,133.4,209.55,55.6,134.85,1.395,10.586,0.077413,-133.4,101.37,0.0,Fixed,Fixed,Fixed_Fixed,37.993,2.941
200,STD,600,219.1,1938.0,4048.0,8.18,485.0,6.4,133.4,209.55,55.6,134.85,0.758,16.9493,0.0322,-699.64,0.0,109.55,Fixed,Fixed,Fixed_Fixed,69.921,2.251
200,STD,600,219.1,2245.0,1350.0,8.18,485.0,6.4,133.4,209.55,55.6,134.85,0.386,33.7064,0.0052617,299.34,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,137.306,0.722
200,STD,150,219.1,1446.0,2488.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.658,52.841,0.010964,-392.9,0.0,-101.37,Fixed,Fixed,Fixed_Fixed,80.547,0.883
200,STD,150,219.1,2910.0,2458.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,1.07,29.7875,0.031507,183.47,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,49.533,1.561
200,STD,150,219.1,1029.0,3455.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.26,52.598,0.010644,-1055.2,0.0,109.55,Fixed,Fixed,Fixed_Fixed,203.846,2.17
200,STD,150,219.1,841.0,3495.0,8.18,96.75,1.5,101.6,171.45,26.9,134.85,0.114,59.6569,0.0078297,-1213.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,464.912,3.64
200,STD,300,219.1,1100.0,3634.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.251,42.2979,0.01228,-1037.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,211.155,2.593
200,STD,300,219.1,3762.0,2287.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.859,21.9457,0.041061,553.99,0.0,109.55,Fixed,Fixed,Fixed_Fixed,61.7,2.533
200,STD,300,219.1,1757.0,4030.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.549,26.1707,0.029984,-920.15,0.0,109.55,Fixed,Fixed,Fixed_Fixed,96.539,2.895
200,STD,300,219.1,2513.0,4405.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,0.859,17.8335,0.059962,-732.55,0.0,109.55,Fixed,Fixed,Fixed_Fixed,61.7,3.7
200,STD,300,219.1,4539.0,4460.0,8.18,164.25,1.5,112.3,190.5,39.6,134.85,1.504,10.5996,0.15102,112.3,107.89,19.023,Fixed,Fixed,Fixed_Fixed,35.239,5.322
200,STD,600,219.1,1452.0,1012.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.157,61.368,0.0011469,136.67,101.37,0.0,Fixed,Fixed,Fixed_Fixed,337.58,0.387
200,STD,600,219.1,1017.0,2564.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.267,44.0496,0.0042502,-526.97,0.0,109.55,Fixed,Fixed,Fixed_Fixed,198.502,0.844
200,STD,600,219.1,2224.0,3314.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.901,18.8835,0.030366,-379.51,0.0,109.55,Fixed,Fixed,Fixed_Fixed,58.824,1.786
200,STD,600,219.1,1023.0,3873.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.26,34.2898,0.0103,-1115.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,203.846,2.1
200,STD,600,219.1,2119.0,3693.0,8.18,363.75,6.4,133.4,209.55,55.6,134.85,0.854,18.2719,0.033361,-564.37,0.0,109.55,Fixed,Fixed,Fixed_Fixed,62.061,2.07
200,STD,150,219.1,1452.0,1163.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.318,79.6079,0.0024805,103.24,98.828,-22.557,Fixed,Fixed,Fixed_Fixed,166.667,0.413
200,STD,150,219.1,4111.0,4006.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,1.398,13.0951,0.11136,101.6,99.422,19.776,Fixed,Fixed,Fixed_Fixed,37.911,4.222
200,STD,150,219.1,2368.0,1421.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.56,48.4656,0.0092236,335.6,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,94.643,0.873
200,STD,150,219.1,4454.0,4480.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,1.542,11.1162,0.14858,-101.6,99.422,19.776,Fixed,Fixed,Fixed_Fixed,34.371,5.107
200,STD,150,219.1,3035.0,1834.0,8.18,161.25,1.5,101.6,171.45,26.9,134.85,0.804,32.5154,0.021004,475.43,0.0,109.55,Fixed,Fixed,Fixed_Fixed,65.92,1.385
200,STD,300,219.1,319.0,4446.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.069,58.5366,0.0017199,-2110.2,0.0,109.55,Fixed,Fixed,Fixed_Fixed,768.116,1.321
200,STD,300,219.1,4831.0,4515.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,1.609,8.7535,0.16918,182.46,0.0,109.55,Fixed,Fixed,Fixed_Fixed,32.94,5.573
200,STD,300,219.1,804.0,2294.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.158,65.3553,0.0023585,-515.67,0.0,109.55,Fixed,Fixed,Fixed_Fixed,335.443,0.791
200,STD,300,219.1,2355.0,1730.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.567,33.7726,0.011497,232.21,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,93.474,1.075
200,STD,300,219.1,2984.0,2431.0,8.18,273.75,1.5,112.3,190.5,39.6,134.85,0.859,21.46,0.030887,233.51,0.0,109.55,Fixed,Fixed,Fixed_Fixed,61.7,1.906
200,STD,600,219.1,2638.0,2085.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.746,19.4474,0.016871,207.28,0.0,109.55,Fixed,Fixed,Fixed_Fixed,71.046,1.199
200,STD,600,219.1,763.0,3144.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.135,42.5952,0.0029104,-859.55,0.0,109.55,Fixed,Fixed,Fixed_Fixed,392.593,1.143
200,STD,600,219.1,1046.0,2893.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.255,33.4103,0.0047895,-641.84,0.0,109.55,Fixed,Fixed,Fixed_Fixed,207.843,0.995
200,STD,600,219.1,749.0,3937.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.113,38.5026,0.0050071,-1248.6,0.0,109.55,Fixed,Fixed,Fixed_Fixed,469.027,2.348
200,STD,600,219.1,557.0,3602.0,8.18,606.25,6.4,133.4,209.55,55.6,134.85,0.053,52.2425,0.0024065,-1223.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,1000.0,2.406
200,80,150,219.1,2054.0,4930.0,12.7,0.0,1.5,101.6,171.45,26.9,134.85,0.219,25.5683,0.033864,-1427.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,242.009,8.195
200,80,150,219.1,4207.0,2524.0,12.7,0.0,1.5,101.6,171.45,26.9,134.85,0.439,26.8999,0.038382,796.42,0.0,109.55,Fixed,Fixed,Fixed_Fixed,120.729,4.634
200,80,150,219.1,3410.0,2512.0,12.7,0.0,1.5,101.6,171.45,26.9,134.85,0.545,33.9353,0.028315,443.87,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,97.248,2.754
200,80,150,219.1,4290.0,2033.0,12.7,0.0,1.5,101.6,171.45,26.9,134.85,0.284,30.736,0.027826,1108.5,0.0,109.55,Fixed,Fixed,Fixed_Fixed,186.62,5.193
200,80,300,219.1,3314.0,2893.0,12.7,0.0,1.5,112.3,190.5,39.6,134.85,0.544,29.3331,0.033441,250.88,0.0,109.55,Fixed,Fixed,Fixed_Fixed,97.426,3.258
200,80,300,219.1,4962.0,680.0,12.7,0.0,1.5,112.3,190.5,39.6,134.85,0.07,40.6256,0.0048405,2140.4,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,757.143,3.665
200,80,300,219.1,2569.0,4871.0,12.7,0.0,1.5,112.3,190.5,39.6,134.85,0.404,21.5674,0.048411,-1142.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,131.188,6.351
200,80,300,219.1,2798.0,1533.0,12.7,0.0,1.5,112.3,190.5,39.6,134.85,0.288,58.8352,0.010042,607.63,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,184.028,1.848
200,80,300,219.1,1583.0,2037.0,12.7,0.0,1.5,112.3,190.5,39.6,134.85,0.306,78.3558,0.0066903,-225.63,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,173.203,1.159
200,80,600,219.1,2763.0,4220.0,12.7,0.0,6.4,133.4,209.55,55.6,134.85,0.573,22.3372,0.04429,-655.34,0.0,109.55,Fixed,Fixed,Fixed_Fixed,92.496,4.097
200,80,600,219.1,681.0,4694.0,12.7,0.0,6.4,133.4,209.55,55.6,134.85,0.084,44.3752,0.0047073,-2041.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,630.952,2.97
200,80,600,219.1,2586.0,3655.0,12.7,0.0,6.4,133.4,209.55,55.6,134.85,0.545,27.2006,0.032425,-496.99,0.0,109.55,Fixed,Fixed,Fixed_Fixed,97.248,3.153
200,80,600,219.1,1882.0,2468.0,12.7,0.0,6.4,133.4,209.55,55.6,134.85,0.408,51.396,0.01125,-268.31,0.0,109.55,Fixed,Fixed,Fixed_Fixed,129.902,1.461
200,80,150,219.1,4096.0,368.0,12.7,129.0,1.5,101.6,171.45,26.9,134.85,0.055,64.479,0.001346,1866.2,0.0,109.55,Fixed,Fixed,Fixed_Fixed,963.636,1.297
200,80,150,219.1,4361.0,1728.0,12.7,129.0,1.5,101.6,171.45,26.9,134.85,0.276,28.6974,0.022579,1176.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,192.029,4.336
200,80,150,219.1,3607.0,1871.0,12.7,129.0,1.5,101.6,171.45,26.9,134.85,0.42,32.2586,0.019691,696.42,0.0,109.55,Fixed,Fixed,Fixed_Fixed,126.19,2.485
200,80,150,219.1,3585.0,517.0,12.7,129.0,1.5,101.6,171.45,26.9,134.85,0.073,73.1541,0.0023123,1488.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,726.027,1.679
200,80,150,219.1,1172.0,2538.0,12.7,129.0,1.5,101.6,171.45,26.9,134.85,0.291,64.2343,0.0056479,-518.25,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,182.131,1.029
200,80,300,219.1,1939.0,3255.0,12.7,219.0,1.5,112.3,190.5,39.6,134.85,0.418,29.57,0.017529,-497.62,0.0,109.55,Fixed,Fixed,Fixed_Fixed,126.794,2.223
200,80,300,219.1,4363.0,1180.0,12.7,219.0,1.5,112.3,190.5,39.6,134.85,0.117,34.6178,0.012223,1414.8,0.0,109.55,Fixed,Fixed,Fixed_Fixed,452.991,5.537
200,80,300,219.1,1727.0,1492.0,12.7,219.0,1.5,112.3,190.5,39.6,134.85,0.249,59.2138,0.0037283,112.3,96.85,0.0,Fixed,Fixed,Fixed_Fixed,212.851,0.794
200,80,300,219.1,1349.0,1388.0,12.7,219.0,1.5,112.3,190.5,39.6,134.85,0.172,74.8795,0.0019132,-41.1,33.08,187.61,Fixed,Fixed,Fixed_Fixed,308.14,0.59
200,80,300,219.1,1830.0,1810.0,12.7,219.0,1.5,112.3,190.5,39.6,134.85,0.315,48.7877,0.0059473,41.1,16.603,-189.78,Fixed,Fixed,Fixed_Fixed,168.254,1.001
200,80,600,219.1,4694.0,3977.0,12.7,485.0,6.4,133.4,209.55,55.6,134.85,0.961,9.2977,0.090714,265.78,0.0,109.55,Fixed,Fixed,Fixed_Fixed,55.151,5.003
200,80,600,219.1,3002.0,4669.0,12.7,485.0,6.4,133.4,209.55,55.6,134.85,0.738,11.9042,0.057976,-598.39,0.0,109.55,Fixed,Fixed,Fixed_Fixed,71.816,4.164
200,80,600,219.1,1309.0,1126.0,12.7,485.0,6.4,133.4,209.55,55.6,134.85,0.089,64.2192,0.0007436,133.4,96.698,5.4304,Fixed,Fixed,Fixed_Fixed,595.506,0.443
200,80,600,219.1,1822.0,1815.0,12.7,485.0,6.4,133.4,209.55,55.6,134.85,0.272,36.24,0.0045936,6.4,36.388,206.37,Fixed,Fixed,Fixed_Fixed,194.853,0.895
200,80,600,219.1,1529.0,2081.0,12.7,485.0,6.4,133.4,209.55,55.6,134.85,0.25,37.6336,0.0042859,-222.48,0.0,109.55,Fixed,Fixed,Fixed_Fixed,212.0,0.909
200,80,150,219.1,2439.0,1337.0,12.7,96.75,1.5,101.6,171.45,26.9,134.85,0.298,63.319,0.0066828,446.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,177.852,1.189
200,80,150,219.1,1913.0,1616.0,12.7,96.75,1.5,101.6,171.45,26.9,134.85,0.383,66.1055,0.0060787,137.97,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,138.381,0.841
200,80,150,219.1,563.0,2458.0,12.7,96.75,1.5,101.6,171.45,26.9,134.85,0.043,117.9591,0.0018435,-878.55,0.0,109.55,Fixed,Fixed,Fixed_Fixed,1232.558,2.272
200,80,150,219.1,2680.0,457.0,12.7,96.75,1.5,101.6,171.45,26.9,134.85,0.062,118.141,0.001446,1076.4,0.0,109.55,Fixed,Fixed,Fixed_Fixed,854.839,1.236
200,80,150,219.1,1111.0,3529.0,12.7,96.75,1.5,101.6,171.45,26.9,134.85,0.146,51.2371,0.0083994,-1079.3,0.0,109.55,Fixed,Fixed,Fixed_Fixed,363.014,3.049
200,80,300,219.1,4698.0,2782.0,12.7,164.25,1.5,112.3,190.5,39.6,134.85,0.601,16.9825,0.053074,778.29,0.0,109.55,Fixed,Fixed,Fixed_Fixed,88.186,4.68
200,80,300,219.1,1787.0,3387.0,12.7,164.25,1.5,112.3,190.5,39.6,134.85,0.371,32.8471,0.016575,-668.67,0.0,109.55,Fixed,Fixed,Fixed_Fixed,142.857,2.368
200,80,300,219.1,3800.0,4845.0,12.7,164.25,1.5,112.3,190.5,39.6,134.85,0.794,12.627,0.089833,-479.0,0.0,109.55,Fixed,Fixed,Fixed_Fixed,66.751,5.996
200,80,300,219.1,3104.0,4321.0,12.7,164.25,1.5,112.3,190.5,39.6,134.85,0.651,16.6313,0.055676,-544.6,0.0,109.55,Fixed,Fixed,Fixed_Fixed,81.413,4.533
200,80,300,219.1,2096.0,476.0,12.7,164.25,1.5,112.3,190.5,39.6,134.85,0.046,136.7488,0.00088314,682.02,0.0,109.55,Fixed,Fixed,Fixed_Fixed,1152.174,1.018
200,80,600,219.1,4428.0,1338.0,12.7,363.75,6.4,133.4,209.55,55.6,134.85,0.229,27.4721,0.014802,1263.1,0.0,109.55,Fixed,Fixed,Fixed_Fixed,231.441,3.426
200,80,600,219.1,2751.0,353.0,12.7,363.75,6.4,133.4,209.55,55.6,134.85,0.063,110.9777,0.00081641,1068.7,0.0,109.55,Fixed,Fixed,Fixed_Fixed,841.27,0.687
200,80,600,219.1,3663.0,4647.0,12.7,363.75,6.4,133.4,209.55,55.6,134.85,0.866,10.9155,0.078951,-371.14,0.0,109.55,Fixed,Fixed,Fixed_Fixed,61.201,4.832
200,80,600,219.1,4800.0,1759.0,12.7,363.75,6.4,133.4,209.55,55.6,134.85,0.364,20.3347,0.025924,1203.8,0.0,109.55,Fixed,Fixed,Fixed_Fixed,145.604,3.775
200,80,600,219.1,3041.0,3078.0,12.7,363.75,6.4,133.4,209.55,55.6,134.85,0.654,17.7475,0.031232,-62.0,0.0,209.55,Fixed,Fixed,Fixed_Fixed,81.04,2.531
200,80,150,219.1,2525.0,439.0,12.7,161.25,1.5,101.6,171.45,26.9,134.85,0.053,124.141,0.0012707,968.09,0.0,109.55,Fixed,Fixed,Fixed_Fixed,1000.0,1.271
200,80,150,219.1,1052.0,2410.0,12.7,161.25,1.5,101.6,171.45,26.9,134.85,0.253,69.3589,0.0042167,-496.92,0.0,-109.55,Fixed,Fixed,Fixed_Fixed,209.486,0.883
200,80,150,219.1,1549.0,4576.0,12.7,161.25,1.5,101.6,171.45,26.9,134.85,0.196,28.7228,0.020206,-1375.2,0.0,109.55,Fixed,Fixed,Fixed_Fixed,270.408,5.464
