Pipe DN,Pipe Schedule,Flange Class,Outside Diamter (mm),Length1,Length2,Wall Thickness (mm),Lumped Mass,Raised Face Depth,W Neck C (mm),Flange Outer Radius,Flange Thickness D (mm),Raised Face Radius,new_col
80,80,600,88.9,2880.0,1317.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,780
80,XS,150,88.9,3205.0,3472.0,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,781
80,XS,150,88.9,4050.0,2475.0,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,782
80,XS,150,88.9,4155.0,4853.0,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,783
80,XS,150,88.9,1139.0,4675.0,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,784
80,XS,150,88.9,4032.0,4928.0,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,785
80,XS,300,88.9,2834.0,3903.0,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,786
80,XS,300,88.9,609.0,3901.0,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,787
80,XS,300,88.9,2432.0,615.0,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,788
80,XS,300,88.9,379.0,2911.0,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,789
80,XS,300,88.9,4226.0,2581.0,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,790
80,XS,600,88.9,4123.0,4815.0,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,791
80,XS,600,88.9,1446.0,1628.0,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,792
80,XS,600,88.9,3994.0,4580.0,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,793
80,XS,600,88.9,4893.0,677.0,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,794
80,XS,600,88.9,2758.0,1037.0,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,795
80,XS,150,88.9,3204.0,2674.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,796
80,XS,150,88.9,2675.0,2112.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,797
80,XS,150,88.9,2308.0,775.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,798
80,XS,150,88.9,1814.0,1858.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,799
80,XS,150,88.9,3483.0,2502.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,800
80,XS,300,88.9,2214.0,2426.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,801
80,XS,300,88.9,351.0,4430.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,802
80,XS,300,88.9,3811.0,1683.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,803
80,XS,300,88.9,2854.0,3579.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,804
80,XS,300,88.9,4598.0,4145.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,805
80,XS,600,88.9,3917.0,4808.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,806
80,XS,600,88.9,764.0,4070.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,807
80,XS,600,88.9,1966.0,2705.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,808
80,XS,600,88.9,3829.0,2436.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,809
80,XS,600,88.9,1390.0,3730.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,810
80,XS,150,88.9,2111.0,589.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,811
80,XS,150,88.9,4323.0,2326.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,812
80,XS,150,88.9,2153.0,2324.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,813
80,XS,150,88.9,2070.0,3058.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,814
80,XS,150,88.9,4944.0,4165.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,815
80,XS,300,88.9,1940.0,4684.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,816
80,XS,300,88.9,1835.0,1949.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,817
80,XS,300,88.9,4263.0,579.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,818
80,XS,300,88.9,1221.0,4572.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,819
80,XS,300,88.9,2295.0,2160.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,820
80,XS,600,88.9,927.0,3877.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,821
80,XS,600,88.9,1736.0,3188.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,822
80,XS,600,88.9,1473.0,3701.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,823
80,XS,600,88.9,2915.0,4683.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,824
80,XS,600,88.9,4060.0,1464.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,825
80,XS,150,88.9,3923.0,1162.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,826
80,XS,150,88.9,3265.0,712.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,827
80,XS,150,88.9,2707.0,3777.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,828
80,XS,150,88.9,2098.0,4100.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,829
80,XS,150,88.9,4920.0,3475.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,830
80,XS,300,88.9,4683.0,1030.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,831
80,XS,300,88.9,3412.0,847.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,832
80,XS,300,88.9,2876.0,582.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,833
80,XS,300,88.9,1750.0,2480.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,834
80,XS,300,88.9,3833.0,2265.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,835
80,XS,600,88.9,2359.0,2901.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,836
80,XS,600,88.9,1185.0,3597.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,837
80,XS,600,88.9,4263.0,1500.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,838
80,XS,600,88.9,3285.0,4040.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,839
80,XS,600,88.9,1650.0,787.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,840
80,XXS,150,88.9,473.0,2815.0,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,841
80,XXS,150,88.9,814.0,4181.0,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,842
80,XXS,150,88.9,3413.0,3444.0,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,843
80,XXS,150,88.9,1901.0,4893.0,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,844
80,XXS,150,88.9,4821.0,4444.0,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,845
80,XXS,300,88.9,1775.0,2742.0,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,846
80,XXS,300,88.9,1775.0,2454.0,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,847
80,XXS,300,88.9,2029.0,3972.0,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,848
80,XXS,300,88.9,3164.0,3195.0,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,849
80,XXS,300,88.9,1712.0,2543.0,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,850
80,XXS,600,88.9,1570.0,3114.0,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,851
80,XXS,600,88.9,2347.0,406.0,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,852
80,XXS,600,88.9,2068.0,3867.0,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,853
80,XXS,600,88.9,4192.0,2055.0,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,854
80,XXS,600,88.9,2477.0,4836.0,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,855
80,XXS,150,88.9,3329.0,4849.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,856
80,XXS,150,88.9,3413.0,677.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,857
80,XXS,150,88.9,3549.0,940.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,858
80,XXS,150,88.9,827.0,985.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,859
80,XXS,150,88.9,793.0,1412.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,860
80,XXS,300,88.9,3475.0,1888.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,861
80,XXS,300,88.9,4584.0,1099.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,862
80,XXS,300,88.9,421.0,4868.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,863
80,XXS,300,88.9,652.0,695.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,864
80,XXS,300,88.9,3941.0,2964.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,865
80,XXS,600,88.9,2179.0,3579.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,866
80,XXS,600,88.9,1452.0,595.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,867
80,XXS,600,88.9,2770.0,4399.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,868
80,XXS,600,88.9,4222.0,2238.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,869
80,XXS,600,88.9,3875.0,2932.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,870
80,XXS,150,88.9,2484.0,1501.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,871
80,XXS,150,88.9,3942.0,1189.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,872
80,XXS,150,88.9,904.0,3175.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,873
80,XXS,150,88.9,1392.0,2839.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,874
80,XXS,150,88.9,4811.0,4119.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,875
80,XXS,300,88.9,496.0,975.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,876
80,XXS,300,88.9,1185.0,1121.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,877
80,XXS,300,88.9,767.0,3230.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,878
80,XXS,300,88.9,396.0,953.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,879
80,XXS,300,88.9,2046.0,2855.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,880
80,XXS,600,88.9,2054.0,557.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,881
80,XXS,600,88.9,1168.0,3479.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,882
80,XXS,600,88.9,3129.0,2103.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,883
80,XXS,600,88.9,522.0,1544.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,884
80,XXS,600,88.9,1611.0,4788.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,885
80,XXS,150,88.9,2851.0,3719.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,886
80,XXS,150,88.9,678.0,584.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,887
80,XXS,150,88.9,2347.0,1374.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,888
80,XXS,150,88.9,2501.0,3701.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,889
80,XXS,150,88.9,496.0,488.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,890
80,XXS,300,88.9,4336.0,1766.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,891
80,XXS,300,88.9,2818.0,3568.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,892
80,XXS,300,88.9,1652.0,4185.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,893
80,XXS,300,88.9,1204.0,740.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,894
80,XXS,300,88.9,2741.0,2755.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,895
80,XXS,600,88.9,3631.0,1763.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,896
80,XXS,600,88.9,2896.0,2382.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,897
80,XXS,600,88.9,1902.0,3984.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,898
80,XXS,600,88.9,695.0,1004.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,899
80,XXS,600,88.9,1554.0,932.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,900
90,40,150,101.6,2429.0,4377.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,901
90,40,150,101.6,991.0,3224.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,902
90,40,150,101.6,4190.0,2173.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,903
90,40,150,101.6,1190.0,517.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,904
90,40,150,101.6,3071.0,900.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,905
90,40,300,101.6,4428.0,3274.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,906
90,40,300,101.6,4041.0,2412.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,907
90,40,300,101.6,3636.0,4105.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,908
90,40,300,101.6,4412.0,757.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,909
90,40,300,101.6,3605.0,1440.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,910
90,40,600,101.6,590.0,3986.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,911
90,40,600,101.6,2399.0,4926.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,912
90,40,600,101.6,2465.0,3555.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,913
90,40,600,101.6,2194.0,3058.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,914
90,40,600,101.6,575.0,4650.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,915
90,40,150,101.6,3337.0,4313.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,916
90,40,150,101.6,4585.0,888.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,917
90,40,150,101.6,2134.0,4910.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,918
90,40,150,101.6,560.0,1904.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,919
90,40,150,101.6,2359.0,1796.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,920
90,40,300,101.6,3142.0,3674.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,921
90,40,300,101.6,1220.0,3736.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,922
90,40,300,101.6,2877.0,1621.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,923
90,40,300,101.6,1966.0,3525.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,924
90,40,300,101.6,3789.0,2263.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,925
90,40,600,101.6,1679.0,3931.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,926
90,40,600,101.6,2648.0,3703.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,927
90,40,600,101.6,4098.0,680.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,928
90,40,600,101.6,1487.0,3671.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,929
90,40,600,101.6,4741.0,3693.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,930
90,40,150,101.6,2763.0,2220.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,931
90,40,150,101.6,2447.0,1354.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,932
90,40,150,101.6,2952.0,4611.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,933
90,40,150,101.6,2402.0,3269.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,934
90,40,150,101.6,3342.0,2186.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,935
90,40,300,101.6,3492.0,1470.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,936
90,40,300,101.6,1152.0,647.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,937
90,40,300,101.6,645.0,4396.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,938
90,40,300,101.6,592.0,2869.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,939
90,40,300,101.6,881.0,905.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,940
90,40,600,101.6,3628.0,4370.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,941
90,40,600,101.6,1138.0,4984.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,942
90,40,600,101.6,3966.0,4115.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,943
90,40,600,101.6,4792.0,733.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,944
90,40,600,101.6,1557.0,1834.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,945
90,40,150,101.6,1828.0,965.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,946
90,40,150,101.6,3836.0,995.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,947
90,40,150,101.6,682.0,1333.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,948
90,40,150,101.6,531.0,2452.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,949
90,40,150,101.6,3169.0,3667.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,950
90,40,300,101.6,4131.0,2523.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,951
90,40,300,101.6,3381.0,2271.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,952
90,40,300,101.6,3986.0,4557.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,953
90,40,300,101.6,1606.0,1301.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,954
90,40,300,101.6,4917.0,2502.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,955
90,40,600,101.6,4345.0,4556.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,956
90,40,600,101.6,310.0,3875.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,957
90,40,600,101.6,2882.0,1614.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,958
90,40,600,101.6,1043.0,4785.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,959
90,40,600,101.6,625.0,3077.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,960
90,STD,150,101.6,2587.0,868.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,961
90,STD,150,101.6,4792.0,1325.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,962
90,STD,150,101.6,1271.0,955.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,963
90,STD,150,101.6,1192.0,312.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,964
90,STD,150,101.6,792.0,4972.0,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,965
90,STD,300,101.6,1608.0,4408.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,966
90,STD,300,101.6,3102.0,1225.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,967
90,STD,300,101.6,1268.0,3591.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,968
90,STD,300,101.6,2909.0,1524.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,969
90,STD,300,101.6,622.0,3048.0,5.74,0.0001,1.5,81.0,114.3,28.7,69.85,970
90,STD,600,101.6,3407.0,733.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,971
90,STD,600,101.6,4941.0,1571.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,972
90,STD,600,101.6,3079.0,1871.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,973
90,STD,600,101.6,834.0,4456.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,974
90,STD,600,101.6,2322.0,1553.0,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,975
90,STD,150,101.6,1038.0,2692.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,976
90,STD,150,101.6,1769.0,992.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,977
90,STD,150,101.6,4612.0,4439.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,978
90,STD,150,101.6,1313.0,4882.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,979
90,STD,150,101.6,660.0,3599.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,980
90,STD,300,101.6,935.0,1668.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,981
90,STD,300,101.6,1240.0,2490.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,982
90,STD,300,101.6,2806.0,3888.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,983
90,STD,300,101.6,2572.0,3203.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,984
90,STD,300,101.6,1663.0,4374.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,985
90,STD,600,101.6,1308.0,1854.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,986
90,STD,600,101.6,3268.0,3549.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,987
90,STD,600,101.6,1822.0,1048.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,988
90,STD,600,101.6,559.0,980.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,989
90,STD,600,101.6,4396.0,2922.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,990
90,STD,150,101.6,4278.0,1533.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,991
90,STD,150,101.6,3980.0,4828.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,992
90,STD,150,101.6,2343.0,2209.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,993
90,STD,150,101.6,302.0,4204.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,994
90,STD,150,101.6,3422.0,4294.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,995
90,STD,300,101.6,4963.0,3848.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,996
90,STD,300,101.6,3853.0,3953.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,997
90,STD,300,101.6,1706.0,4742.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,998
90,STD,300,101.6,1530.0,2295.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,999
90,STD,300,101.6,4854.0,3633.0,5.74,54.375,1.5,81.0,114.3,28.7,69.85,1000
90,STD,600,101.6,3846.0,2733.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1001
90,STD,600,101.6,3079.0,4651.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1002
90,STD,600,101.6,811.0,4157.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1003
90,STD,600,101.6,2193.0,3904.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1004
90,STD,600,101.6,1567.0,4135.0,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1005
90,STD,150,101.6,2993.0,1491.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1006
90,STD,150,101.6,4609.0,2143.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1007
90,STD,150,101.6,1192.0,3266.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1008
90,STD,150,101.6,4738.0,3535.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1009
90,STD,150,101.6,4155.0,3840.0,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1010
90,STD,300,101.6,1379.0,3147.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,1011
90,STD,300,101.6,3580.0,2543.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,1012
90,STD,300,101.6,3596.0,751.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,1013
90,STD,300,101.6,2980.0,3960.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,1014
90,STD,300,101.6,2406.0,1091.0,5.74,90.625,1.5,81.0,114.3,28.7,69.85,1015
90,STD,600,101.6,1864.0,696.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1016
90,STD,600,101.6,808.0,989.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1017
90,STD,600,101.6,871.0,2869.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1018
90,STD,600,101.6,2276.0,2857.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1019
90,STD,600,101.6,1882.0,2402.0,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1020
90,80,150,101.6,2131.0,4011.0,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1021
90,80,150,101.6,1719.0,2762.0,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1022
90,80,150,101.6,1768.0,4417.0,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1023
90,80,150,101.6,470.0,3757.0,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1024
90,80,150,101.6,2081.0,1758.0,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1025
90,80,300,101.6,350.0,4268.0,8.08,0.0001,1.5,81.0,114.3,28.7,69.85,1026
90,80,300,101.6,1978.0,3528.0,8.08,0.0001,1.5,81.0,114.3,28.7,69.85,1027
90,80,300,101.6,691.0,3283.0,8.08,0.0001,1.5,81.0,114.3,28.7,69.85,1028
90,80,300,101.6,3615.0,3073.0,8.08,0.0001,1.5,81.0,114.3,28.7,69.85,1029
90,80,300,101.6,4136.0,541.0,8.08,0.0001,1.5,81.0,114.3,28.7,69.85,1030
90,80,600,101.6,1534.0,2480.0,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1031
90,80,600,101.6,2098.0,1602.0,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1032
90,80,600,101.6,4516.0,4134.0,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1033
90,80,600,101.6,2354.0,3188.0,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1034
90,80,600,101.6,4258.0,1686.0,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1035
90,80,150,101.6,4305.0,4094.0,8.08,38.0,1.5,71.4,107.95,22.4,69.85,1036
90,80,150,101.6,880.0,4186.0,8.08,38.0,1.5,71.4,107.95,22.4,69.85,1037
90,80,150,101.6,1005.0,1341.0,8.08,38.0,1.5,71.4,107.95,22.4,69.85,1038
90,80,150,101.6,1306.0,1843.0,8.08,38.0,1.5,71.4,107.95,22.4,69.85,1039
90,80,150,101.6,333.0,1487.0,8.08,38.0,1.5,71.4,107.95,22.4,69.85,1040
90,80,300,101.6,2814.0,2154.0,8.08,72.5,1.5,81.0,114.3,28.7,69.85,1041
90,80,300,101.6,965.0,4573.0,8.08,72.5,1.5,81.0,114.3,28.7,69.85,1042
90,80,300,101.6,4988.0,868.0,8.08,72.5,1.5,81.0,114.3,28.7,69.85,1043
90,80,300,101.6,3417.0,1167.0,8.08,72.5,1.5,81.0,114.3,28.7,69.85,1044
90,80,300,101.6,1757.0,1331.0,8.08,72.5,1.5,81.0,114.3,28.7,69.85,1045
90,80,600,101.6,900.0,2647.0,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1046
90,80,600,101.6,2873.0,3246.0,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1047
90,80,600,101.6,439.0,2335.0,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1048
90,80,600,101.6,1920.0,2920.0,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1049
90,80,600,101.6,4670.0,554.0,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1050
90,80,150,101.6,3022.0,4870.0,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1051
