pipe_dn,pipe_schedule,flange_class,length1,length2,wall_thickness,lumped_mass,raised_face_depth,w_neck_c,flange_outer_radius,flange_thickness_d,raised_face_radius,frequency,x_deformation_position,y_deformation_position,z_deformation_position,support,allowable_deformation
80,40,300,967,4640,5.49,57,1.5,79.2,107.95,26.9,63.5,2.6455,-4640,44.45,0,Fixed_Free,37.821
80,40,600,2696,790,5.49,76,6.4,82.6,104.8,31.8,63.5,2.9249,-790,44.45,0,Fixed_Free,449.173
80,40,600,846,2586,5.49,76,6.4,82.6,104.8,31.8,63.5,6.7857,-2586,44.45,0,Fixed_Free,17.7
80,40,600,4138,1328,5.49,76,6.4,82.6,104.8,31.8,63.5,1.4539,-1328,44.45,0,Fixed_Free,1124.663
80,40,600,3731,3156,5.49,76,6.4,82.6,104.8,31.8,63.5,1.3312,-3156,44.45,0,Fixed_Free,213.075
80,40,600,622,2793,5.49,76,6.4,82.6,104.8,31.8,63.5,7.0709,-2793,-44.45,0,Fixed_Free,14.45
80,40,150,3200,4085,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.4889,-4085,44.45,0,Fixed_Free,131.643
80,40,150,1997,666,5.49,21.75,1.5,69.9,95.25,22.4,63.5,6.9665,-666,44.45,0,Fixed_Free,166.68
80,40,150,3735,4514,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.1624,-4514,44.45,0,Fixed_Free,174.873
80,40,150,3205,4912,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.2243,-4912,44.45,0,Fixed_Free,137.286
80,40,150,4984,1625,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.4426,-1625,44.45,0,Fixed_Free,849.299
80,40,300,4634,4138,5.49,42.75,1.5,79.2,107.95,26.9,63.5,0.9392,-4138,44.45,0,Fixed_Free,307.491
80,40,300,427,2883,5.49,42.75,1.5,79.2,107.95,26.9,63.5,7.6227,-2883,44.45,0,Fixed_Free,12.362
80,40,300,2884,4304,5.49,42.75,1.5,79.2,107.95,26.9,63.5,1.5015,-4304,44.45,0,Fixed_Free,118.977
80,40,300,1480,2520,5.49,42.75,1.5,79.2,107.95,26.9,63.5,4.7264,-2520,44.45,0,Fixed_Free,36.793
80,40,300,3168,1080,5.49,42.75,1.5,79.2,107.95,26.9,63.5,2.6379,-1080,44.45,0,Fixed_Free,535.25
80,40,600,650,3212,5.49,57,6.4,82.6,104.8,31.8,63.5,5.5692,-3212,44.45,0,Fixed_Free,17.555
80,40,600,1920,1766,5.49,57,6.4,82.6,104.8,31.8,63.5,4.3499,-1766,44.45,0,Fixed_Free,86.709
80,40,600,2988,3441,5.49,57,6.4,82.6,104.8,31.8,63.5,1.7187,-3441,44.45,0,Fixed_Free,134.973
80,40,600,3326,3937,5.49,57,6.4,82.6,104.8,31.8,63.5,1.3779,-3937,44.45,0,Fixed_Free,159.577
80,40,600,962,3635,5.49,57,6.4,82.6,104.8,31.8,63.5,3.9018,-3635,44.45,0,Fixed_Free,27.088
80,40,150,1650,1235,5.49,36.25,1.5,69.9,95.25,22.4,63.5,6.9561,-1235,44.45,0,Fixed_Free,76.668
80,40,150,3267,973,5.49,36.25,1.5,69.9,95.25,22.4,63.5,2.7597,-973,44.45,0,Fixed_Free,602.39
80,40,150,1108,4645,5.49,36.25,1.5,69.9,95.25,22.4,63.5,2.5123,-4645,44.45,0,Fixed_Free,41.309
80,40,150,1397,3322,5.49,36.25,1.5,69.9,95.25,22.4,63.5,3.6363,-3322,44.45,0,Fixed_Free,36.618
80,40,150,1723,2867,5.49,36.25,1.5,69.9,95.25,22.4,63.5,3.6833,-2867,44.45,0,Fixed_Free,46.135
80,40,300,4427,4670,5.49,71.25,1.5,79.2,107.95,26.9,63.5,0.8627,-4670,44.45,0,Fixed_Free,291.225
80,40,300,375,4825,5.49,71.25,1.5,79.2,107.95,26.9,63.5,3.0949,-4825,44.45,0,Fixed_Free,27.024
80,40,300,3540,4695,5.49,71.25,1.5,79.2,107.95,26.9,63.5,1.0945,-4695,44.45,0,Fixed_Free,184.618
80,40,300,2185,3581,5.49,71.25,1.5,79.2,107.95,26.9,63.5,2.2499,-3581,44.45,0,Fixed_Free,78.31
80,40,300,4361,2220,5.49,71.25,1.5,79.2,107.95,26.9,63.5,1.2472,-2220,44.45,0,Fixed_Free,621.708
80,40,600,2828,4500,5.49,95,6.4,82.6,104.8,31.8,63.5,1.3856,-4500,44.45,0,Fixed_Free,104.589
80,40,600,415,2142,5.49,95,6.4,82.6,104.8,31.8,63.5,12.5967,-2142,-44.45,0,Fixed_Free,7.983
80,40,600,1772,1348,5.49,95,6.4,82.6,104.8,31.8,63.5,4.665,-1348,44.45,0,Fixed_Free,118.598
80,40,600,542,468,5.49,95,6.4,82.6,104.8,31.8,63.5,28.9269,-468,40.048,-19.286,Fixed_Free,5.154
80,40,600,1170,2820,5.49,95,6.4,82.6,104.8,31.8,63.5,4.8169,-2820,44.45,0,Fixed_Free,28.627
80,STD,150,4109,4672,5.49,0,1.5,69.9,95.25,22.4,63.5,1.0629,-4672,44.45,0,Fixed_Free,193.295
80,STD,150,2268,4643,5.49,0,1.5,69.9,95.25,22.4,63.5,1.7371,-4643,44.45,0,Fixed_Free,79.558
80,STD,150,307,2775,5.49,0,1.5,69.9,95.25,22.4,63.5,8.8102,-2775,44.45,0,Fixed_Free,10.05
80,STD,150,2581,620,5.49,0,1.5,69.9,95.25,22.4,63.5,6.4201,-620,44.45,0,Fixed_Free,295.722
80,STD,150,4264,501,5.49,0,1.5,69.9,95.25,22.4,63.5,2.9471,-501,44.45,0,Fixed_Free,1706.805
80,STD,300,4923,4034,5.49,0,1.5,79.2,107.95,26.9,63.5,0.9933,-4034,44.45,0,Fixed_Free,285.437
80,STD,300,603,3887,5.49,0,1.5,79.2,107.95,26.9,63.5,4.1487,-3887,-44.45,0,Fixed_Free,22.475
80,STD,300,4837,2906,5.49,0,1.5,79.2,107.95,26.9,63.5,1.2862,-2906,44.45,0,Fixed_Free,320.334
80,STD,300,3066,4694,5.49,0,1.5,79.2,107.95,26.9,63.5,1.3627,-4694,44.45,0,Fixed_Free,121.57
80,STD,300,1922,2407,5.49,0,1.5,79.2,107.95,26.9,63.5,4.2519,-2407,44.45,0,Fixed_Free,47.566
80,STD,600,2563,4997,5.49,0,6.4,82.6,104.8,31.8,63.5,1.445,-4997,44.45,0,Fixed_Free,95.466
80,STD,600,4316,1410,5.49,0,6.4,82.6,104.8,31.8,63.5,2.1071,-1410,44.45,0,Fixed_Free,508.383
80,STD,600,3441,3559,5.49,0,6.4,82.6,104.8,31.8,63.5,1.6328,-3559,44.45,0,Fixed_Free,114.973
80,STD,600,3886,4986,5.49,0,6.4,82.6,104.8,31.8,63.5,1.0356,-4986,44.45,0,Fixed_Free,176.149
80,STD,600,850,1453,5.49,0,6.4,82.6,104.8,31.8,63.5,14.9499,-1453,44.45,0,Fixed_Free,11.214
80,STD,150,989,2037,5.49,29,1.5,69.9,95.25,22.4,63.5,8.5994,-2037,44.45,0,Fixed_Free,17.653
80,STD,150,2250,1657,5.49,29,1.5,69.9,95.25,22.4,63.5,4.2204,-1657,44.45,0,Fixed_Free,102.41
80,STD,150,2198,2847,5.49,29,1.5,69.9,95.25,22.4,63.5,2.9898,-2847,44.45,0,Fixed_Free,68.641
80,STD,150,3471,3464,5.49,29,1.5,69.9,95.25,22.4,63.5,1.5607,-3464,44.45,0,Fixed_Free,162.467
80,STD,150,2060,1855,5.49,29,1.5,69.9,95.25,22.4,63.5,4.4402,-1855,44.45,0,Fixed_Free,73.604
80,STD,300,4852,2997,5.49,57,1.5,79.2,107.95,26.9,63.5,1.0156,-2997,44.45,0,Fixed_Free,493.74
80,STD,300,1763,1628,5.49,57,1.5,79.2,107.95,26.9,63.5,5.0613,-1628,44.45,0,Fixed_Free,78.331
80,STD,300,496,1651,5.49,57,1.5,79.2,107.95,26.9,63.5,17.2947,-1651,-44.45,0,Fixed_Free,7.246
80,STD,300,3689,1517,5.49,57,1.5,79.2,107.95,26.9,63.5,1.8395,-1517,44.45,0,Fixed_Free,667.692
80,STD,300,4191,4488,5.49,57,1.5,79.2,107.95,26.9,63.5,0.9675,-4488,44.45,0,Fixed_Free,251.556
80,STD,600,2086,4502,5.49,76,6.4,82.6,104.8,31.8,63.5,1.8193,-4502,44.45,0,Fixed_Free,75.455
80,STD,600,3945,4889,5.49,76,6.4,82.6,104.8,31.8,63.5,0.9388,-4889,44.45,0,Fixed_Free,186.162
80,STD,600,452,3840,5.49,76,6.4,82.6,104.8,31.8,63.5,4.5395,-3840,44.45,0,Fixed_Free,19.06
80,STD,600,4394,319,5.49,76,6.4,82.6,104.8,31.8,63.5,1.4384,-319,44.45,0,Fixed_Free,1419.07
80,STD,600,4019,3484,5.49,76,6.4,82.6,104.8,31.8,63.5,1.1502,-3484,44.45,0,Fixed_Free,284.834
80,STD,150,4718,2045,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.4515,-2045,44.45,0,Fixed_Free,514.688
80,STD,150,4782,2166,5.49,21.75,1.5,69.9,95.25,22.4,63.5,1.3925,-2166,44.45,0,Fixed_Free,496.341
80,STD,150,1041,3639,5.49,21.75,1.5,69.9,95.25,22.4,63.5,3.7874,-3639,44.45,0,Fixed_Free,29.282
80,STD,150,1165,4755,5.49,21.75,1.5,69.9,95.25,22.4,63.5,2.3759,-4755,44.45,0,Fixed_Free,43.926
80,STD,150,604,2544,5.49,21.75,1.5,69.9,95.25,22.4,63.5,8.382,-2544,44.45,0,Fixed_Free,12.651
80,STD,300,4816,3976,5.49,42.75,1.5,79.2,107.95,26.9,63.5,0.9205,-3976,44.45,0,Fixed_Free,344.061
80,STD,300,1772,1645,5.49,42.75,1.5,79.2,107.95,26.9,63.5,5.2842,-1645,44.45,0,Fixed_Free,68.859
80,STD,300,4820,2139,5.49,42.75,1.5,79.2,107.95,26.9,63.5,1.2165,-2139,44.45,0,Fixed_Free,683.219
80,STD,300,3495,3242,5.49,42.75,1.5,79.2,107.95,26.9,63.5,1.5486,-3242,44.45,0,Fixed_Free,227.81
80,STD,300,1738,1263,5.49,42.75,1.5,79.2,107.95,26.9,63.5,6.0392,-1263,44.45,0,Fixed_Free,93.836
80,STD,600,933,4825,5.49,57,6.4,82.6,104.8,31.8,63.5,2.5122,-4825,44.45,0,Fixed_Free,37.798
80,STD,600,3242,389,5.49,57,6.4,82.6,104.8,31.8,63.5,2.5236,-389,44.45,0,Fixed_Free,622.82
80,STD,600,4339,1823,5.49,57,6.4,82.6,104.8,31.8,63.5,1.384,-1823,44.45,0,Fixed_Free,759.536
80,STD,600,591,682,5.49,57,6.4,82.6,104.8,31.8,63.5,28.6687,-682,43.336,-9.8911,Fixed_Free,8.808
80,STD,600,788,4290,5.49,57,6.4,82.6,104.8,31.8,63.5,3.2314,-4290,44.45,0,Fixed_Free,29.115
80,STD,150,1192,988,5.49,36.25,1.5,69.9,95.25,22.4,63.5,11.6985,-988,44.45,0,Fixed_Free,40.694
80,STD,150,755,1382,5.49,36.25,1.5,69.9,95.25,22.4,63.5,16.0758,-1382,44.45,0,Fixed_Free,11.578
80,STD,150,498,888,5.49,36.25,1.5,69.9,95.25,22.4,63.5,35.1383,-888,44.45,0,Fixed_Free,6.463
80,STD,150,4545,1406,5.49,36.25,1.5,69.9,95.25,22.4,63.5,1.5651,-1406,44.45,0,Fixed_Free,1057.365
80,STD,150,3290,4591,5.49,36.25,1.5,69.9,95.25,22.4,63.5,1.2637,-4591,44.45,0,Fixed_Free,145.929
80,STD,300,4529,4886,5.49,71.25,1.5,79.2,107.95,26.9,63.5,0.8133,-4886,44.45,0,Fixed_Free,299.669
80,STD,300,3281,4623,5.49,71.25,1.5,79.2,107.95,26.9,63.5,1.1993,-4623,44.45,0,Fixed_Free,195.445
80,STD,300,1246,2545,5.49,71.25,1.5,79.2,107.95,26.9,63.5,5.2394,-2545,44.45,0,Fixed_Free,30.127
80,STD,300,4456,1119,5.49,71.25,1.5,79.2,107.95,26.9,63.5,1.36,-1119,44.45,0,Fixed_Free,1528.904
80,STD,300,2098,2814,5.49,71.25,1.5,79.2,107.95,26.9,63.5,2.8781,-2814,44.45,0,Fixed_Free,76.943
80,STD,600,582,1576,5.49,95,6.4,82.6,104.8,31.8,63.5,15.8417,-1576,44.45,0,Fixed_Free,9.403
80,STD,600,1198,2719,5.49,95,6.4,82.6,104.8,31.8,63.5,4.9225,-2719,44.45,0,Fixed_Free,29.469
80,STD,600,3518,3222,5.49,95,6.4,82.6,104.8,31.8,63.5,1.3625,-3222,44.45,0,Fixed_Free,196.613
80,STD,600,1085,4123,5.49,95,6.4,82.6,104.8,31.8,63.5,3.0258,-4123,44.45,0,Fixed_Free,34.886
80,STD,600,3532,1108,5.49,95,6.4,82.6,104.8,31.8,63.5,1.7536,-1108,44.45,0,Fixed_Free,869.273
80,80,150,1092,2412,7.62,0,1.5,69.9,95.25,22.4,63.5,6.5908,-2412,44.45,0,Fixed_Free,22.871
80,80,150,3510,1627,7.62,0,1.5,69.9,95.25,22.4,63.5,2.8581,-1627,44.45,0,Fixed_Free,224.491
80,80,150,3732,4560,7.62,0,1.5,69.9,95.25,22.4,63.5,1.171,-4560,44.45,0,Fixed_Free,182.773
80,80,150,4704,4437,7.62,0,1.5,69.9,95.25,22.4,63.5,0.9582,-4437,44.45,0,Fixed_Free,278.077
80,80,150,3539,1761,7.62,0,1.5,69.9,95.25,22.4,63.5,2.7044,-1761,44.45,0,Fixed_Free,214.147
80,80,300,1965,1186,7.62,0,1.5,79.2,107.95,26.9,63.5,7.1644,-1186,44.45,0,Fixed_Free,72.344
80,80,300,4358,1681,7.62,0,1.5,79.2,107.95,26.9,63.5,1.9938,-1681,44.45,0,Fixed_Free,425.603
80,80,300,2183,1046,7.62,0,1.5,79.2,107.95,26.9,63.5,6.6206,-1046,44.45,0,Fixed_Free,108.907
80,80,300,1931,2248,7.62,0,1.5,79.2,107.95,26.9,63.5,4.4807,-2248,44.45,0,Fixed_Free,52.467
80,80,300,3730,1627,7.62,0,1.5,79.2,107.95,26.9,63.5,2.5314,-1627,44.45,0,Fixed_Free,286.067
80,80,600,964,1947,7.62,0,6.4,82.6,104.8,31.8,63.5,9.4351,-1947,44.45,0,Fixed_Free,16.634
80,80,600,2998,1905,7.62,0,6.4,82.6,104.8,31.8,63.5,3.0886,-1905,44.45,0,Fixed_Free,139.903
80,80,600,2295,3788,7.62,0,6.4,82.6,104.8,31.8,63.5,2.1708,-3788,44.45,0,Fixed_Free,78.199
80,80,600,2444,1527,7.62,0,6.4,82.6,104.8,31.8,63.5,4.6055,-1527,44.45,0,Fixed_Free,99.973
80,80,600,3425,4265,7.62,0,6.4,82.6,104.8,31.8,63.5,1.3493,-4265,44.45,0,Fixed_Free,152.878
80,80,150,926,1221,7.62,29,1.5,69.9,95.25,22.4,63.5,15.1824,-1221,44.45,0,Fixed_Free,16.887
80,80,150,2847,1221,7.62,29,1.5,69.9,95.25,22.4,63.5,3.5857,-1221,44.45,0,Fixed_Free,272.857
80,80,150,1971,3618,7.62,29,1.5,69.9,95.25,22.4,63.5,2.5324,-3618,44.45,0,Fixed_Free,66.103
80,80,150,3579,3607,7.62,29,1.5,69.9,95.25,22.4,63.5,1.4646,-3607,44.45,0,Fixed_Free,153.536
80,80,150,2815,4516,7.62,29,1.5,69.9,95.25,22.4,63.5,1.4704,-4516,44.45,0,Fixed_Free,122.691
80,80,300,1851,3591,7.62,57,1.5,79.2,107.95,26.9,63.5,2.6328,-3591,44.45,0,Fixed_Free,52.819
80,80,300,1036,1477,7.62,57,1.5,79.2,107.95,26.9,63.5,10.5801,-1477,44.45,0,Fixed_Free,23.601
80,80,300,2102,2164,7.62,57,1.5,79.2,107.95,26.9,63.5,3.6451,-2164,44.45,0,Fixed_Free,85.029
80,80,300,1356,2617,7.62,57,1.5,79.2,107.95,26.9,63.5,4.8167,-2617,44.45,0,Fixed_Free,35.595
80,80,300,2381,3830,7.62,57,1.5,79.2,107.95,26.9,63.5,1.9768,-3830,44.45,0,Fixed_Free,94.555
80,80,600,2904,3766,7.62,76,6.4,82.6,104.8,31.8,63.5,1.6256,-3766,44.45,0,Fixed_Free,136.178
80,80,600,3698,1663,7.62,76,6.4,82.6,104.8,31.8,63.5,1.784,-1663,44.45,0,Fixed_Free,409.08
80,80,600,620,2809,7.62,76,6.4,82.6,104.8,31.8,63.5,6.8781,-2809,44.45,0,Fixed_Free,16.16
80,80,600,4390,2290,7.62,76,6.4,82.6,104.8,31.8,63.5,1.2746,-2290,44.45,0,Fixed_Free,560.799
80,80,600,2115,2447,7.62,76,6.4,82.6,104.8,31.8,63.5,3.1979,-2447,44.45,0,Fixed_Free,84.534
80,80,150,2730,2796,7.62,21.75,1.5,69.9,95.25,22.4,63.5,2.4721,-2796,44.45,0,Fixed_Free,90.555
80,80,150,4760,2767,7.62,21.75,1.5,69.9,95.25,22.4,63.5,1.2706,-2767,44.45,0,Fixed_Free,389.808
80,80,150,3748,4485,7.62,21.75,1.5,69.9,95.25,22.4,63.5,1.1545,-4485,44.45,0,Fixed_Free,193.629
80,80,150,3064,2345,7.62,21.75,1.5,69.9,95.25,22.4,63.5,2.4669,-2345,44.45,0,Fixed_Free,150.402
80,80,150,1665,4945,7.62,21.75,1.5,69.9,95.25,22.4,63.5,1.8559,-4945,44.45,0,Fixed_Free,69.476
80,80,300,4192,1899,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1.6225,-1899,44.45,0,Fixed_Free,515.986
80,80,300,4304,4782,7.62,42.75,1.5,79.2,107.95,26.9,63.5,0.9156,-4782,44.45,0,Fixed_Free,266.538
80,80,300,1949,4207,7.62,42.75,1.5,79.2,107.95,26.9,63.5,2.1061,-4207,44.45,0,Fixed_Free,60.902
80,80,300,3326,4559,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1.2359,-4559,44.45,0,Fixed_Free,166.039
80,80,300,4469,981,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1.7061,-981,44.45,0,Fixed_Free,1410.726
80,80,600,3404,2797,7.62,57,6.4,82.6,104.8,31.8,63.5,1.7283,-2797,44.45,0,Fixed_Free,172.64
80,80,600,1531,1329,7.62,57,6.4,82.6,104.8,31.8,63.5,6.9792,-1329,44.45,0,Fixed_Free,63.945
80,80,600,893,3716,7.62,57,6.4,82.6,104.8,31.8,63.5,3.8154,-3716,44.45,0,Fixed_Free,29.386
80,80,600,3566,1180,7.62,57,6.4,82.6,104.8,31.8,63.5,2.1698,-1180,44.45,0,Fixed_Free,462.265
80,80,600,1659,681,7.62,57,6.4,82.6,104.8,31.8,63.5,7.3882,-681,44.45,0,Fixed_Free,109.834
80,80,150,4577,4108,7.62,36.25,1.5,69.9,95.25,22.4,63.5,0.9883,-4108,44.45,0,Fixed_Free,303.477
80,80,150,1319,2045,7.62,36.25,1.5,69.9,95.25,22.4,63.5,6.6129,-2045,44.45,0,Fixed_Free,30.539
80,80,150,3792,2586,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1.6942,-2586,44.45,0,Fixed_Free,257.669
80,80,150,4343,2402,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1.4694,-2402,44.45,0,Fixed_Free,390.04
80,80,150,2382,2246,7.62,36.25,1.5,69.9,95.25,22.4,63.5,3.2829,-2246,44.45,0,Fixed_Free,95.716
80,80,300,549,2305,7.62,71.25,1.5,79.2,107.95,26.9,63.5,9.8782,-2305,44.45,0,Fixed_Free,12.021
80,80,300,3640,2404,7.62,71.25,1.5,79.2,107.95,26.9,63.5,1.6516,-2404,44.45,0,Fixed_Free,360.695
80,80,300,1234,672,7.62,71.25,1.5,79.2,107.95,26.9,63.5,10.7269,-672,44.45,0,Fixed_Free,38.494
80,80,300,938,4749,7.62,71.25,1.5,79.2,107.95,26.9,63.5,2.5149,-4749,44.45,0,Fixed_Free,43.183
80,80,300,2782,2662,7.62,71.25,1.5,79.2,107.95,26.9,63.5,2.2188,-2662,44.45,0,Fixed_Free,169.822
80,80,600,3349,3183,7.62,95,6.4,82.6,104.8,31.8,63.5,1.517,-3183,44.45,0,Fixed_Free,212.369
80,80,600,1840,1846,7.62,95,6.4,82.6,104.8,31.8,63.5,4.2729,-1846,44.45,0,Fixed_Free,85.301
80,80,600,3121,4898,7.62,95,6.4,82.6,104.8,31.8,63.5,1.1662,-4898,44.45,0,Fixed_Free,159.127
80,80,600,892,1067,7.62,95,6.4,82.6,104.8,31.8,63.5,13.6463,-1067,44.45,0,Fixed_Free,22.579
80,80,600,2880,1317,7.62,95,6.4,82.6,104.8,31.8,63.5,2.5396,-1317,44.45,0,Fixed_Free,275.01
80,XS,150,3205,3472,7.62,0,1.5,69.9,95.25,22.4,63.5,1.7934,-3472,44.45,0,Fixed_Free,133.215
80,XS,150,4050,2475,7.62,0,1.5,69.9,95.25,22.4,63.5,1.8281,-2475,44.45,0,Fixed_Free,237.257
80,XS,150,4155,4853,7.62,0,1.5,69.9,95.25,22.4,63.5,0.9922,-4853,44.45,0,Fixed_Free,222.922
80,XS,150,1139,4675,7.62,0,1.5,69.9,95.25,22.4,63.5,2.4125,-4675,44.45,0,Fixed_Free,47.662
80,XS,150,4032,4928,7.62,0,1.5,69.9,95.25,22.4,63.5,1.0038,-4928,44.45,0,Fixed_Free,212.539
80,XS,300,2834,3903,7.62,0,1.5,79.2,107.95,26.9,63.5,1.7671,-3903,44.45,0,Fixed_Free,130.311
80,XS,300,609,3901,7.62,0,1.5,79.2,107.95,26.9,63.5,4.0157,-3901,44.45,0,Fixed_Free,25.644
80,XS,300,2432,615,7.62,0,1.5,79.2,107.95,26.9,63.5,6.7435,-615,44.45,0,Fixed_Free,241.03
80,XS,300,379,2911,7.62,0,1.5,79.2,107.95,26.9,63.5,7.5526,-2911,44.45,0,Fixed_Free,13.291
80,XS,300,4226,2581,7.62,0,1.5,79.2,107.95,26.9,63.5,1.6469,-2581,44.45,0,Fixed_Free,268.33
80,XS,600,4123,4815,7.62,0,6.4,82.6,104.8,31.8,63.5,0.9994,-4815,44.45,0,Fixed_Free,215.75
80,XS,600,1446,1628,7.62,0,6.4,82.6,104.8,31.8,63.5,8.089,-1628,44.45,0,Fixed_Free,30.422
80,XS,600,3994,4580,7.62,0,6.4,82.6,104.8,31.8,63.5,1.0842,-4580,44.45,0,Fixed_Free,202.373
80,XS,600,4893,677,7.62,0,6.4,82.6,104.8,31.8,63.5,2.1091,-677,44.45,0,Fixed_Free,1961.652
80,XS,600,2758,1037,7.62,0,6.4,82.6,104.8,31.8,63.5,4.6852,-1037,44.45,0,Fixed_Free,212.869
80,XS,150,3204,2674,7.62,29,1.5,69.9,95.25,22.4,63.5,2.09,-2674,44.45,0,Fixed_Free,161.752
80,XS,150,2675,2112,7.62,29,1.5,69.9,95.25,22.4,63.5,3.042,-2112,44.45,0,Fixed_Free,123.747
80,XS,150,2308,775,7.62,29,1.5,69.9,95.25,22.4,63.5,5.4885,-775,44.45,0,Fixed_Free,162.432
80,XS,150,1814,1858,7.62,29,1.5,69.9,95.25,22.4,63.5,5.2622,-1858,44.45,0,Fixed_Free,55.759
80,XS,150,3483,2502,7.62,29,1.5,69.9,95.25,22.4,63.5,1.9701,-2502,44.45,0,Fixed_Free,204.96
80,XS,300,2214,2426,7.62,57,1.5,79.2,107.95,26.9,63.5,3.1784,-2426,44.45,0,Fixed_Free,88.779
80,XS,300,351,4430,7.62,57,1.5,79.2,107.95,26.9,63.5,3.5755,-4430,44.45,0,Fixed_Free,25.888
80,XS,300,3811,1683,7.62,57,1.5,79.2,107.95,26.9,63.5,1.8286,-1683,44.45,0,Fixed_Free,530.687
80,XS,300,2854,3579,7.62,57,1.5,79.2,107.95,26.9,63.5,1.7768,-3579,44.45,0,Fixed_Free,150.746
80,XS,300,4598,4145,7.62,57,1.5,79.2,107.95,26.9,63.5,0.9341,-4145,44.45,0,Fixed_Free,332.643
80,XS,600,3917,4808,7.62,76,6.4,82.6,104.8,31.8,63.5,0.9663,-4808,44.45,0,Fixed_Free,232.516
80,XS,600,764,4070,7.62,76,6.4,82.6,104.8,31.8,63.5,3.4814,-4070,44.45,0,Fixed_Free,29.993
80,XS,600,1966,2705,7.62,76,6.4,82.6,104.8,31.8,63.5,3.2168,-2705,44.45,0,Fixed_Free,69.224
80,XS,600,3829,2436,7.62,76,6.4,82.6,104.8,31.8,63.5,1.5086,-2436,44.45,0,Fixed_Free,357.982
80,XS,600,1390,3730,7.62,76,6.4,82.6,104.8,31.8,63.5,3.0186,-3730,44.45,0,Fixed_Free,44.422
80,XS,150,2111,589,7.62,21.75,1.5,69.9,95.25,22.4,63.5,7.0277,-589,44.45,0,Fixed_Free,205.571
80,XS,150,4323,2326,7.62,21.75,1.5,69.9,95.25,22.4,63.5,1.5873,-2326,44.45,0,Fixed_Free,354.637
80,XS,150,2153,2324,7.62,21.75,1.5,69.9,95.25,22.4,63.5,3.7241,-2324,44.45,0,Fixed_Free,70.341
80,XS,150,2070,3058,7.62,21.75,1.5,69.9,95.25,22.4,63.5,2.9691,-3058,44.45,0,Fixed_Free,65.713
80,XS,150,4944,4165,7.62,21.75,1.5,69.9,95.25,22.4,63.5,0.9198,-4165,-44.45,0,Fixed_Free,337.762
80,XS,300,1940,4684,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1.8234,-4684,44.45,0,Fixed_Free,78.043
80,XS,300,1835,1949,7.62,42.75,1.5,79.2,107.95,26.9,63.5,4.749,-1949,44.45,0,Fixed_Free,62.409
80,XS,300,4263,579,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1.9408,-579,44.45,0,Fixed_Free,1777.619
80,XS,300,1221,4572,7.62,42.75,1.5,79.2,107.95,26.9,63.5,2.4434,-4572,44.45,0,Fixed_Free,40.888
80,XS,300,2295,2160,7.62,42.75,1.5,79.2,107.95,26.9,63.5,3.4086,-2160,44.45,0,Fixed_Free,96.283
80,XS,600,927,3877,7.62,57,6.4,82.6,104.8,31.8,63.5,3.5133,-3877,44.45,0,Fixed_Free,31.827
80,XS,600,1736,3188,7.62,57,6.4,82.6,104.8,31.8,63.5,3.1536,-3188,44.45,0,Fixed_Free,53.388
80,XS,600,1473,3701,7.62,57,6.4,82.6,104.8,31.8,63.5,2.9617,-3701,44.45,0,Fixed_Free,46.512
80,XS,600,2915,4683,7.62,57,6.4,82.6,104.8,31.8,63.5,1.3352,-4683,44.45,0,Fixed_Free,133.556
80,XS,600,4060,1464,7.62,57,6.4,82.6,104.8,31.8,63.5,1.7134,-1464,44.45,0,Fixed_Free,792.267
80,XS,150,3923,1162,7.62,36.25,1.5,69.9,95.25,22.4,63.5,2.1596,-1162,44.45,0,Fixed_Free,800.268
80,XS,150,3265,712,7.62,36.25,1.5,69.9,95.25,22.4,63.5,3.1108,-712,44.45,0,Fixed_Free,718.102
80,XS,150,2707,3777,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1.839,-3777,44.45,0,Fixed_Free,92.848
80,XS,150,2098,4100,7.62,36.25,1.5,69.9,95.25,22.4,63.5,2.0641,-4100,44.45,0,Fixed_Free,77.828
80,XS,150,4920,3475,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1.0191,-3475,44.45,0,Fixed_Free,389.152
80,XS,300,4683,1030,7.62,71.25,1.5,79.2,107.95,26.9,63.5,1.3843,-1030,44.45,0,Fixed_Free,1756.307
80,XS,300,3412,847,7.62,71.25,1.5,79.2,107.95,26.9,63.5,2.297,-847,44.45,0,Fixed_Free,807.732
80,XS,300,2876,582,7.62,71.25,1.5,79.2,107.95,26.9,63.5,3.0792,-582,44.45,0,Fixed_Free,583.498
80,XS,300,1750,2480,7.62,71.25,1.5,79.2,107.95,26.9,63.5,3.9363,-2480,44.45,0,Fixed_Free,57.212
