Pipe DN,Pipe Schedule,Flange Class,Outside Diamter (mm),Length1,Length2,Wall Thickness (mm),Lumped Mass,Raised Face Depth,W Neck C (mm),Flange Outer Radius,Flange Thickness D (mm),Raised Face Radius,new_col
80,80,300,88.9,574,389,7.62,42.75,1.5,79.2,107.95,26.9,63.5,759
80,80,300,88.9,927,946,7.62,42.75,1.5,79.2,107.95,26.9,63.5,760
80,80,600,88.9,1581,974,7.62,57,6.4,82.6,104.8,31.8,63.5,761
80,80,600,88.9,377,667,7.62,57,6.4,82.6,104.8,31.8,63.5,762
80,80,600,88.9,1140,1522,7.62,57,6.4,82.6,104.8,31.8,63.5,763
80,80,600,88.9,688,1391,7.62,57,6.4,82.6,104.8,31.8,63.5,764
80,80,600,88.9,355,531,7.62,57,6.4,82.6,104.8,31.8,63.5,765
80,80,150,88.9,1289,1909,7.62,36.25,1.5,69.9,95.25,22.4,63.5,766
80,80,150,88.9,784,1159,7.62,36.25,1.5,69.9,95.25,22.4,63.5,767
80,80,150,88.9,1562,1096,7.62,36.25,1.5,69.9,95.25,22.4,63.5,768
80,80,150,88.9,851,875,7.62,36.25,1.5,69.9,95.25,22.4,63.5,769
80,80,150,88.9,723,642,7.62,36.25,1.5,69.9,95.25,22.4,63.5,770
80,80,300,88.9,1609,1263,7.62,71.25,1.5,79.2,107.95,26.9,63.5,771
80,80,300,88.9,1627,1824,7.62,71.25,1.5,79.2,107.95,26.9,63.5,772
80,80,300,88.9,1960,381,7.62,71.25,1.5,79.2,107.95,26.9,63.5,773
80,80,300,88.9,1707,857,7.62,71.25,1.5,79.2,107.95,26.9,63.5,774
80,80,300,88.9,1426,925,7.62,71.25,1.5,79.2,107.95,26.9,63.5,775
80,80,600,88.9,445,1282,7.62,95,6.4,82.6,104.8,31.8,63.5,776
80,80,600,88.9,1716,841,7.62,95,6.4,82.6,104.8,31.8,63.5,777
80,80,600,88.9,532,1557,7.62,95,6.4,82.6,104.8,31.8,63.5,778
80,80,600,88.9,370,1675,7.62,95,6.4,82.6,104.8,31.8,63.5,779
80,80,600,88.9,1906,1573,7.62,95,6.4,82.6,104.8,31.8,63.5,780
80,XS,150,88.9,1731,1631,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,781
80,XS,150,88.9,1431,1173,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,782
80,XS,150,88.9,1824,1992,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,783
80,XS,150,88.9,720,1913,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,784
80,XS,150,88.9,720,985,7.62,0.0001,1.5,69.9,95.25,22.4,63.5,785
80,XS,300,88.9,405,1925,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,786
80,XS,300,88.9,1174,1095,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,787
80,XS,300,88.9,1619,1084,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,788
80,XS,300,88.9,399,1862,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,789
80,XS,300,88.9,457,930,7.62,0.0001,1.5,79.2,107.95,26.9,63.5,790
80,XS,600,88.9,1370,955,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,791
80,XS,600,88.9,1008,694,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,792
80,XS,600,88.9,938,564,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,793
80,XS,600,88.9,1131,389,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,794
80,XS,600,88.9,1660,1327,7.62,0.0001,6.4,82.6,104.8,31.8,63.5,795
80,XS,150,88.9,307,1985,7.62,29,1.5,69.9,95.25,22.4,63.5,796
80,XS,150,88.9,421,1446,7.62,29,1.5,69.9,95.25,22.4,63.5,797
80,XS,150,88.9,569,698,7.62,29,1.5,69.9,95.25,22.4,63.5,798
80,XS,150,88.9,1800,1439,7.62,29,1.5,69.9,95.25,22.4,63.5,799
80,XS,150,88.9,1030,1537,7.62,29,1.5,69.9,95.25,22.4,63.5,800
80,XS,300,88.9,1844,312,7.62,57,1.5,79.2,107.95,26.9,63.5,801
80,XS,300,88.9,526,1694,7.62,57,1.5,79.2,107.95,26.9,63.5,802
80,XS,300,88.9,1343,342,7.62,57,1.5,79.2,107.95,26.9,63.5,803
80,XS,300,88.9,1645,1261,7.62,57,1.5,79.2,107.95,26.9,63.5,804
80,XS,300,88.9,707,1408,7.62,57,1.5,79.2,107.95,26.9,63.5,805
80,XS,600,88.9,1265,1111,7.62,76,6.4,82.6,104.8,31.8,63.5,806
80,XS,600,88.9,1099,1936,7.62,76,6.4,82.6,104.8,31.8,63.5,807
80,XS,600,88.9,480,708,7.62,76,6.4,82.6,104.8,31.8,63.5,808
80,XS,600,88.9,975,1503,7.62,76,6.4,82.6,104.8,31.8,63.5,809
80,XS,600,88.9,866,1437,7.62,76,6.4,82.6,104.8,31.8,63.5,810
80,XS,150,88.9,950,870,7.62,21.75,1.5,69.9,95.25,22.4,63.5,811
80,XS,150,88.9,307,578,7.62,21.75,1.5,69.9,95.25,22.4,63.5,812
80,XS,150,88.9,1417,1039,7.62,21.75,1.5,69.9,95.25,22.4,63.5,813
80,XS,150,88.9,1777,1424,7.62,21.75,1.5,69.9,95.25,22.4,63.5,814
80,XS,150,88.9,1558,1264,7.62,21.75,1.5,69.9,95.25,22.4,63.5,815
80,XS,300,88.9,1159,1993,7.62,42.75,1.5,79.2,107.95,26.9,63.5,816
80,XS,300,88.9,1761,624,7.62,42.75,1.5,79.2,107.95,26.9,63.5,817
80,XS,300,88.9,1017,1378,7.62,42.75,1.5,79.2,107.95,26.9,63.5,818
80,XS,300,88.9,447,1576,7.62,42.75,1.5,79.2,107.95,26.9,63.5,819
80,XS,300,88.9,787,424,7.62,42.75,1.5,79.2,107.95,26.9,63.5,820
80,XS,600,88.9,464,811,7.62,57,6.4,82.6,104.8,31.8,63.5,821
80,XS,600,88.9,1151,1582,7.62,57,6.4,82.6,104.8,31.8,63.5,822
80,XS,600,88.9,1487,1481,7.62,57,6.4,82.6,104.8,31.8,63.5,823
80,XS,600,88.9,812,410,7.62,57,6.4,82.6,104.8,31.8,63.5,824
80,XS,600,88.9,1858,1388,7.62,57,6.4,82.6,104.8,31.8,63.5,825
80,XS,150,88.9,955,1939,7.62,36.25,1.5,69.9,95.25,22.4,63.5,826
80,XS,150,88.9,460,1770,7.62,36.25,1.5,69.9,95.25,22.4,63.5,827
80,XS,150,88.9,946,1840,7.62,36.25,1.5,69.9,95.25,22.4,63.5,828
80,XS,150,88.9,1707,797,7.62,36.25,1.5,69.9,95.25,22.4,63.5,829
80,XS,150,88.9,870,998,7.62,36.25,1.5,69.9,95.25,22.4,63.5,830
80,XS,300,88.9,1093,1044,7.62,71.25,1.5,79.2,107.95,26.9,63.5,831
80,XS,300,88.9,701,1427,7.62,71.25,1.5,79.2,107.95,26.9,63.5,832
80,XS,300,88.9,1877,830,7.62,71.25,1.5,79.2,107.95,26.9,63.5,833
80,XS,300,88.9,1048,1082,7.62,71.25,1.5,79.2,107.95,26.9,63.5,834
80,XS,300,88.9,1741,1301,7.62,71.25,1.5,79.2,107.95,26.9,63.5,835
80,XS,600,88.9,1438,1370,7.62,95,6.4,82.6,104.8,31.8,63.5,836
80,XS,600,88.9,1728,1664,7.62,95,6.4,82.6,104.8,31.8,63.5,837
80,XS,600,88.9,882,663,7.62,95,6.4,82.6,104.8,31.8,63.5,838
80,XS,600,88.9,983,1889,7.62,95,6.4,82.6,104.8,31.8,63.5,839
80,XS,600,88.9,514,947,7.62,95,6.4,82.6,104.8,31.8,63.5,840
80,XXS,150,88.9,384,1322,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,841
80,XXS,150,88.9,1041,342,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,842
80,XXS,150,88.9,400,999,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,843
80,XXS,150,88.9,1262,745,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,844
80,XXS,150,88.9,495,1476,15.24,0.0001,1.5,69.9,95.25,22.4,63.5,845
80,XXS,300,88.9,545,345,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,846
80,XXS,300,88.9,461,870,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,847
80,XXS,300,88.9,1866,1591,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,848
80,XXS,300,88.9,1767,472,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,849
80,XXS,300,88.9,584,833,15.24,0.0001,1.5,79.2,107.95,26.9,63.5,850
80,XXS,600,88.9,1505,821,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,851
80,XXS,600,88.9,605,470,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,852
80,XXS,600,88.9,1186,1708,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,853
80,XXS,600,88.9,973,1502,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,854
80,XXS,600,88.9,1536,499,15.24,0.0001,6.4,82.6,104.8,31.8,63.5,855
80,XXS,150,88.9,337,556,15.24,29,1.5,69.9,95.25,22.4,63.5,856
80,XXS,150,88.9,951,1185,15.24,29,1.5,69.9,95.25,22.4,63.5,857
80,XXS,150,88.9,1763,521,15.24,29,1.5,69.9,95.25,22.4,63.5,858
80,XXS,150,88.9,1638,1604,15.24,29,1.5,69.9,95.25,22.4,63.5,859
80,XXS,150,88.9,1978,948,15.24,29,1.5,69.9,95.25,22.4,63.5,860
80,XXS,300,88.9,1307,1618,15.24,57,1.5,79.2,107.95,26.9,63.5,861
80,XXS,300,88.9,1188,829,15.24,57,1.5,79.2,107.95,26.9,63.5,862
80,XXS,300,88.9,1136,1317,15.24,57,1.5,79.2,107.95,26.9,63.5,863
80,XXS,300,88.9,1852,720,15.24,57,1.5,79.2,107.95,26.9,63.5,864
80,XXS,300,88.9,455,1915,15.24,57,1.5,79.2,107.95,26.9,63.5,865
80,XXS,600,88.9,772,1197,15.24,76,6.4,82.6,104.8,31.8,63.5,866
80,XXS,600,88.9,1026,653,15.24,76,6.4,82.6,104.8,31.8,63.5,867
80,XXS,600,88.9,1779,461,15.24,76,6.4,82.6,104.8,31.8,63.5,868
80,XXS,600,88.9,926,926,15.24,76,6.4,82.6,104.8,31.8,63.5,869
80,XXS,600,88.9,1708,1052,15.24,76,6.4,82.6,104.8,31.8,63.5,870
80,XXS,150,88.9,1835,1289,15.24,21.75,1.5,69.9,95.25,22.4,63.5,871
80,XXS,150,88.9,1369,1798,15.24,21.75,1.5,69.9,95.25,22.4,63.5,872
80,XXS,150,88.9,477,889,15.24,21.75,1.5,69.9,95.25,22.4,63.5,873
80,XXS,150,88.9,827,1096,15.24,21.75,1.5,69.9,95.25,22.4,63.5,874
80,XXS,150,88.9,1235,1605,15.24,21.75,1.5,69.9,95.25,22.4,63.5,875
80,XXS,300,88.9,418,436,15.24,42.75,1.5,79.2,107.95,26.9,63.5,876
80,XXS,300,88.9,1000,1614,15.24,42.75,1.5,79.2,107.95,26.9,63.5,877
80,XXS,300,88.9,644,824,15.24,42.75,1.5,79.2,107.95,26.9,63.5,878
80,XXS,300,88.9,344,439,15.24,42.75,1.5,79.2,107.95,26.9,63.5,879
80,XXS,300,88.9,1161,639,15.24,42.75,1.5,79.2,107.95,26.9,63.5,880
80,XXS,600,88.9,354,1332,15.24,57,6.4,82.6,104.8,31.8,63.5,881
80,XXS,600,88.9,1267,705,15.24,57,6.4,82.6,104.8,31.8,63.5,882
80,XXS,600,88.9,1482,955,15.24,57,6.4,82.6,104.8,31.8,63.5,883
80,XXS,600,88.9,1794,1960,15.24,57,6.4,82.6,104.8,31.8,63.5,884
80,XXS,600,88.9,1427,1356,15.24,57,6.4,82.6,104.8,31.8,63.5,885
80,XXS,150,88.9,1940,1380,15.24,36.25,1.5,69.9,95.25,22.4,63.5,886
80,XXS,150,88.9,415,1205,15.24,36.25,1.5,69.9,95.25,22.4,63.5,887
80,XXS,150,88.9,836,1006,15.24,36.25,1.5,69.9,95.25,22.4,63.5,888
80,XXS,150,88.9,1382,1732,15.24,36.25,1.5,69.9,95.25,22.4,63.5,889
80,XXS,150,88.9,1700,1925,15.24,36.25,1.5,69.9,95.25,22.4,63.5,890
80,XXS,300,88.9,1904,1014,15.24,71.25,1.5,79.2,107.95,26.9,63.5,891
80,XXS,300,88.9,948,444,15.24,71.25,1.5,79.2,107.95,26.9,63.5,892
80,XXS,300,88.9,1739,1820,15.24,71.25,1.5,79.2,107.95,26.9,63.5,893
80,XXS,300,88.9,553,1537,15.24,71.25,1.5,79.2,107.95,26.9,63.5,894
80,XXS,300,88.9,540,1990,15.24,71.25,1.5,79.2,107.95,26.9,63.5,895
80,XXS,600,88.9,695,1385,15.24,95,6.4,82.6,104.8,31.8,63.5,896
80,XXS,600,88.9,1472,1518,15.24,95,6.4,82.6,104.8,31.8,63.5,897
80,XXS,600,88.9,1120,1820,15.24,95,6.4,82.6,104.8,31.8,63.5,898
80,XXS,600,88.9,776,1413,15.24,95,6.4,82.6,104.8,31.8,63.5,899
80,XXS,600,88.9,1065,723,15.24,95,6.4,82.6,104.8,31.8,63.5,900
90,40,150,101.6,919,752,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,901
90,40,150,101.6,1236,1783,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,902
90,40,150,101.6,933,915,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,903
90,40,150,101.6,848,407,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,904
90,40,150,101.6,1530,1038,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,905
90,40,300,101.6,1371,948,5.74,0.0001,1.5,81,114.3,28.7,69.85,906
90,40,300,101.6,566,717,5.74,0.0001,1.5,81,114.3,28.7,69.85,907
90,40,300,101.6,755,1360,5.74,0.0001,1.5,81,114.3,28.7,69.85,908
90,40,300,101.6,384,1941,5.74,0.0001,1.5,81,114.3,28.7,69.85,909
90,40,300,101.6,463,1233,5.74,0.0001,1.5,81,114.3,28.7,69.85,910
90,40,600,101.6,794,739,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,911
90,40,600,101.6,1126,2000,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,912
90,40,600,101.6,1176,1061,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,913
90,40,600,101.6,1716,1670,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,914
90,40,600,101.6,393,751,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,915
90,40,150,101.6,1923,565,5.74,38,1.5,71.4,107.95,22.4,69.85,916
90,40,150,101.6,1695,340,5.74,38,1.5,71.4,107.95,22.4,69.85,917
90,40,150,101.6,1204,661,5.74,38,1.5,71.4,107.95,22.4,69.85,918
90,40,150,101.6,689,1347,5.74,38,1.5,71.4,107.95,22.4,69.85,919
90,40,150,101.6,1298,1176,5.74,38,1.5,71.4,107.95,22.4,69.85,920
90,40,300,101.6,1355,333,5.74,72.5,1.5,81,114.3,28.7,69.85,921
90,40,300,101.6,1426,1433,5.74,72.5,1.5,81,114.3,28.7,69.85,922
90,40,300,101.6,1177,631,5.74,72.5,1.5,81,114.3,28.7,69.85,923
90,40,300,101.6,811,648,5.74,72.5,1.5,81,114.3,28.7,69.85,924
90,40,300,101.6,415,1514,5.74,72.5,1.5,81,114.3,28.7,69.85,925
90,40,600,101.6,1222,1397,5.74,101.5,6.4,85.9,114.3,35.1,69.85,926
90,40,600,101.6,1464,1941,5.74,101.5,6.4,85.9,114.3,35.1,69.85,927
90,40,600,101.6,1780,1003,5.74,101.5,6.4,85.9,114.3,35.1,69.85,928
90,40,600,101.6,1828,401,5.74,101.5,6.4,85.9,114.3,35.1,69.85,929
90,40,600,101.6,1497,996,5.74,101.5,6.4,85.9,114.3,35.1,69.85,930
90,40,150,101.6,790,925,5.74,28.5,1.5,71.4,107.95,22.4,69.85,931
90,40,150,101.6,883,1952,5.74,28.5,1.5,71.4,107.95,22.4,69.85,932
90,40,150,101.6,1570,533,5.74,28.5,1.5,71.4,107.95,22.4,69.85,933
90,40,150,101.6,1764,765,5.74,28.5,1.5,71.4,107.95,22.4,69.85,934
90,40,150,101.6,678,1038,5.74,28.5,1.5,71.4,107.95,22.4,69.85,935
90,40,300,101.6,357,1329,5.74,54.375,1.5,81,114.3,28.7,69.85,936
90,40,300,101.6,372,484,5.74,54.375,1.5,81,114.3,28.7,69.85,937
90,40,300,101.6,1931,1003,5.74,54.375,1.5,81,114.3,28.7,69.85,938
90,40,300,101.6,1941,807,5.74,54.375,1.5,81,114.3,28.7,69.85,939
90,40,300,101.6,1502,331,5.74,54.375,1.5,81,114.3,28.7,69.85,940
90,40,600,101.6,698,1877,5.74,76.125,6.4,85.9,114.3,35.1,69.85,941
90,40,600,101.6,717,1527,5.74,76.125,6.4,85.9,114.3,35.1,69.85,942
90,40,600,101.6,742,1517,5.74,76.125,6.4,85.9,114.3,35.1,69.85,943
90,40,600,101.6,1234,1318,5.74,76.125,6.4,85.9,114.3,35.1,69.85,944
90,40,600,101.6,607,663,5.74,76.125,6.4,85.9,114.3,35.1,69.85,945
90,40,150,101.6,381,1923,5.74,47.5,1.5,71.4,107.95,22.4,69.85,946
90,40,150,101.6,1726,573,5.74,47.5,1.5,71.4,107.95,22.4,69.85,947
90,40,150,101.6,419,1731,5.74,47.5,1.5,71.4,107.95,22.4,69.85,948
90,40,150,101.6,1145,1343,5.74,47.5,1.5,71.4,107.95,22.4,69.85,949
90,40,150,101.6,1321,1983,5.74,47.5,1.5,71.4,107.95,22.4,69.85,950
90,40,300,101.6,1651,1206,5.74,90.625,1.5,81,114.3,28.7,69.85,951
90,40,300,101.6,1531,1465,5.74,90.625,1.5,81,114.3,28.7,69.85,952
90,40,300,101.6,887,384,5.74,90.625,1.5,81,114.3,28.7,69.85,953
90,40,300,101.6,1015,968,5.74,90.625,1.5,81,114.3,28.7,69.85,954
90,40,300,101.6,771,911,5.74,90.625,1.5,81,114.3,28.7,69.85,955
90,40,600,101.6,1342,501,5.74,126.875,6.4,85.9,114.3,35.1,69.85,956
90,40,600,101.6,469,751,5.74,126.875,6.4,85.9,114.3,35.1,69.85,957
90,40,600,101.6,1056,324,5.74,126.875,6.4,85.9,114.3,35.1,69.85,958
90,40,600,101.6,998,1668,5.74,126.875,6.4,85.9,114.3,35.1,69.85,959
90,40,600,101.6,397,1310,5.74,126.875,6.4,85.9,114.3,35.1,69.85,960
90,STD,150,101.6,621,1954,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,961
90,STD,150,101.6,1874,1861,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,962
90,STD,150,101.6,1994,1108,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,963
90,STD,150,101.6,1936,1750,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,964
90,STD,150,101.6,1711,1873,5.74,0.0001,1.5,71.4,107.95,22.4,69.85,965
90,STD,300,101.6,502,1661,5.74,0.0001,1.5,81,114.3,28.7,69.85,966
90,STD,300,101.6,1291,1270,5.74,0.0001,1.5,81,114.3,28.7,69.85,967
90,STD,300,101.6,842,1248,5.74,0.0001,1.5,81,114.3,28.7,69.85,968
90,STD,300,101.6,514,1301,5.74,0.0001,1.5,81,114.3,28.7,69.85,969
90,STD,300,101.6,932,1367,5.74,0.0001,1.5,81,114.3,28.7,69.85,970
90,STD,600,101.6,1260,572,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,971
90,STD,600,101.6,385,979,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,972
90,STD,600,101.6,1070,946,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,973
90,STD,600,101.6,1440,622,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,974
90,STD,600,101.6,1259,585,5.74,0.0001,6.4,85.9,114.3,35.1,69.85,975
90,STD,150,101.6,1452,1265,5.74,38,1.5,71.4,107.95,22.4,69.85,976
90,STD,150,101.6,1614,1599,5.74,38,1.5,71.4,107.95,22.4,69.85,977
90,STD,150,101.6,1747,664,5.74,38,1.5,71.4,107.95,22.4,69.85,978
90,STD,150,101.6,1386,1507,5.74,38,1.5,71.4,107.95,22.4,69.85,979
90,STD,150,101.6,1780,1707,5.74,38,1.5,71.4,107.95,22.4,69.85,980
90,STD,300,101.6,775,1252,5.74,72.5,1.5,81,114.3,28.7,69.85,981
90,STD,300,101.6,1561,1847,5.74,72.5,1.5,81,114.3,28.7,69.85,982
90,STD,300,101.6,1947,582,5.74,72.5,1.5,81,114.3,28.7,69.85,983
90,STD,300,101.6,1954,518,5.74,72.5,1.5,81,114.3,28.7,69.85,984
90,STD,300,101.6,1021,1896,5.74,72.5,1.5,81,114.3,28.7,69.85,985
90,STD,600,101.6,1453,708,5.74,101.5,6.4,85.9,114.3,35.1,69.85,986
90,STD,600,101.6,886,1282,5.74,101.5,6.4,85.9,114.3,35.1,69.85,987
90,STD,600,101.6,678,973,5.74,101.5,6.4,85.9,114.3,35.1,69.85,988
90,STD,600,101.6,598,1445,5.74,101.5,6.4,85.9,114.3,35.1,69.85,989
90,STD,600,101.6,1641,496,5.74,101.5,6.4,85.9,114.3,35.1,69.85,990
90,STD,150,101.6,1016,1076,5.74,28.5,1.5,71.4,107.95,22.4,69.85,991
90,STD,150,101.6,1271,1472,5.74,28.5,1.5,71.4,107.95,22.4,69.85,992
90,STD,150,101.6,1550,748,5.74,28.5,1.5,71.4,107.95,22.4,69.85,993
90,STD,150,101.6,1287,487,5.74,28.5,1.5,71.4,107.95,22.4,69.85,994
90,STD,150,101.6,1600,521,5.74,28.5,1.5,71.4,107.95,22.4,69.85,995
90,STD,300,101.6,1557,1343,5.74,54.375,1.5,81,114.3,28.7,69.85,996
90,STD,300,101.6,468,402,5.74,54.375,1.5,81,114.3,28.7,69.85,997
90,STD,300,101.6,455,526,5.74,54.375,1.5,81,114.3,28.7,69.85,998
90,STD,300,101.6,1530,2295,5.74,54.375,1.5,81,114.3,28.7,69.85,999
90,STD,300,101.6,614,925,5.74,54.375,1.5,81,114.3,28.7,69.85,1000
90,STD,600,101.6,846,1379,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1001
90,STD,600,101.6,1326,1574,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1002
90,STD,600,101.6,1472,1152,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1003
90,STD,600,101.6,1476,649,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1004
90,STD,600,101.6,1327,1702,5.74,76.125,6.4,85.9,114.3,35.1,69.85,1005
90,STD,150,101.6,1999,1535,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1006
90,STD,150,101.6,547,622,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1007
90,STD,150,101.6,1467,837,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1008
90,STD,150,101.6,1287,754,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1009
90,STD,150,101.6,968,1834,5.74,47.5,1.5,71.4,107.95,22.4,69.85,1010
90,STD,300,101.6,1695,841,5.74,90.625,1.5,81,114.3,28.7,69.85,1011
90,STD,300,101.6,1159,1990,5.74,90.625,1.5,81,114.3,28.7,69.85,1012
90,STD,300,101.6,1228,1044,5.74,90.625,1.5,81,114.3,28.7,69.85,1013
90,STD,300,101.6,1120,1297,5.74,90.625,1.5,81,114.3,28.7,69.85,1014
90,STD,300,101.6,620,804,5.74,90.625,1.5,81,114.3,28.7,69.85,1015
90,STD,600,101.6,982,400,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1016
90,STD,600,101.6,1640,623,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1017
90,STD,600,101.6,390,1018,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1018
90,STD,600,101.6,1274,445,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1019
90,STD,600,101.6,1030,849,5.74,126.875,6.4,85.9,114.3,35.1,69.85,1020
90,80,150,101.6,836,881,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1021
90,80,150,101.6,340,1076,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1022
90,80,150,101.6,893,1181,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1023
90,80,150,101.6,1321,1305,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1024
90,80,150,101.6,873,720,8.08,0.0001,1.5,71.4,107.95,22.4,69.85,1025
90,80,300,101.6,762,1221,8.08,0.0001,1.5,81,114.3,28.7,69.85,1026
90,80,300,101.6,1183,1624,8.08,0.0001,1.5,81,114.3,28.7,69.85,1027
90,80,300,101.6,961,1184,8.08,0.0001,1.5,81,114.3,28.7,69.85,1028
90,80,300,101.6,1571,1599,8.08,0.0001,1.5,81,114.3,28.7,69.85,1029
90,80,300,101.6,847,885,8.08,0.0001,1.5,81,114.3,28.7,69.85,1030
90,80,600,101.6,651,1800,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1031
90,80,600,101.6,515,1576,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1032
90,80,600,101.6,1393,1806,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1033
90,80,600,101.6,1333,845,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1034
90,80,600,101.6,336,1148,8.08,0.0001,6.4,85.9,114.3,35.1,69.85,1035
90,80,150,101.6,572,338,8.08,38,1.5,71.4,107.95,22.4,69.85,1036
90,80,150,101.6,604,951,8.08,38,1.5,71.4,107.95,22.4,69.85,1037
90,80,150,101.6,1591,1339,8.08,38,1.5,71.4,107.95,22.4,69.85,1038
90,80,150,101.6,694,1970,8.08,38,1.5,71.4,107.95,22.4,69.85,1039
90,80,150,101.6,434,1840,8.08,38,1.5,71.4,107.95,22.4,69.85,1040
90,80,300,101.6,661,1286,8.08,72.5,1.5,81,114.3,28.7,69.85,1041
90,80,300,101.6,1076,1334,8.08,72.5,1.5,81,114.3,28.7,69.85,1042
90,80,300,101.6,979,1043,8.08,72.5,1.5,81,114.3,28.7,69.85,1043
90,80,300,101.6,1799,345,8.08,72.5,1.5,81,114.3,28.7,69.85,1044
90,80,300,101.6,755,1536,8.08,72.5,1.5,81,114.3,28.7,69.85,1045
90,80,600,101.6,624,1687,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1046
90,80,600,101.6,1314,446,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1047
90,80,600,101.6,652,350,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1048
90,80,600,101.6,1377,885,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1049
90,80,600,101.6,581,1331,8.08,101.5,6.4,85.9,114.3,35.1,69.85,1050
90,80,150,101.6,1012,1105,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1051
90,80,150,101.6,1936,1790,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1052
90,80,150,101.6,739,1659,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1053
90,80,150,101.6,333,1625,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1054
90,80,150,101.6,486,583,8.08,28.5,1.5,71.4,107.95,22.4,69.85,1055
90,80,300,101.6,1204,1015,8.08,54.375,1.5,81,114.3,28.7,69.85,1056
90,80,300,101.6,1318,1633,8.08,54.375,1.5,81,114.3,28.7,69.85,1057
90,80,300,101.6,1703,1406,8.08,54.375,1.5,81,114.3,28.7,69.85,1058
90,80,300,101.6,756,363,8.08,54.375,1.5,81,114.3,28.7,69.85,1059
90,80,300,101.6,1526,338,8.08,54.375,1.5,81,114.3,28.7,69.85,1060
90,80,600,101.6,1337,653,8.08,76.125,6.4,85.9,114.3,35.1,69.85,1061
90,80,600,101.6,1097,1332,8.08,76.125,6.4,85.9,114.3,35.1,69.85,1062
90,80,600,101.6,1025,823,8.08,76.125,6.4,85.9,114.3,35.1,69.85,1063
