File Name,Max Deformation X,X,Y,Z
1137,0.052471,2591.5,50.8,0.0
1138,0.041412,41.5,114.3,0.0
1139,0.070926,-3001.5,50.8,0.0
114,0.25785,22.4,82.55,0.0
1140,0.084882,2754.1,50.8,0.0
1141,0.005961,-931.27,-56.791,6.3988
1142,0.039622,2076.2,-57.15,0.0
1143,0.067841,7.1,114.3,0.0
1144,0.064604,-3035.3,-57.15,0.0
1145,0.014349,7.1,114.3,0.0
1146,0.083881,-2855.2,57.15,0.0
1147,0.010257,968.15,57.15,0.0
1148,0.064925,2557.1,57.15,0.0
1149,0.057205,-2440.8,57.15,0.0
115,0.36701,-22.4,82.55,0.0
1150,0.056339,-2563.8,57.15,0.0
1151,0.1064,3739.0,57.15,0.0
1152,0.070216,15.925,136.55,0.0
1153,0.042426,15.925,136.55,0.0
1154,0.051536,-2588.7,-57.15,0.0
1155,0.063407,2695.1,-57.15,0.0
1156,0.11605,3831.0,57.15,0.0
1157,0.012913,1213.0,-57.15,0.0
1158,0.059305,23.9,-114.3,0.0
1159,0.068591,3208.1,-57.15,0.0
116,0.016363,-31.8,82.55,0.0
1160,0.0636,-2773.5,-57.15,0.0
1161,0.01084,-31.8,127.0,0.0
1162,0.024219,31.8,127.0,0.0
1163,0.052272,-2879.2,57.15,0.0
1164,0.086465,3768.3,57.15,0.0
1165,0.043697,-31.8,127.0,0.0
1166,0.025784,2050.4,-57.15,0.0
1167,0.020876,15.925,136.55,0.0
1168,0.04618,-15.925,-136.55,0.0
1169,0.070483,15.925,136.55,0.0
117,0.35981,-31.8,82.55,0.0
1170,0.082194,-3023.4,-57.15,0.0
1171,0.036173,1809.4,57.15,0.0
1172,0.010922,1035.9,-57.15,0.0
1173,0.011131,23.9,113.87,-9.9619
1174,0.094549,-3194.9,-57.15,0.0
1175,0.010901,1309.5,-57.15,0.0
1176,0.045768,2640.2,57.15,0.0
1177,0.0047765,-758.42,57.15,0.0
1178,0.067495,3163.5,57.15,0.0
1179,0.012658,-31.8,127.0,0.0
118,0.27058,31.8,82.55,0.0
1180,0.045394,-31.8,127.0,0.0
1181,0.011615,44.5,-136.55,0.0
1182,0.0069584,986.88,-57.15,0.0
1183,0.021826,-1803.1,-57.15,0.0
1184,0.080696,2667.8,-57.15,0.0
1185,0.092724,-3902.9,-57.15,0.0
1186,0.016894,1080.9,-57.15,0.0
1187,0.045109,2396.9,-57.15,0.0
1188,0.027518,23.9,-114.3,0.0
1189,0.047832,-1934.4,-57.15,0.0
119,0.069455,31.8,82.55,0.0
1190,0.043297,2216.2,-57.15,0.0
1191,0.0062631,-31.8,127.0,0.0
1192,0.08944,3770.3,57.15,0.0
1193,0.067316,3244.0,57.15,0.0
1194,0.11887,-4347.0,57.15,0.0
1195,0.044573,-31.8,127.0,0.0
1196,0.04729,1851.3,-57.15,0.0
1197,0.03281,-2114.1,-57.15,0.0
1198,0.052981,2923.1,-57.15,0.0
1199,0.059315,2203.4,-57.15,0.0
12,0.44219,-3552.0,30.15,0.0
120,0.53208,3736.0,30.15,0.0
1200,0.12078,-4159.0,57.15,0.0
1201,0.056632,2569.7,-57.15,0.0
1202,0.023222,-1378.1,-57.15,0.0
1203,0.095036,-3409.4,-57.15,0.0
1204,0.033992,7.1,114.3,0.0
1205,0.12628,-4125.7,-57.15,0.0
1206,0.042866,-1984.1,57.15,0.0
1207,0.073085,3481.3,57.15,0.0
1208,0.0057706,31.8,-127.0,0.0
1209,0.086102,-3595.5,57.15,0.0
121,0.59636,-4533.0,30.15,0.0
1210,0.027685,-1973.1,57.15,0.0
1211,0.038489,-2378.1,-57.15,0.0
1212,0.12179,-4418.0,57.15,0.0
1213,0.03617,-1826.5,-57.15,0.0
1214,0.024991,44.5,-136.55,0.0
1215,0.034906,-15.925,-136.55,0.0
1216,0.090963,-3673.9,-57.15,0.0
1217,0.01197,1097.9,-57.15,0.0
1218,0.067417,-3004.6,-57.15,0.0
1219,0.016655,23.9,-114.3,0.0
122,0.087597,1.5,76.2,0.0
1220,0.014228,23.9,-114.3,0.0
1221,0.025892,1853.0,57.15,0.0
1222,0.087729,3822.3,57.15,0.0
1223,0.014198,-31.8,127.0,0.0
1224,0.0015315,-453.34,57.15,0.0
1225,0.021784,-31.8,127.0,0.0
1226,0.10228,3391.0,57.15,0.0
1227,0.0040257,533.95,-56.791,6.3988
1228,0.074911,3169.6,-57.15,0.0
1229,0.091788,3460.6,-57.15,0.0
123,0.27733,1.5,76.2,0.0
1230,0.024475,44.5,-136.55,0.0
1231,0.01415,23.9,-114.3,0.0
1232,0.03265,2219.1,-57.15,0.0
1233,0.041308,-1968.2,-57.15,0.0
1234,0.023227,7.1,114.3,0.0
1235,0.028001,1908.5,-57.15,0.0
1236,0.042791,-31.8,127.0,0.0
1237,0.030709,-1701.3,57.15,0.0
1238,0.089962,3623.3,57.15,0.0
1239,0.069784,31.8,127.0,0.0
124,0.10413,-1634.0,30.15,0.0
1240,0.021164,-1526.7,57.15,0.0
1241,0.018506,15.925,136.55,0.0
1242,0.032728,44.5,-136.55,0.0
1243,0.070135,-15.925,-136.55,0.0
1244,0.1231,4021.0,57.15,0.0
1245,0.036527,15.925,136.55,0.0
1246,0.060727,7.1,114.3,0.0
1247,0.031288,23.9,-114.3,0.0
1248,0.0068953,960.89,-57.15,0.0
1249,0.011036,23.9,-114.3,0.0
125,0.25492,-2502.0,30.15,0.0
1250,0.02788,23.9,-114.3,0.0
1251,0.02888,-16.65,127.0,0.0
1252,0.052629,-2513.1,57.15,0.0
1253,0.034749,-31.8,127.0,0.0
1254,0.092879,-3925.2,57.15,0.0
1255,0.057463,2215.2,57.15,0.0
1256,0.027328,44.5,-136.55,0.0
1257,0.015239,15.925,136.55,0.0
1258,0.03018,-1962.3,-57.15,0.0
1259,0.022713,1493.1,-57.15,0.0
126,0.52989,-4133.0,30.15,0.0
1260,0.045708,-2382.2,-57.15,0.0
1261,0.020301,23.9,-114.3,0.0
1262,0.0047299,1010.0,-57.15,0.0
1263,0.030618,23.9,-114.3,0.0
1264,0.011745,7.1,114.3,0.0
1265,0.049354,-7.1,-114.3,0.0
1266,0.0056763,-31.8,127.0,0.0
1267,0.035797,-31.8,127.0,0.0
1268,0.015766,31.8,-127.0,0.0
1269,0.0095631,-1403.5,57.15,0.0
127,0.43925,-3629.0,30.15,0.0
1270,0.019414,-1568.4,57.15,0.0
1271,0.014712,15.925,136.55,0.0
1272,0.05116,2625.8,-57.15,0.0
1273,0.0026837,786.5,-56.791,6.3988
1274,0.099592,4339.4,-57.15,0.0
1275,0.02935,-2242.2,-57.15,0.0
1276,0.055077,2531.2,57.15,0.0
1277,0.01091,7.1,114.3,0.0
1278,0.099164,4415.7,-57.15,0.0
1279,0.051464,7.1,114.3,0.0
128,0.057439,-22.4,82.55,0.0
1280,0.0247,1560.6,57.15,0.0
1281,0.013386,31.8,127.0,0.0
1282,0.013526,31.8,127.0,0.0
1283,0.01334,-1243.3,57.15,0.0
1284,0.014486,16.65,127.0,0.0
1285,0.048433,-2280.1,57.15,0.0
1286,0.092959,-4044.5,-57.15,0.0
1287,0.05154,15.925,136.55,0.0
1288,0.036276,2111.2,-57.15,0.0
1289,0.02055,1593.3,-57.15,0.0
129,0.10999,-1792.0,30.15,0.0
1290,0.093068,-4089.2,-57.15,0.0
1291,0.044367,23.9,-114.3,0.0
1292,0.018477,23.9,-114.3,0.0
1293,0.076993,-3928.1,-57.15,0.0
1294,0.0083121,1190.3,-57.15,0.0
1295,0.047442,2145.9,-57.15,0.0
1296,0.056345,-3418.8,57.15,0.0
1297,0.011526,-1267.4,57.15,0.0
1298,0.010124,-1317.7,57.15,0.0
1299,0.02719,31.8,127.0,0.0
13,0.32687,-31.8,82.55,0.0
130,0.11007,-1806.0,30.15,0.0
1300,0.048533,-31.8,127.0,0.0
1301,0.038938,15.925,136.55,0.0
1302,0.046233,3059.4,-57.15,0.0
1303,0.034248,-2356.4,-57.15,0.0
1304,0.073103,-3385.7,-57.15,0.0
1305,0.019039,44.5,-136.55,0.0
1306,0.053979,23.9,-114.3,0.0
1307,0.0052541,23.9,-113.87,9.9619
1308,0.031267,23.9,-114.3,0.0
1309,0.05726,-2694.5,-57.15,0.0
131,0.21839,-31.8,82.55,0.0
1310,0.054426,2428.1,-57.15,0.0
1311,0.084209,3998.7,57.15,0.0
1312,0.03354,-31.8,127.0,0.0
1313,0.058577,2736.2,57.15,0.0
1314,0.023733,-1857.1,57.15,0.0
1315,0.022942,31.8,127.0,0.0
1316,0.032173,-2524.1,-57.15,0.0
1317,0.034461,44.5,-136.55,0.0
1318,0.062127,-15.925,-136.55,0.0
1319,0.015741,15.925,136.55,0.0
132,0.23834,-31.8,82.55,0.0
1320,0.020555,1577.4,57.15,0.0
1321,0.038842,-2433.5,-57.15,0.0
1322,0.014979,23.9,-114.3,0.0
1323,0.029981,23.9,-114.3,0.0
1324,0.01605,-1681.2,-57.15,0.0
1325,0.036883,2352.2,-57.15,0.0
1326,0.010014,1241.8,57.15,0.0
1327,0.067427,-3716.7,57.15,0.0
1328,0.041493,-31.8,127.0,0.0
1329,0.026227,1801.6,57.15,0.0
133,0.20565,-31.8,82.55,0.0
1330,0.052978,31.8,-127.0,0.0
1331,0.058493,15.925,136.55,0.0
1332,0.043561,2792.8,-57.15,0.0
1333,0.0094379,15.925,136.55,0.0
1334,0.05402,15.925,136.55,0.0
1335,0.037457,-44.5,-136.55,0.0
1336,0.021402,23.9,-114.3,0.0
1337,0.06199,-3501.1,-57.15,0.0
1338,0.064907,3429.6,-57.15,0.0
1339,0.030034,23.9,-114.3,0.0
134,0.086536,-1605.7,30.15,0.0
1340,0.025747,1764.8,57.15,0.0
1341,0.013959,-31.8,127.0,0.0
1342,0.0013165,565.72,57.15,0.0
1343,0.015126,1366.8,57.15,0.0
1344,0.035871,2347.3,57.15,0.0
1345,0.044609,-2586.7,57.15,0.0
1346,0.012064,44.5,-136.55,0.0
1347,0.019879,44.5,-136.55,0.0
1348,0.043736,15.925,136.55,0.0
1349,0.04703,15.925,136.55,0.0
135,0.52091,-4184.0,30.15,0.0
1350,0.02631,-2378.1,-57.15,0.0
1351,0.052947,-2504.4,-57.15,0.0
1352,0.01774,7.1,114.3,0.0
1353,0.0052144,-784.15,-57.15,0.0
1354,0.04576,-2419.9,-57.15,0.0
1355,0.014137,7.1,114.3,0.0
1356,0.061556,2869.2,57.15,0.0
1357,0.084728,4245.0,57.15,0.0
1358,0.012746,31.8,127.0,0.0
1359,0.010314,31.8,127.0,0.0
136,0.40632,-3857.0,30.15,0.0
1360,0.030105,-31.8,127.0,0.0
1361,0.0026807,-678.66,-56.791,6.3988
1362,0.036473,44.5,-136.55,0.0
1363,0.036493,44.5,-136.55,0.0
1364,0.032749,44.5,-136.55,0.0
1365,0.034701,2609.8,-57.15,0.0
1366,0.045401,-2337.4,-57.15,0.0
1367,0.026017,23.9,-114.3,0.0
1368,0.0073922,1180.5,-57.15,0.0
1369,0.023253,-1658.6,-57.15,0.0
137,0.075373,1501.4,30.15,0.0
1370,0.01571,-1490.9,57.15,0.0
1371,0.020866,1527.0,57.15,0.0
1372,0.050624,-31.8,127.0,0.0
1373,0.044972,31.8,127.0,0.0
1374,0.022836,2139.7,57.15,0.0
1375,0.059916,2844.3,57.15,0.0
1376,0.002343,44.5,-136.55,0.0
1377,0.021248,15.925,136.55,0.0
1378,0.036797,-2164.8,-57.15,0.0
1379,0.028299,2363.2,-57.15,0.0
138,0.21873,-2528.0,30.15,0.0
1380,0.052711,2740.9,-57.15,0.0
1381,0.039202,3285.7,57.15,0.0
1382,0.029529,23.9,-114.3,0.0
1383,0.048768,3819.9,-57.15,0.0
1384,0.032363,7.1,114.3,0.0
1385,0.0321,7.1,114.3,0.0
1386,0.02866,31.8,-127.0,0.0
1387,0.0054534,1249.8,57.15,0.0
1388,0.036598,-2960.8,57.15,0.0
1389,0.023771,-2438.6,57.15,0.0
139,0.15138,-19.1,76.2,0.0
1390,0.018135,2421.3,57.15,0.0
1391,0.0096033,-1758.9,-57.15,0.0
1392,0.030388,2483.7,57.15,0.0
1393,0.022635,-15.925,-136.55,0.0
1394,0.014337,1683.7,57.15,0.0
1395,0.0079281,-15.925,-136.55,0.0
1396,0.022661,23.9,-114.3,0.0
1397,0.036335,-3075.9,-57.15,0.0
1398,0.0035811,824.61,-57.15,0.0
1399,0.019252,-2431.6,57.15,0.0
14,0.71766,4297.0,30.15,0.0
140,0.06469,10.3,76.2,0.0
1400,0.028347,23.9,-114.3,0.0
1401,0.010242,-1363.6,57.15,0.0
1402,0.010404,31.8,127.0,0.0
1403,0.013316,-31.8,127.0,0.0
1404,0.041706,3133.6,57.15,0.0
1405,0.034668,-31.8,127.0,0.0
1406,0.066822,4695.0,-57.15,0.0
1407,0.019963,2473.5,57.15,0.0
1408,0.036355,-3360.3,57.15,0.0
1409,0.016977,44.5,-136.55,0.0
141,0.12734,22.4,82.55,0.0
1410,0.058088,4231.2,-57.15,0.0
1411,0.0055656,23.9,-114.3,0.0
1412,0.012518,7.1,114.3,0.0
1413,0.023013,23.9,-114.3,0.0
1414,0.040837,2967.4,-57.15,0.0
1415,0.031054,2446.8,-57.15,0.0
1416,0.021504,31.8,127.0,0.0
1417,0.035683,3016.4,57.15,0.0
1418,0.029059,2466.7,57.15,0.0
1419,0.016911,1852.2,57.15,0.0
142,0.25639,-22.4,82.55,0.0
1420,0.027496,3043.4,57.15,0.0
1421,0.059934,-4179.6,-57.15,0.0
1422,0.021452,1967.3,57.15,0.0
1423,0.0054589,966.44,-57.15,0.0
1424,0.037633,-15.925,-136.55,0.0
1425,0.049679,3383.8,-57.15,0.0
1426,0.015664,1987.1,57.15,0.0
1427,0.0013598,-590.95,-56.791,6.3988
1428,0.0062921,23.9,-114.3,0.0
1429,0.024496,-2327.5,57.15,0.0
143,0.23421,-22.4,82.55,0.0
1430,0.020262,-2531.1,57.15,0.0
1431,0.055723,4257.0,57.15,0.0
1432,0.028771,-31.8,127.0,0.0
1433,0.038524,-3105.8,57.15,0.0
1434,0.0041028,-31.8,127.0,0.0
1435,0.036315,-31.8,127.0,0.0
1436,0.014266,-1745.2,57.15,0.0
1437,0.00065359,331.29,-56.791,6.3988
1438,0.036898,-2656.7,-57.15,0.0
1439,0.002357,640.67,-57.15,0.0
144,0.41319,3763.0,30.15,0.0
1440,0.035628,15.925,136.55,0.0
1441,0.030065,2359.2,70.65,0.0
1442,0.017451,-1686.5,70.65,0.0
1443,0.05418,-3389.1,70.65,0.0
1444,0.012496,23.9,127.0,0.0
1445,0.074076,4220.2,70.65,0.0
1446,0.01837,18.3,-139.7,0.0
1447,0.057455,3276.8,-70.65,0.0
1448,0.032644,2536.0,-70.65,0.0
1449,0.058096,3486.0,-70.65,0.0
145,0.31988,-2726.0,30.15,0.0
1450,0.036539,-2755.4,-70.65,0.0
1451,0.013543,-50.9,165.1,0.0
1452,0.063955,3608.2,-70.65,0.0
1453,0.011561,6.4,165.1,0.0
1454,0.023781,2516.2,-70.65,0.0
1455,0.033938,28.65,165.1,0.0
1456,0.022126,-23.9,127.0,0.0
1457,0.010421,-1189.5,70.65,0.0
1458,0.053389,2984.5,70.65,0.0
1459,0.011615,-23.9,127.0,0.0
146,0.035388,-1026.0,30.15,0.0
1460,0.031433,2357.2,70.65,0.0
1461,0.045379,-3323.0,-70.65,0.0
1462,0.001817,560.15,70.65,0.0
1463,0.0082972,1517.1,-70.65,0.0
1464,0.0069213,35.1,139.03,-13.693
1465,0.0067109,35.1,-139.7,0.0
1466,0.040439,-3132.9,-70.65,0.0
1467,0.051726,-3328.5,-70.65,0.0
1468,0.0080978,50.9,-165.1,0.0
1469,0.0068596,1228.5,70.65,0.0
147,0.089641,31.8,82.55,0.0
1470,0.013843,50.9,-165.1,0.0
1471,0.05837,-3962.0,70.65,0.0
1472,0.0053782,23.9,127.0,0.0
1473,0.024697,23.9,127.0,0.0
1474,0.039974,-3001.5,70.65,0.0
1475,0.019553,-23.9,127.0,0.0
1476,0.013193,35.1,-139.7,0.0
1477,0.0042193,35.1,137.02,-27.254
1478,0.016388,-2004.7,-70.65,0.0
1479,0.028022,1768.0,-70.65,0.0
148,0.27329,-2725.0,30.15,0.0
1480,0.016783,-1798.5,70.65,0.0
1481,0.023059,50.9,-165.1,0.0
1482,0.024546,6.4,165.1,0.0
1483,0.061472,3938.3,-70.65,0.0
1484,0.035067,28.65,-165.1,0.0
1485,0.030963,-2422.9,-70.65,0.0
1486,0.020669,-2092.2,70.65,0.0
1487,0.0022324,595.48,70.65,0.0
1488,0.034523,-2132.9,70.65,0.0
1489,0.02087,2246.0,70.65,0.0
149,0.28105,2533.0,30.15,0.0
1490,0.030276,-23.9,127.0,0.0
1491,0.011915,1093.0,-70.65,0.0
1492,0.029456,2614.5,-70.65,0.0
1493,0.014537,-1705.1,70.65,0.0
1494,0.018763,-1948.3,-70.65,0.0
1495,0.0015319,35.1,-138.28,19.881
1496,0.015247,50.9,-165.1,0.0
1497,0.037006,-6.4,-165.1,0.0
1498,0.019725,50.9,-165.1,0.0
1499,0.011562,50.9,-165.1,0.0
15,0.35177,-2612.0,30.15,0.0
150,0.24423,-31.8,82.55,0.0
1500,0.026331,50.9,-165.1,0.0
1501,0.026524,-1925.6,70.65,0.0
1502,0.020439,-23.9,127.0,0.0
1503,0.044925,-3248.9,70.65,0.0
1504,0.03275,2146.8,70.65,0.0
1505,0.019276,-23.9,127.0,0.0
1506,0.030425,-2672.0,-70.65,0.0
1507,0.020542,18.3,-139.7,0.0
1508,0.010507,-1605.9,-70.65,0.0
1509,0.051931,3252.9,-70.65,0.0
151,0.10104,-19.1,76.2,0.0
1510,0.0053908,827.26,-70.206,7.9103
1511,0.061428,-4025.7,-70.65,0.0
1512,0.019607,1964.3,-70.65,0.0
1513,0.037255,-6.4,-165.1,0.0
1514,0.053611,-3783.4,-70.65,0.0
1515,0.0066916,955.1,-70.206,7.9103
1516,0.026811,-23.9,127.0,0.0
1517,0.026458,23.9,127.0,0.0
1518,0.0094628,-23.9,127.0,0.0
1519,0.0056245,-1037.1,70.65,0.0
152,0.04891,-1197.6,30.15,0.0
1520,0.067114,3945.1,70.65,0.0
1521,0.0079176,35.1,-139.7,0.0
1522,0.042049,-3087.1,-70.65,0.0
1523,0.008603,35.1,139.03,-13.693
1524,0.01546,1.5,139.7,0.0
1525,0.026511,18.3,-139.7,0.0
1526,0.0034464,50.9,157.02,-51.019
1527,0.028776,28.65,165.1,0.0
1528,0.044661,6.4,165.1,0.0
1529,0.015038,50.9,-165.1,0.0
153,0.067111,-19.1,76.2,0.0
1530,0.045229,-2734.4,-70.65,0.0
1531,0.018024,23.9,127.0,0.0
1532,0.0056486,23.9,127.0,0.0
1533,0.051882,3376.1,70.65,0.0
1534,0.023168,1704.5,70.65,0.0
1535,0.031767,2254.0,70.65,0.0
1536,0.018229,1465.7,-70.65,0.0
1537,0.035563,1.5,139.7,0.0
1538,0.030034,1.5,139.7,0.0
1539,0.030975,2678.0,-70.65,0.0
154,0.10616,-19.1,76.2,0.0
1540,0.03596,2484.3,-70.65,0.0
1541,0.066563,-3870.8,-70.65,0.0
1542,0.045848,-2663.0,-70.65,0.0
1543,0.035264,3140.9,-70.65,0.0
1544,0.028336,50.9,-165.1,0.0
1545,0.066339,3959.2,-70.65,0.0
1546,0.017619,2034.6,70.65,0.0
1547,0.016463,-1714.3,70.65,0.0
1548,0.0036428,-1053.5,70.65,0.0
1549,0.019876,23.9,127.0,0.0
155,0.22496,-19.1,76.2,0.0
1550,0.04204,-3101.0,70.65,0.0
1551,0.05691,-3187.3,-70.65,0.0
1552,0.025908,1.5,139.7,0.0
1553,0.0082584,1028.4,-70.65,0.0
1554,0.070394,-3892.9,-70.65,0.0
1555,0.023823,-2512.2,-70.65,0.0
1556,0.055309,3912.5,-70.65,0.0
1557,0.038096,-6.4,-165.1,0.0
1558,0.053033,3203.3,-70.65,0.0
1559,0.055284,-3761.5,-70.65,0.0
156,0.40338,-22.4,82.55,0.0
1560,0.026505,2288.9,-70.65,0.0
1561,0.011519,23.9,127.0,0.0
1562,0.0075418,-1709.4,70.65,0.0
1563,0.0411,3847.8,70.65,0.0
1564,0.016692,-23.9,127.0,0.0
1565,0.0036033,23.9,127.0,0.0
1566,0.01621,2216.4,-70.65,0.0
1567,0.028526,2935.1,70.65,0.0
1568,0.01975,-35.1,-139.7,0.0
1569,0.013868,-1716.3,70.65,0.0
157,0.31708,3502.0,30.15,0.0
1570,0.010377,1.5,139.7,0.0
1571,0.026938,-6.4,-165.1,0.0
1572,0.021816,-2593.7,-70.65,0.0
1573,0.019031,2692.0,-70.65,0.0
1574,0.010511,-1820.4,-70.65,0.0
1575,0.035517,50.9,-165.1,0.0
1576,0.0067695,23.9,127.0,0.0
1577,0.0038112,816.94,70.65,0.0
1578,0.0031825,-1117.6,70.65,0.0
1579,0.01056,-23.9,127.0,0.0
158,0.10772,-1568.0,30.15,0.0
1580,0.01022,-1590.3,70.65,0.0
1581,0.0010033,530.38,-68.879,15.721
1582,0.025918,3060.4,70.65,0.0
1583,0.061411,-4789.0,-70.65,0.0
1584,0.033678,-3498.0,-70.65,0.0
