allowable_deformation,frequency,0,0
10873.700787401576,1.9836,2.2012622,9938.777
8298.897637795277,3.3463,2.7059562,8768.872
1609.763779527559,5.4275,5.4125047,1456.6592
126.7716535433071,35.5462,38.432755,233.97664
807.0866141732283,26.0371,24.964987,1130.199
238.18897637795277,30.8587,29.724869,225.07277
11248.346456692914,1.1958,1.3116786,11096.754
1304.0944881889766,5.3962,5.3635325,1202.0823
915.4330708661417,15.2281,15.8449955,935.39014
452.0472440944882,11.9701,11.728769,432.633
557.3228346456693,9.7206,9.915267,552.53314
960.3937007874016,5.1196,5.5797353,1121.6362
82.67716535433071,25.7967,24.905775,0.4189499
969.4488188976378,9.5722,10.647559,680.358
66.06299212598425,66.1002,62.55852,203.42888
2164.1732283464567,3.9846,3.4454181,2015.7004
392.2834645669292,11.7161,11.682416,387.79904
160.31496062992127,39.4598,34.353996,199.02785
226.8503937007874,33.5696,34.082092,198.60208
865.1181102362206,5.9242,5.594211,935.454
1222.9133858267717,2.9677,3.0503395,1056.8346
644.6456692913385,9.4031,9.717342,571.9961
115.11811023622047,47.5549,43.456142,265.31467
116.85039370078741,32.6376,32.232906,154.12482
563.7007874015748,11.3172,11.436001,453.07693
145.43307086614175,21.7157,21.018412,152.25322
146.3779527559055,34.5991,34.859985,201.59872
337.5590551181102,9.5935,9.474121,332.66272
1059.8425196850394,5.6497,5.6103387,1095.526
270.8661417322835,29.1349,26.863321,235.94016
13370.866141732284,2.2188,2.2269485,12395.603
2448.976377952756,2.14,2.129958,2436.912
6460.078740157481,6.6714,6.491593,5759.758
241.88976377952758,27.4289,27.583298,285.66565
599.9212598425197,8.2025,8.269883,603.23694
284.96062992125985,10.9979,10.338404,272.1915
2691.9685039370083,4.7898,5.2855153,1876.9574
9035.669291338583,2.553,2.3360794,8479.47
8118.897637795276,5.6877,5.4217696,8786.448
1659.2913385826773,8.4889,8.586933,1275.2665
675.748031496063,3.0022,2.342261,760.88574
220.39370078740157,23.1678,22.727177,229.86247
25915.118110236224,3.3998,3.5461872,23460.648
11799.685039370079,4.3072,4.979223,13373.604
143.0708661417323,75.2421,78.70114,418.88672
232.91338582677167,23.323,23.466051,383.7499
194.1732283464567,11.29,10.560788,177.142
520.9448818897638,8.2998,8.63143,486.77634
37461.96850393701,3.6779,3.532933,49443.516
14596.771653543306,1.2142,1.4774139,14091.863
72.44094488188976,129.178,127.31645,-112.700645
426.22047244094495,11.318,11.335766,418.2202
110.70866141732283,32.0897,32.172985,98.45457
5539.133858267716,3.7241,3.507182,5695.017
1439.9212598425197,2.3749,2.6492603,1266.9863
1339.3700787401576,34.863,33.3226,917.89856
260.0787401574803,9.4954,9.247021,207.13063
5470.314960629921,1.8559,1.9044425,5385.88
547.007874015748,18.7982,17.915594,476.06995
12877.00787401575,1.6759,1.6431682,12148.603
347.5590551181102,41.2136,38.84216,632.12756
1167.3228346456692,4.0031,4.11044,1129.4631
576.2992125984252,4.8735,5.6124244,559.5923
263.38582677165357,13.8969,13.717139,435.00592
1631.6535433070867,2.9237,2.666207,1702.7345
739.6850393700788,7.4527,8.044497,613.28534
105.43307086614173,43.6093,44.920048,125.82938
771.1811023622048,5.9267,6.314546,785.2441
52.44094488188977,54.0268,51.835583,237.17844
261.496062992126,54.4821,51.208076,289.4308
1242.44094488189,9.6424,10.517715,1227.3854
240.23622047244098,33.2208,33.419613,265.6861
1427.48031496063,6.7253,7.1062922,1293.4277
597.7165354330709,8.3896,8.903284,443.31204
914.6456692913385,10.8089,11.434712,827.8161
30426.220472440946,3.6192,2.7070644,29867.55
709.763779527559,6.2479,6.222777,750.63776
232.44094488188978,24.1819,23.685251,340.20453
243.85826771653544,14.9943,13.677445,280.14783
151.73228346456693,25.2728,25.566294,306.19937
1437.48031496063,3.3486,3.6030262,1563.6422
1409.8425196850394,4.5414,4.3346705,1298.5553
781.1811023622047,11.092,10.632425,674.4772
160.39370078740157,22.2503,21.451569,373.85364
69.52755905511812,69.3589,68.68084,143.3049
533.3070866141733,7.5646,7.672155,569.9411
762.2834645669291,5.2066,5.961285,889.46643
224.40944881889766,17.7958,18.049028,252.4144
382.91338582677173,10.7657,11.0179615,393.42798
2061.6535433070867,5.9444,6.314713,2064.138
2200.4724409448822,3.9987,3.3282592,2058.1824
1510.3149606299214,5.9367,6.409654,1595.9648
155.11811023622047,27.0976,26.640915,237.4818
414.40944881889766,22.9504,21.45705,409.99594
324.56692913385825,17.159,16.71343,267.12875
27243.070866141734,1.1204,0.87347287,27718.484
60.944881889763785,49.8084,44.851467,159.46088
42154.64566929134,1.4515,1.8330696,38304.297
90.62992125984252,22.636,27.199192,74.66858
469.4488188976378,12.1895,11.834815,557.5316
482.8346456692913,13.527,13.3825865,402.80807
1096.1417322834645,8.6581,8.701495,960.5659
149.60629921259843,16.6431,16.099133,159.35576
3052.4409448818897,3.2803,2.774924,3038.4082
99.84251968503938,25.1643,23.733091,166.39146
116.61417322834647,121.8101,112.71403,33.04152
131.5748031496063,19.4564,18.225964,210.09123
549.2125984251968,21.234,22.947332,616.6034
110.23622047244095,68.978,68.08726,100.85993
716.8503937007873,7.9515,9.241847,1004.9537
830.3149606299213,8.9604,9.279076,1616.1079
1009.8425196850394,15.5199,14.923228,859.02966
2275.11811023622,11.0438,8.635915,3624.1443
741.3385826771653,6.6152,6.374829,691.18915
106.85039370078741,36.7428,36.159107,118.79081
5317.007874015748,6.9213,7.0383887,9469.895
608.8976377952756,13.1652,13.365812,484.13638
391.2598425196851,13.7483,12.688329,422.83
69.52755905511812,53.7954,51.195213,127.18765
3043.385826771654,5.6001,5.2632337,2491.7554
273.7007874015748,11.0833,10.780509,315.9156
19922.047244094487,1.2607,1.2819717,20244.8
654.488188976378,12.0789,12.207895,616.9263
479.3700787401575,12.627,12.211489,372.62183
2332.677165354331,7.2293,6.6365066,2386.2017
571.1023622047244,17.2947,15.156496,581.39404
185.6692913385827,30.4468,30.654356,241.02542
1270.8661417322835,12.8857,11.88963,1476.7366
982.8346456692914,4.1388,4.409659,806.21234
1147.2440944881891,35.8143,36.048428,858.18005
296.85039370078744,19.6405,19.932875,342.5282
2519.9212598425197,2.3651,1.7981346,2180.7102
25379.212598425194,6.4201,5.4523196,19647.537
391.18110236220474,22.6398,24.445616,405.35596
920.8661417322835,17.1921,16.31973,1094.5228
1681.1023622047246,2.2421,2.4187686,1343.7867
2123.8582677165355,5.5242,6.116904,1687.0853
1270.1574803149606,4.2524,4.2057824,1258.2316
631.9685039370079,10.0591,10.466828,544.3054
1020.0787401574804,20.3296,17.311188,1517.7252
172.83464566929132,43.1107,44.196682,375.5222
677.4015748031496,8.9331,9.700031,543.4237
64.80314960629921,32.2392,33.863434,84.68802
11638.897637795275,2.3862,2.7380817,10972.081
17741.81102362205,1.8053,2.1077335,17307.838
4219.685039370079,2.5847,2.3449333,3212.2893
31971.574803149608,2.75,3.2910087,34482.53
1986.1417322834648,3.7191,4.3603997,1838.7178
338.81889763779526,10.691,10.200337,321.43384
13461.653543307086,3.1455,3.4289558,12654.856
84.25196850393702,22.7077,21.96885,153.53639
205.27559055118112,28.3435,28.2964,327.0635
1538.9763779527561,2.7872,2.3967254,1756.1028
86.22047244094489,148.588,146.74545,117.210266
7285.905511811025,1.9149,2.7141864,7224.86
12422.755905511813,9.0079,8.422256,14377.811
1999.291338582677,13.3832,13.102685,2031.5559
6066.614173228347,2.8781,2.5737503,6156.9966
638.9763779527559,14.2388,14.296288,685.6966
247.71653543307087,24.6981,24.451084,258.29218
167.79527559055117,43.5664,41.87634,184.41922
5589.212598425197,3.7238,3.8606231,4728.742
339.68503937007875,10.9529,10.353468,290.76877
1416.1417322834645,5.6921,5.735513,1551.5082
53.38582677165355,96.934,89.17102,238.86606
185.5905511811024,15.9169,15.568842,282.4688
192.2047244094488,26.5017,26.290178,296.5617
160.55118110236222,24.6744,23.960253,204.3839
1058.740157480315,7.2793,7.8294578,838.1573
1208.2677165354332,3.9366,3.8379924,1274.7744
853.228346456693,13.8951,13.986029,946.0599
1543.228346456693,7.8732,8.062788,1360.083
4511.811023622047,9.4295,9.556315,4051.2197
768.8188976377952,6.0225,5.970227,964.51654
250.23622047244095,15.2579,14.88993,305.69324
815.3543307086615,5.6546,5.844234,730.10565
6168.2677165354335,2.2499,2.3558052,6435.466
1000.8661417322835,3.6641,2.866639,981.1628
62.83464566929135,36.3168,33.60914,98.09172
884.5669291338583,6.6429,5.9642396,931.90314
913.228346456693,5.0749,4.784636,765.08417
574.4094488188977,13.8415,14.396263,491.70255
487.32283464566933,11.7054,11.308157,426.0184
75.59055118110236,56.918,53.344677,141.50267
231.3385826771654,28.719,27.115175,244.64532
4679.92125984252,2.6553,2.574208,4385.979
641.9685039370079,6.4962,7.2913957,980.3426
434.7244094488189,13.8553,13.497424,399.19193
100.07874015748031,27.7925,27.58461,61.358288
185.82677165354332,84.3047,84.935715,178.91328
1155.8267716535433,8.2645,6.9446826,670.3615
7536.141732283465,2.9094,2.5735252,6396.5776
229.52755905511813,21.7756,23.1508,285.585
356.53543307086613,30.3878,32.26764,347.44437
783.1496062992126,13.7679,13.351731,620.3208
148.3464566929134,27.5648,27.680439,86.14992
164.1732283464567,17.2518,17.74534,232.99893
258.4251968503937,15.784,15.183362,316.60583
163.6220472440945,18.7568,18.938398,200.13652
270.3937007874016,47.7463,46.113358,304.31094
6493.779527559056,9.6586,10.317787,6390.978
422.91338582677173,16.8644,16.985744,500.55594
1712.6771653543308,14.2505,14.248142,1346.0703
31944.0157480315,3.1457,2.7837741,17615.385
523.1496062992127,7.1753,7.6174903,415.232
1380.472440944882,26.1278,24.165754,1063.0492
538.0314960629921,10.706,11.160693,700.55963
54.094488188976385,45.3548,54.073444,10.930695
550.7874015748032,14.731,15.013248,574.4705
986.1417322834645,6.3611,6.3898187,992.3275
248.58267716535434,33.7804,33.009457,408.7228
418.9763779527559,20.0125,22.294527,391.28064
86.53543307086615,24.0083,23.617775,274.60062
156.06299212598427,24.1294,24.589382,159.35995
999.5275590551182,21.1608,22.313728,938.00336
302.8346456692914,14.6586,14.919017,297.4652
1790.708661417323,18.0529,17.299437,994.5723
132.36220472440945,16.9188,16.549084,33.632347
19216.53543307087,1.2328,1.2587612,19623.275
5727.55905511811,7.0623,7.2192674,7183.5957
1274.3307086614175,12.0821,12.113217,1208.7633
2880.708661417323,3.101,3.0754764,2454.0564
1617.48031496063,3.2023,3.3178527,1502.2935
874.0157480314961,42.8174,43.906338,517.6111
986.456692913386,5.8569,5.934051,918.8803
874.8031496062993,3.7389,3.8891113,836.19824
95.66929133858268,85.2014,85.86813,86.00574
98.03149606299213,38.4323,37.820965,137.93669
1412.2834645669293,5.3725,5.0096707,1416.3883
580.9448818897638,16.6874,16.608402,645.2051
77.79527559055119,21.2266,22.499413,212.05594
306.7716535433071,20.0025,20.051504,339.4757
840.1574803149607,9.6045,9.453547,746.0655
615.748031496063,4.4758,4.5823092,608.9761
217.32283464566927,15.9139,15.815915,176.94856
8200.944881889764,4.4947,4.0274644,6770.789
89.29133858267716,15.541,13.798493,-26.111519
308.74015748031496,35.3113,36.55846,348.58142
310.9448818897638,15.1192,14.364126,288.10886
950.0787401574804,5.7891,5.905131,1134.2461
2992.4409448818897,1.5149,1.2182014,2866.8586
1138.267716535433,6.231,7.0989957,1085.1572
12409.212598425198,7.1701,6.8096147,10764.384
118.74015748031496,77.3748,74.89083,218.91144
184.33070866141733,18.9718,19.136837,334.20285
139.5275590551181,37.1165,38.175907,149.43875
392.59842519685037,9.9009,9.809149,430.80362
647.244094488189,11.1241,11.016792,614.4388
971.0236220472442,3.2102,3.715926,971.2313
530.6299212598425,7.3745,7.4020886,535.09204
583.8582677165355,10.2727,10.342512,638.0684
14772.51968503937,3.8424,4.078093,13173.1455
77.32283464566929,91.4713,94.46167,93.71293
510.7874015748032,10.0648,10.522972,710.1306
6069.370078740158,5.0279,4.52191,4228.138
3219.685039370079,4.6457,4.83674,3066.097
6336.062992125985,2.0677,1.7622497,5393.1763
72.75590551181104,67.8722,62.963028,102.42816
15531.338582677165,1.0256,0.7107188,15436.183
309.0551181102362,9.82,10.278167,327.5444
4309.055118110236,5.336,5.856317,3739.227
2396.8503937007877,8.089,6.924107,2715.4949
10716.062992125984,2.907,2.9140613,10491.69
2226.2992125984256,4.5329,4.78297,2206.2366
287.244094488189,9.5547,9.518747,353.34543
228.8188976377953,11.3888,11.496197,190.40334
151.6535433070866,108.6885,110.73634,65.502495
398.74015748031496,16.9892,17.48279,342.06607
189.76377952755908,23.2663,23.402342,242.8766
57.637795275590555,54.5732,53.158768,28.83424
96.61417322834647,42.412,40.139763,57.1441
2883.149606299213,3.6363,3.6399696,2943.4856
64.80314960629921,25.7986,25.583101,-31.750061
805.8267716535433,10.8628,10.769191,710.9424
456.5354330708662,19.7755,20.358536,419.81128
89.52755905511812,53.3773,54.043465,7.040303
268.18897637795277,34.6293,29.654116,458.16324
869.6062992125985,6.5599,7.0446877,781.81915
8048.031496062992,4.4495,3.88358,9616.753
176.8503937007874,11.4323,12.200102,161.46495
27.16535433070866,82.8227,87.731674,-40.176937
945.511811023622,30.6233,30.304806,699.0826
142.5984251968504,13.1611,13.274694,168.65085
28560.787401574802,1.0373,0.59603757,28529.426
33.30708661417323,47.814,50.303806,-78.489716
479.29133858267716,9.0335,9.170624,439.4858
5752.8346456692925,3.9198,4.4251018,6056.5337
1034.6456692913387,3.0302,3.2829082,972.7485
5689.92125984252,6.549,6.3600984,6988.8535
720.6299212598425,14.8361,15.176357,1545.7089
358.503937007874,7.8094,8.590535,316.18155
1115.748031496063,16.6001,16.064672,1394.056
151.49606299212599,17.3017,17.032028,231.45924
7740.078740157481,3.92,4.187863,7265.507
64.01574803149606,64.3473,64.5968,147.32715
393.77952755905517,17.185,17.309233,384.00552
775.1181102362204,9.4826,9.949351,767.847
45.826771653543304,45.7434,47.911682,107.02472
37.16535433070866,138.8782,139.96883,-114.37791
894.8818897637796,9.7699,10.347932,864.4243
7498.425196850394,5.5565,5.7622323,8015.8193
410.55118110236225,21.7986,22.559055,523.61926
213.93700787401576,10.282,8.876697,237.86403
224.48818897637796,34.1397,28.741814,194.33623
8306.850393700788,4.6494,5.3551927,7800.5093
993.0708661417324,5.3969,5.155564,1050.3724
258.18897637795277,14.2399,13.471554,389.71527
80.78740157480316,46.2341,47.84785,105.75205
13264.88188976378,1.6568,1.3981388,12274.467
1165.3543307086616,7.8943,8.76761,970.2392
252.36220472440945,70.3973,73.7213,127.24562
10748.582677165356,2.0401,2.4367073,9940.533
429.29133858267716,20.2941,20.446478,488.3246
2245.1181102362207,5.9833,6.4159045,1934.0988
529.3700787401575,8.3028,9.249802,567.0449
1767.3228346456694,4.5523,5.050571,1432.0458
1181.1811023622047,24.1862,22.8837,937.4439
74.25196850393701,24.4664,26.719269,5.311374
216.2204724409449,25.6588,24.32721,197.19905
249.29133858267716,10.586,11.103833,291.0508
805.1181102362204,4.0354,4.5357823,811.259
210.07874015748033,14.9512,14.0919,367.41324
4085.3543307086616,6.0303,6.6062846,3423.8945
3258.6614173228345,1.774,1.1382225,3562.4185
306.8503937007874,19.4686,19.927717,282.15085
1348.8188976377953,5.0192,4.659262,1093.4757
710.8661417322835,7.7861,8.008694,657.6563
187.79527559055117,16.6169,15.404813,145.51892
1172.204724409449,4.4893,4.121346,1006.4564
614.2519685039371,8.6231,9.019176,599.31396
313.85826771653547,48.8301,47.81051,450.66345
675.3543307086615,66.1158,62.091793,398.3859
1796.3779527559057,3.2204,3.658284,1518.9402
1365.3543307086616,4.7096,4.5093465,1255.8782
8648.346456692914,2.242,2.075608,8052.333
3735.9842519685044,7.1549,6.7593007,2271.651
13239.055118110236,2.4259,1.9381664,22111.646
845.1968503937009,5.462,5.597152,647.7672
14780.787401574804,4.6097,4.617808,14308.452
394.1732283464567,16.2412,16.65014,408.987
565.9055118110236,6.5662,6.6569095,495.37863
682.2834645669291,6.0387,6.4900794,530.1601
1128.1102362204724,8.5005,9.73363,1035.0732
305.8267716535433,12.3414,11.673505,280.36066
209.68503937007873,9.0532,8.644043,280.51895
216.45669291338584,11.5812,10.963427,320.4429
83.54330708661418,46.7885,44.826805,145.84482
275.03937007874015,9.1067,9.28521,336.8449
638.740157480315,9.8141,10.0237875,653.17194
1610.472440944882,4.5349,4.5440326,1327.5311
3387.165354330709,5.2615,5.31237,3240.7214
24101.023622047247,0.9883,0.32389137,24599.01
8375.03937007874,2.9099,2.893317,7747.6553
383.6220472440945,17.5179,17.15077,597.97174
346.6141732283465,18.9613,17.930035,272.33057
361.49606299212604,14.0788,13.677211,380.42078
104.48818897637796,16.5396,16.558208,198.35742
175.59055118110237,59.6418,58.217056,21.415104
233.46456692913387,28.8052,27.881598,698.8417
246.92913385826773,17.4821,18.069443,291.9994
12792.283464566928,1.5607,1.9336517,13188.714
27212.75590551181,1.0086,0.97526807,26722.621
13298.267716535434,7.2543,7.7527776,14374.3955
382.5196850393701,36.5689,34.84915,297.2213
216.45669291338584,21.251,20.67986,219.52405
93.07086614173228,72.2201,66.42326,235.28204
536.9291338582677,15.0395,15.676419,533.99054
135.2755905511811,21.3117,20.03429,244.39691
1079.9212598425197,8.1279,8.746751,1107.8705
588.9763779527559,18.1971,16.902262,615.2837
635.6692913385828,8.3475,8.337373,796.44714
1423.2283464566929,4.3822,4.4463344,1463.3445
163.85826771653544,15.2174,14.322223,292.7919
610.7874015748032,9.2772,9.630566,503.99744
812.5196850393702,21.4619,21.595413,873.5731
11005.03937007874,1.7797,2.4103248,10543.023
454.96062992125985,5.6157,6.1093307,503.0771
1824.5669291338584,2.9701,2.797675,1926.7925
235.74803149606302,23.9864,22.27485,255.23756
949.8425196850394,7.3723,7.756582,906.90845
2066.850393700787,3.4573,3.818179,1722.8257
735.0393700787403,3.5829,3.0564582,832.1011
279.3700787401575,9.2738,9.658839,406.13333
96.69291338582677,65.6516,66.0963,166.247
614.3307086614174,7.9362,8.31647,656.6083
1590.9448818897638,8.3001,8.57898,1987.4778
191.10236220472441,27.0271,27.528097,240.92525
1699.0551181102362,2.2884,2.421868,1645.1381
365.90551181102364,33.7833,31.816206,381.20877
2971.968503937008,1.5416,1.253886,2917.5889
702.9921259842521,5.6952,6.3395753,557.90466
656.2204724409448,18.9165,18.654776,511.66153
920.9448818897638,4.414,4.820534,835.5023
34952.20472440945,2.9249,3.0023677,30217.89
431.4173228346457,5.8996,5.9328837,445.0692
2551.6535433070867,23.9189,22.69416,1249.1765
392.04724409448824,11.8109,11.495912,419.20047
4917.716535433071,4.0408,4.268331,5419.4634
1077.4803149606298,4.4081,4.7900968,1163.3844
428.740157480315,9.298,9.366975,428.3978
129.21259842519686,17.7914,18.205704,145.86705
742.5984251968504,6.8658,8.043629,735.85876
1169.9212598425197,6.4331,6.675838,707.6267
282.20472440944883,19.4368,19.128616,270.7377
60.787401574803155,79.3994,80.370056,225.67502
10048.818897637797,2.5073,2.4702404,9881.526
10040.866141732284,1.8086,2.3267086,10436.183
80.78740157480316,20.9641,18.91704,96.1243
399.5275590551181,5.7431,5.8674045,353.0868
1068.2677165354332,4.411,4.7854514,1276.0083
31990.708661417324,1.4715,1.7055194,34165.832
210.23622047244095,49.1023,45.755005,56.804684
606.8503937007874,5.678,5.930902,548.004
363.228346456693,8.0904,7.915994,490.2109
557.3228346456693,4.6367,4.46121,481.31635
18047.637795275594,4.0009,4.1706557,22436.57
171.81102362204726,23.7135,23.976048,168.55653
325.8267716535433,12.1596,12.334629,307.2717
6390.708661417323,5.7479,6.169991,6491.576
1012.5196850393701,3.6607,3.8658664,1067.7426
880.0,5.202,5.873238,948.04114
2844.0944881889764,2.0269,2.2535598,2838.1436
1183.7795275590552,9.1057,9.601903,1035.358
44.96062992125984,65.443,65.57524,133.73991
326.0629921259843,12.5267,12.636874,335.80997
16918.818897637797,1.301,1.3441036,17460.84
1724.5669291338584,6.3904,6.35438,1341.154
5901.574803149607,3.2293,3.3091896,4814.6035
489.8425196850394,6.5466,7.077212,526.30096
2354.96062992126,3.113,3.2318313,1902.5543
2247.4015748031497,2.2315,1.6503437,2160.8918
6242.598425196851,3.9342,3.9349983,5757.271
3322.5984251968507,1.6644,1.0955074,2898.7834
42.51968503937008,162.409,156.82002,-4.110027
391.33858267716533,24.7319,24.383623,375.33835
144.80314960629923,30.2085,30.12999,177.18585
337.5590551181102,28.1277,27.710081,345.7016
926.7716535433071,23.031,24.14076,775.77856
421.8897637795275,11.0929,10.5924,370.2187
25632.20472440945,2.106,2.5739086,24851.252
527.9527559055118,32.7206,32.161785,930.6661
3257.4015748031497,16.6254,17.377823,1966.4274
1607.0866141732283,4.1686,3.6460445,1791.188
687.3228346456692,5.3468,5.6340013,659.14716
139.84251968503938,20.2246,18.180351,252.9938
3399.8425196850394,6.0591,6.7192006,2964.9546
8942.20472440945,2.687,2.6258247,7960.2915
465.1181102362205,11.7841,11.057935,539.5531
10825.27559055118,4.1694,4.244268,9089.469
325.8267716535433,15.2461,14.714879,344.6179
832.7559055118111,14.0089,13.479962,802.4793
1714.8818897637796,7.5503,7.6212077,2024.6404
29.291338582677167,70.8912,72.41366,193.52342
896.3779527559055,35.4344,34.978733,711.97156
648.5039370078741,6.7516,6.97656,701.18097
186.61417322834646,22.0695,20.700155,322.23746
1470.0787401574805,5.6482,6.3023486,1614.1201
812.2834645669292,10.3927,10.641363,748.1789
177.48031496062993,13.2528,13.620892,311.57343
507.00787401574803,13.1463,13.283653,501.15744
79.92125984251967,131.5121,131.09114,234.93512
103.93700787401576,17.4144,17.855701,232.34473
960.8661417322835,5.9922,6.5560393,1057.283
743.3070866141733,18.4307,17.1726,800.03564
111.49606299212599,67.9294,63.0311,154.37503
10443.622047244095,4.2178,3.6454227,10723.713
11295.590551181103,1.9626,2.1454628,12208.423
1284.3307086614175,9.7112,9.316998,1071.998
334.251968503937,21.3767,21.769558,466.75757
1125.3543307086613,7.4189,8.324272,1311.4506
74.25196850393701,88.7525,82.848885,89.345856
252.992125984252,52.1651,52.287018,383.7774
514.0944881889764,6.6118,6.1317554,518.94336
303.54330708661416,10.0787,9.879374,283.66187
30896.692913385825,1.1574,1.0746868,29251.016
2133.3070866141734,6.1667,6.2050242,2115.798
797.7952755905512,6.9797,7.411901,764.9329
60612.677165354326,2.1037,1.841214,50756.25
1142.8346456692914,5.6323,4.8798823,616.0237
115.90551181102363,48.3216,48.374992,331.08636
693.9370078740159,14.1796,14.109071,648.35187
7746.456692913386,3.2386,3.013459,8908.595
103.77952755905513,25.7841,27.105581,30.172989
436.85039370078744,4.7629,4.122247,538.8438
59.52755905511811,28.5042,32.661808,289.90732
428.5039370078741,25.2687,22.092993,490.0179
578.2677165354331,5.9042,5.857018,533.04663
595.8267716535433,20.6704,20.42969,518.30975
293.2283464566929,36.9689,35.286835,214.06737
53216.53543307087,2.7591,2.8466156,46506.027
589.0551181102362,6.8974,7.2047763,568.9745
151.25984251968504,31.6074,29.089329,427.39502
2094.566929133858,10.1004,9.972944,4238.642
2499.9212598425197,14.0699,13.075139,1469.0637
679.2913385826772,12.4731,11.582411,608.64044
336.77165354330714,12.0454,11.434668,361.67752
145.90551181102362,27.9125,28.405739,140.77638
106.14173228346458,17.2816,18.075296,132.94034
571.5748031496064,19.7315,18.88808,659.20514
11628.976377952755,6.6251,5.9941363,13303.792
9710.629921259842,3.2684,3.6651523,10121.626
392.3622047244094,22.0138,21.538086,322.59372
74.09448818897637,27.6393,27.952393,249.78465
4361.417322834646,5.0939,5.4695535,4036.1624
219.29133858267718,33.9405,31.953922,226.99423
20599.44881889764,2.8275,2.7102478,19729.209
594.488188976378,6.7585,5.5603137,604.9854
2296.929133858268,7.2578,6.3313117,2115.0066
82.1259842519685,125.31,119.044304,49.121822
9087.63779527559,2.7817,2.834792,8086.994
2185.3543307086616,7.9618,9.32457,1916.3062
512.6771653543308,14.4121,14.556813,456.58527
334.72440944881896,26.5696,26.175152,328.44177
250.0,11.8248,12.129083,294.28174
168.9763779527559,20.2715,20.780527,262.82596
1995.4330708661416,4.4902,4.770061,1949.1725
556.5354330708661,14.0503,14.0156145,483.12204
134.80314960629923,12.318,11.063703,-110.52446
96.53543307086615,78.1215,77.86635,81.1836
525.1181102362204,5.0804,5.3688207,469.6716
2136.7716535433074,2.0813,2.2916248,2027.1804
1155.984251968504,7.2565,7.059796,768.61865
305.2755905511811,23.3936,23.821646,299.8698
876.0629921259842,3.8348,3.461457,791.8401
1303.2283464566929,9.6567,9.001451,1202.728
40919.68503937007,1.5478,1.4411399,46192.035
718.0314960629921,7.5421,7.6561685,719.3556
51.496062992125985,80.9818,77.4563,60.235806
876.5354330708661,10.5624,10.707241,1137.6107
363.228346456693,7.0424,7.4900804,422.46503
1004.6456692913387,7.9616,7.189197,900.56854
532.3622047244095,46.096,47.301083,604.91437
564.8818897637796,9.5976,9.524606,407.28284
