File Name,Max Deformation Y,X,Y,Z
1227,0.0083636,-44.5,0.0,-136.55
1228,1.3859,101.6,0.0,-57.15
1229,1.8857,101.6,0.0,-57.15
123,4.987,-949.23,6.4008,28.044
1230,0.0344,2033.4,0.0,-57.15
1231,0.091244,-1281.7,0.0,57.15
1232,0.39592,76.2,0.0,-57.15
1233,0.45814,942.42,0.0,-57.15
1234,0.22176,-470.55,0.0,-57.15
1235,0.322,76.2,0.0,-57.15
1236,0.15357,2009.6,0.0,57.15
1237,0.30122,850.42,12.717,55.717
1238,1.8388,338.87,0.0,57.15
1239,0.87977,-860.36,0.0,57.15
124,1.8157,729.58,6.4008,28.044
1240,0.18011,599.76,0.0,57.15
1241,0.15694,-277.36,0.0,-57.15
1242,0.049279,2661.4,0.0,-57.15
1243,0.31132,2100.2,0.0,-57.15
1244,2.9329,101.6,0.0,-57.15
1245,0.24004,-775.17,0.0,-57.15
1246,0.80201,-954.72,0.0,-57.15
1247,0.11115,1664.5,0.0,-57.15
1248,0.042009,23.9,0.0,-114.3
1249,0.035535,-426.53,0.0,-57.15
125,6.786,1162.7,0.0,30.15
1250,0.080557,1730.7,0.0,-57.15
1251,0.05182,2568.7,0.0,57.15
1252,0.72122,772.74,0.0,57.15
1253,0.08692,2228.5,0.0,-57.15
1254,1.8965,557.8,11.712,51.315
1255,0.9865,-384.35,0.0,57.15
1256,0.035991,2416.0,0.0,-57.15
1257,0.020275,-991.41,0.0,-57.15
1258,0.30611,422.67,0.0,-57.15
1259,0.21607,-44.5,0.0,-136.55
126,21.719,1085.0,25.343,5.7844
1260,0.57359,562.06,0.0,-57.15
1261,0.057239,1874.1,0.0,-57.15
1262,0.027361,76.2,0.0,-57.15
1263,0.13744,1901.4,12.717,55.717
1264,0.074762,-701.53,0.0,-57.15
1265,0.53729,1788.8,12.717,-55.717
1266,0.012398,762.15,0.0,57.15
1267,0.26625,1557.4,0.0,57.15
1268,0.097297,-1091.6,0.0,57.15
1269,0.07252,330.44,0.0,57.15
127,16.108,1094.6,0.0,30.15
1270,0.18216,933.75,0.0,57.15
1271,0.078062,-803.87,0.0,-57.15
1272,0.95685,-186.88,0.0,57.15
1273,0.013238,44.5,0.0,-136.55
1274,2.4231,405.91,0.0,-57.15
1275,0.35721,652.89,0.0,-57.15
1276,1.0779,-352.99,11.288,49.458
1277,0.061605,-555.74,0.0,-57.15
1278,2.3924,448.2,11.288,49.458
1279,0.82978,-856.55,0.0,57.15
128,0.1038,1657.8,5.7844,25.343
1280,0.32787,-357.39,0.0,57.15
1281,0.087363,-359.41,0.0,57.15
1282,0.096984,-360.54,0.0,57.15
1283,0.095933,690.96,0.0,57.15
1284,0.10913,-1845.0,11.288,49.458
1285,0.65145,1478.5,0.0,57.15
1286,1.9958,939.22,11.765,51.544
1287,0.57249,-802.37,0.0,57.15
1288,0.54575,-172.19,37.989,30.295
1289,0.22334,-101.6,0.0,-57.15
129,2.0397,595.99,12.481,25.916
1290,2.015,869.29,11.288,49.458
1291,0.35472,1826.5,0.0,-57.15
1292,0.087986,1162.4,0.0,-57.15
1293,1.5712,688.35,11.288,49.458
1294,0.060696,76.2,0.0,-57.15
1295,0.90283,-605.58,0.0,57.15
1296,1.0082,616.17,12.717,55.717
1297,0.082696,532.88,0.0,57.15
1298,0.071221,402.38,0.0,57.15
1299,0.29863,-484.41,0.0,57.15
13,8.2353,1238.7,6.4915,28.441
130,2.0495,592.39,6.4008,28.044
1300,0.35614,1856.3,0.0,57.15
1301,0.43549,-595.89,0.0,57.15
1302,0.76442,316.4,0.0,57.15
1303,0.43158,624.57,12.717,55.717
1304,1.3354,1010.5,12.717,55.717
1305,0.053158,1155.7,0.0,-57.15
1306,0.56796,1827.8,0.0,-57.15
1307,0.013159,-275.85,0.0,57.15
1308,0.19921,1504.0,12.717,-55.717
1309,0.86515,1288.2,0.0,57.15
131,3.1675,1281.3,6.709,29.394
1310,1.0659,-414.13,11.288,49.458
1311,1.9171,367.48,0.0,57.15
1312,0.14729,1788.6,11.765,51.544
1313,1.1638,-310.1,11.765,51.544
1314,0.24455,721.44,0.0,57.15
1315,0.26146,-402.23,0.0,57.15
1316,0.41963,423.51,0.0,57.15
1317,0.1422,1502.3,0.0,-57.15
1318,0.85517,1416.2,0.0,57.15
1319,0.11752,-337.96,0.0,-57.15
132,2.8764,1442.3,0.0,30.15
1320,0.21931,-101.6,0.0,-57.15
1321,0.51833,928.32,0.0,-57.15
1322,0.034698,1712.9,0.0,-57.15
1323,0.12085,2011.4,12.717,-55.717
1324,0.14596,452.86,0.0,-57.15
1325,0.57552,-38.1,0.0,-57.15
1326,0.084016,-94.46,0.0,57.15
1327,1.298,769.53,12.241,53.631
1328,0.21885,2043.5,0.0,57.15
1329,0.37025,-308.21,0.0,57.15
133,1.3301,1716.2,6.4008,28.044
1330,1.0092,-533.65,22.011,45.706
1331,0.84974,-748.46,0.0,57.15
1332,0.7171,101.6,0.0,57.15
1333,0.040222,-644.82,0.0,-57.15
1334,0.60314,-1027.9,0.0,57.15
1335,0.30291,1341.6,0.0,-57.15
1336,0.04431,2653.3,0.0,-57.15
1337,1.1331,629.01,22.011,45.706
1338,1.2853,271.88,11.288,49.458
1339,0.30011,1248.8,0.0,-57.15
134,1.4457,509.53,12.481,25.916
1340,0.33768,-175.01,0.0,57.15
1341,0.096221,778.61,0.0,57.15
1342,0.00083174,85.9,48.284,5.4404
1343,0.14733,-205.96,0.0,57.15
1344,0.54574,-85.9,47.372,10.812
1345,0.63933,927.31,0.0,57.15
1346,0.058287,576.31,0.0,-57.15
1347,0.066157,1008.1,0.0,-57.15
1348,0.42737,-799.48,0.0,57.15
1349,0.58191,-644.77,0.0,57.15
135,21.445,937.95,16.208,20.324
1350,0.31969,305.15,0.0,57.15
1351,0.7563,1393.8,0.0,57.15
1352,0.14574,-1527.3,12.717,55.717
1353,0.024091,361.34,0.0,-57.15
1354,0.62268,1161.2,0.0,-57.15
1355,0.10377,-1379.4,12.241,53.631
1356,1.2566,-257.84,22.939,47.634
1357,1.904,558.85,11.288,49.458
1358,0.086331,-352.14,0.0,-57.15
1359,0.033369,-590.88,0.0,57.15
136,15.271,642.34,25.343,5.7844
1360,0.20513,1358.7,0.0,57.15
1361,0.0061016,44.5,0.0,-136.55
1362,0.11657,1930.9,12.717,-55.717
1363,0.084638,2545.1,0.0,-57.15
1364,0.098026,1837.7,0.0,-57.15
1365,0.49798,101.6,0.0,-57.15
1366,0.59933,1227.4,0.0,-57.15
1367,0.1582,1340.2,0.0,-57.15
1368,0.048859,76.2,0.0,-57.15
1369,0.2183,829.68,0.0,57.15
137,1.2937,90.26,0.0,30.15
1370,0.12864,514.01,0.0,-57.15
1371,0.24478,-287.41,0.0,57.15
1372,0.31893,2047.6,0.0,57.15
1373,0.64361,-629.65,0.0,57.15
1374,0.26972,208.88,0.0,57.15
1375,1.1951,-200.93,23.868,49.562
1376,0.0038836,44.5,0.0,-136.55
1377,0.087842,-887.73,0.0,-57.15
1378,0.43453,888.9,0.0,57.15
1379,0.36244,101.6,0.0,-57.15
138,5.6412,713.43,0.0,30.15
1380,0.95252,-25.45,0.0,-136.55
1381,0.76546,182.62,0.0,57.15
1382,0.19982,2127.1,0.0,57.15
1383,1.0388,406.04,11.765,51.544
1384,0.65297,-688.28,0.0,57.15
1385,0.65469,-632.26,0.0,57.15
1386,0.38368,-778.2,0.0,57.15
1387,0.041354,103.02,0.0,57.15
1388,0.60412,1277.3,12.717,55.717
1389,0.32143,945.77,12.717,55.717
139,0.56059,2214.3,0.0,30.15
1390,0.23816,336.42,0.0,57.15
1391,0.089719,318.08,0.0,-57.15
1392,0.56406,-265.19,0.0,57.15
1393,0.10147,1676.3,12.717,55.717
1394,0.18387,-204.09,12.717,55.717
1395,0.015887,1118.4,0.0,-57.15
1396,0.1008,2165.6,12.717,55.717
1397,0.60127,931.78,0.0,57.15
1398,0.020414,-76.2,0.0,-57.15
1399,0.245,508.11,12.717,55.717
14,32.289,428.77,6.0565,26.535
140,0.5631,-1131.6,6.709,29.394
1400,0.31926,1620.3,12.717,55.717
1401,0.083566,813.59,0.0,57.15
1402,0.073388,-496.84,0.0,57.15
1403,0.071943,1155.9,0.0,57.15
1404,0.87103,-131.31,0.0,57.15
1405,0.25444,2034.3,12.717,55.717
1406,1.66,566.75,0.0,57.15
1407,0.27372,101.6,-57.15,0.0
1408,0.63894,595.6,0.0,57.15
1409,0.030575,2543.1,0.0,-57.15
141,1.1329,-821.64,12.481,25.916
1410,1.3586,406.31,19.225,39.922
1411,0.0070984,1878.4,0.0,-57.15
1412,0.10788,-1583.2,11.765,51.544
1413,0.22896,1462.8,12.717,55.717
1414,0.8576,-202.88,0.0,57.15
1415,0.58351,-345.44,0.0,57.15
1416,0.22897,-695.47,12.717,55.717
1417,0.68137,85.9,0.0,57.15
1418,0.52131,-246.16,0.0,57.15
1419,0.23288,-254.87,0.0,57.15
142,1.1844,2512.7,5.7844,25.343
1420,0.44424,390.89,0.0,57.15
1421,1.3211,941.7,21.082,43.778
1422,0.32501,-285.4,0.0,57.15
1423,0.035189,-149.74,0.0,57.15
1424,0.24684,1975.4,0.0,57.15
1425,1.12,-101.6,-21.87,52.8
1426,0.19639,76.2,28.575,-49.493
1427,0.0030089,76.2,0.0,-57.15
1428,0.02869,714.95,0.0,-57.15
1429,0.31583,962.74,0.0,57.15
143,1.5412,1789.6,17.071,21.407
1430,0.26719,459.6,0.0,57.15
1431,1.28,509.7,11.765,51.544
1432,0.14277,2185.5,12.717,55.717
1433,0.65642,1052.7,0.0,57.15
1434,0.018125,523.11,0.0,57.15
1435,0.40301,1793.2,0.0,57.15
1436,0.13502,668.34,12.717,55.717
1437,0.00038983,44.5,0.0,-136.55
1438,0.54999,1354.2,0.0,57.15
1439,0.0044629,-44.5,0.0,-136.55
144,16.227,382.74,16.208,20.324
1440,0.54974,-592.99,0.0,57.15
1441,0.3989,-184.41,0.0,70.65
1442,0.1431,995.72,0.0,70.65
1443,0.81081,1152.5,0.0,70.65
1444,0.097576,-1737.0,0.0,70.65
1445,1.4339,441.58,14.628,64.089
1446,0.045443,1985.8,0.0,-70.65
1447,1.0252,-105.15,68.879,15.721
1448,0.43741,98.6,0.0,-70.65
1449,1.0199,98.6,70.65,0.0
145,9.2175,1200.7,6.709,29.394
1450,0.44411,907.02,0.0,-70.65
1451,0.047269,1144.0,0.0,-70.65
1452,1.1837,114.3,0.0,-70.65
1453,0.062978,-458.92,0.0,-70.65
1454,0.26472,114.3,0.0,-70.65
1455,0.27913,-937.29,15.721,-68.879
1456,0.11102,1735.0,0.0,70.65
1457,0.06169,770.46,0.0,70.65
1458,0.93513,-327.81,0.0,70.65
1459,0.029334,1687.0,0.0,70.65
146,0.35505,310.2,0.0,30.15
1460,0.41881,-190.97,0.0,70.65
1461,0.64217,610.08,0.0,-70.65
1462,0.0014223,-101.22,63.999,3.5941
1463,0.058506,35.1,0.0,-139.7
1464,0.01213,-762.86,0.0,-70.65
1465,0.0079318,1586.0,0.0,-70.65
1466,0.53838,608.85,0.0,-70.65
1467,0.73976,794.76,0.0,-70.65
1468,0.016112,50.9,0.0,-165.1
1469,0.02685,114.3,58.743,39.251
147,0.77936,-431.06,0.0,30.15
1470,0.079218,643.1,0.0,-70.65
1471,0.97311,689.82,0.0,70.65
1472,0.020109,-381.05,0.0,70.65
1473,0.25425,-899.69,0.0,70.65
1474,0.52546,797.27,0.0,70.65
1475,0.06717,2096.7,0.0,70.65
1476,0.047005,999.64,0.0,-70.65
1477,0.014133,-35.1,0.0,-139.7
1478,0.14137,98.6,0.0,-70.65
1479,0.3601,-508.21,0.0,-70.65
148,7.6553,867.81,0.0,30.15
1480,0.1339,531.07,15.721,-68.879
1481,0.081654,1228.2,0.0,-70.65
1482,0.12337,-1191.7,0.0,-70.65
1483,1.0766,334.41,28.522,59.227
1484,0.1177,1938.4,0.0,-70.65
1485,0.32745,706.43,0.0,-70.65
1486,0.19245,641.96,0.0,70.65
1487,0.0029796,-121.36,0.0,70.65
1488,0.3578,1479.4,15.721,68.879
1489,0.21879,185.68,0.0,70.65
149,9.5036,-223.43,0.0,30.15
1490,0.17378,2070.3,15.721,68.879
1491,0.090124,-346.41,0.0,-70.65
1492,0.36265,98.6,0.0,-70.65
1493,0.10841,438.58,0.0,-70.65
1494,0.15925,483.88,0.0,-70.65
1495,0.0086445,35.1,0.0,-139.7
1496,0.021531,1244.3,0.0,-70.65
1497,0.27483,1246.5,0.0,-70.65
1498,0.031979,2121.4,0.0,-70.65
1499,0.018801,770.01,0.0,-70.65
15,9.7253,1092.2,0.0,30.15
150,4.435,1162.0,0.0,30.15
1500,0.050318,2322.7,0.0,-70.65
1501,0.25447,1476.5,0.0,70.65
1502,0.13088,1580.3,15.721,68.879
1503,0.63024,904.83,0.0,70.65
1504,0.49203,-606.83,0.0,70.65
1505,0.070631,2062.7,0.0,70.65
1506,0.35144,670.46,0.0,-70.65
1507,0.049269,2334.1,0.0,-70.65
1508,0.074353,337.37,0.0,-70.65
1509,0.86788,98.6,0.0,-70.65
151,0.71516,1040.7,0.0,30.15
1510,0.03173,-35.1,0.0,-139.7
1511,1.042,666.79,15.357,67.282
1512,0.20687,50.9,0.0,-165.1
1513,0.12062,2251.5,0.0,-70.65
1514,0.85458,627.97,0.0,-70.65
1515,0.043284,-50.9,0.0,-165.1
1516,0.16433,1815.0,0.0,70.65
1517,0.28397,-832.59,15.721,68.879
1518,0.015956,2044.2,0.0,-70.65
1519,0.025157,396.16,0.0,70.65
152,0.61019,359.85,0.0,30.15
1520,1.252,310.81,14.628,64.089
1521,0.015713,778.64,0.0,-70.65
1522,0.55828,678.24,0.0,-70.65
1523,0.024009,-927.09,0.0,-70.65
1524,0.083782,-918.66,0.0,-70.65
1525,0.11273,1746.1,15.357,-67.282
1526,0.0065272,-50.9,0.0,-165.1
1527,0.14895,-1185.0,0.0,-70.65
1528,0.66398,-503.87,0.0,70.65
1529,0.027148,-958.64,0.0,-70.65
153,0.6232,695.81,0.0,30.15
1530,0.54657,1091.9,0.0,-70.65
1531,0.14927,-800.88,15.721,68.879
1532,0.027981,-1093.1,0.0,70.65
1533,0.85946,170.93,0.0,70.65
1534,0.28576,-514.72,0.0,70.65
1535,0.43548,-284.27,0.0,70.65
1536,0.18422,-389.86,0.0,-70.65
1537,0.40192,-869.31,0.0,-70.65
1538,0.31693,-782.53,0.0,-70.65
1539,0.39157,98.6,0.0,-70.65
154,0.34864,1773.5,0.0,30.15
1540,0.50024,-35.1,0.0,-139.7
1541,1.1061,850.03,14.628,64.089
1542,0.54779,1180.6,0.0,-70.65
1543,0.46405,374.28,0.0,70.65
1544,0.15188,-1408.4,0.0,70.65
1545,1.214,114.3,0.0,-70.65
1546,0.16972,152.91,0.0,70.65
1547,0.12989,687.32,0.0,70.65
1548,0.011024,150.37,0.0,70.65
1549,0.16102,-1377.5,14.992,65.686
155,3.309,1369.6,6.0926,26.694
1550,0.56835,787.08,0.0,70.65
1551,0.80086,1164.0,0.0,-70.65
1552,0.22759,-816.78,0.0,-70.65
1553,0.052824,-35.1,0.0,-139.7
1554,1.1846,953.35,29.943,62.178
1555,0.25257,374.71,0.0,-70.65
1556,0.91279,439.03,0.0,70.65
1557,0.15895,1720.0,15.721,-68.879
1558,0.87592,114.3,0.0,-70.65
1559,0.87774,593.72,0.0,-70.65
156,8.0911,1652.8,6.0926,26.694
1560,0.30341,50.9,0.0,-165.1
1561,0.088387,-1037.2,0.0,70.65
1562,0.054665,283.49,0.0,70.65
1563,0.67859,517.94,0.0,70.65
1564,0.062374,2325.7,0.0,70.65
1565,0.015732,-606.37,0.0,70.65
1566,0.17638,98.6,0.0,-70.65
1567,0.40666,98.6,0.0,70.65
1568,0.17213,1384.8,0.0,70.65
1569,0.11223,945.24,15.721,-68.879
157,10.779,481.22,20.324,16.208
1570,0.066058,-1039.2,0.0,-70.65
1571,0.14531,1670.6,15.721,-68.879
1572,0.25021,708.91,0.0,-70.65
1573,0.21671,339.34,0.0,70.65
1574,0.084886,457.01,0.0,-70.65
1575,0.42317,-773.35,0.0,70.65
1576,0.03959,-1169.5,0.0,70.65
1577,0.018511,-252.14,0.0,70.65
1578,0.013101,189.23,0.0,70.65
1579,0.063883,1196.8,0.0,70.65
158,1.8133,707.83,5.7844,25.343
1580,0.075631,699.32,0.0,70.65
1581,0.004164,35.1,0.0,-139.7
1582,0.34601,355.87,0.0,70.65
1583,1.2289,673.58,27.553,57.214
1584,0.49515,524.03,0.0,70.65
1585,0.14866,-409.12,15.721,-68.879
1586,0.74038,618.02,0.0,70.65
1587,0.057589,436.76,0.0,-70.65
1588,0.16101,1177.0,15.721,-68.879
1589,0.23246,945.18,0.0,-70.65
159,0.62804,-228.57,0.0,30.15
1590,0.049213,50.9,0.0,-165.1
1591,0.17626,-865.69,15.721,68.879
1592,0.10473,1376.5,14.661,64.233
1593,0.049237,-730.08,0.0,70.65
1594,0.04072,2423.2,0.0,70.65
1595,0.76067,770.99,0.0,70.65
1596,0.26285,98.6,0.0,-70.65
1597,0.47635,445.12,0.0,70.65
1598,0.034306,852.32,0.0,-70.65
