HotSpotStress
35.614
2.662607
6.102696
42.945359999999994
16.446089999999998
17.94258
43.97950999999999
36.59596
33.25457
12.926757999999996
5.591172
33.84782
36.06717
27.25663
8.773877999999998
33.55159
22.250249999999998
3.2989129999999998
36.3244
7.207547999999999
12.403915999999997
32.59787999999999
22.53451
36.46718
31.65778
43.74491
32.733579999999996
15.631096999999997
17.387129
