File Name,Max Deformation Z,X,Y,Z
1078,0.00026685,136.22,35.921,35.921
1079,0.00012889,-146.81,35.921,-35.921
108,0.00090345,-87.598,-23.572,-18.798
1080,0.00029231,139.13,35.921,35.921
1081,0.00015073,1615.5,-35.921,-35.921
1082,0.0003284,131.93,35.921,35.921
1083,0.00021587,117.68,35.921,35.921
1084,0.00017182,-1419.2,35.921,35.921
1085,0.00023931,-1449.6,35.921,35.921
1086,0.0001203,763.94,35.921,-35.921
1087,0.00017094,128.94,35.921,35.921
1088,0.012546,81.0,-50.028,8.8213
1089,4.1496e-05,46.286,-35.921,35.921
109,0.00063122,94.755,-21.319,-21.319
1090,0.10395,-948.99,-50.8,0.0
1091,6.8117e-05,-1650.8,-35.921,35.921
1092,5.3502e-05,-1914.7,-35.921,35.921
1093,0.00014419,-1127.3,35.921,35.921
1094,0.00021434,-139.02,-35.921,35.921
1095,0.00012401,-150.22,-35.921,35.921
1096,0.00027641,-128.75,-35.921,-35.921
1097,0.00013864,125.72,35.921,-35.921
1098,3.3092e-05,117.34,31.673,-39.717
1099,0.00025555,-127.19,35.921,35.921
11,0.00048846,-100.66,-21.319,21.319
110,0.0010695,-91.914,-23.572,-18.798
1100,0.00021207,-132.65,35.921,35.921
1101,0.0063266,1110.3,-49.526,-11.304
1102,0.0088689,30.2,-114.3,0.0
1103,0.11936,-30.2,-114.3,0.0
1104,0.00024197,-131.58,35.921,35.921
1105,0.041619,1.5,-114.3,0.0
1106,3.9934e-05,-145.76,35.921,-35.921
1107,0.00013995,123.53,35.921,-35.921
1108,9.3762e-05,-1596.2,-35.921,35.921
1109,0.00026437,140.78,35.921,35.921
111,0.0013455,-99.574,-23.572,-18.798
1110,0.00029168,-139.98,35.921,35.921
1111,0.00024111,-134.8,35.921,35.921
1112,9.3898e-05,115.72,35.921,-35.921
1113,0.00025116,-118.51,35.921,35.921
1114,0.00036094,136.61,-35.921,-35.921
1115,8.5935e-05,-1189.6,35.921,35.921
1116,0.025397,-1718.4,-50.481,-5.6878
1117,0.067219,-30.2,-114.3,0.0
1118,4.5968e-05,-130.41,35.921,-35.921
1119,0.00254,-1235.4,-47.949,-16.778
112,0.00032723,103.24,-21.319,-21.319
1120,0.035233,-30.2,-114.3,0.0
1121,0.00010011,134.67,35.921,-35.921
1122,0.00031283,151.75,-35.921,35.921
1123,0.00027386,149.37,-35.921,35.921
1124,0.0003099,148.62,-35.921,35.921
1125,0.0003197,147.97,35.921,-35.921
1126,0.00037137,204.26,35.921,35.921
1127,0.00041728,208.97,-35.921,-35.921
1128,0.00025905,127.47,35.921,35.921
1129,8.7128e-05,1029.4,35.921,35.921
113,0.0013195,-100.96,-23.572,-18.798
1130,0.00029393,127.57,35.921,35.921
1131,0.087687,-30.2,-114.3,0.0
1132,0.098698,30.2,-114.3,0.0
1133,0.10365,-30.2,-114.3,0.0
1134,0.040682,-30.2,-114.3,0.0
1135,0.06439,-30.2,-114.3,0.0
1136,8.1931e-05,-1120.2,35.921,35.921
1137,0.00026069,-134.34,35.921,35.921
1138,9.2193e-05,-1061.5,-35.921,35.921
1139,0.00030073,140.98,-35.921,35.921
114,0.00063157,-93.016,-23.572,-18.798
1140,0.00030222,-150.72,35.921,35.921
1141,0.01739,76.2,-57.15,0.0
1142,0.075572,-481.87,-51.49,-24.796
1143,0.077059,-1389.3,-51.49,-24.796
1144,0.12882,171.61,-50.134,-24.143
1145,0.0051208,-1137.4,-51.49,-24.796
1146,0.00030913,149.18,-40.411,40.411
1147,0.00011116,-133.59,40.411,-40.411
1148,0.00028331,-141.52,40.411,40.411
1149,0.00027345,137.72,-40.411,40.411
115,0.0003682,1162.6,-21.319,-21.319
1150,0.00028001,137.05,-40.411,40.411
1151,0.31468,-393.02,-50.134,-24.143
1152,0.10065,-1336.9,-50.134,-24.143
1153,0.073627,-1003.5,-51.49,-24.796
1154,0.15386,274.27,-48.778,-23.49
1155,0.18501,-480.16,-48.778,-23.49
1156,0.1577,-23.9,-114.3,0.0
1157,0.014168,-23.9,-114.3,0.0
1158,0.042531,23.9,-114.3,0.0
1159,0.084253,-23.9,-114.3,0.0
116,0.00015609,97.274,21.319,-21.319
1160,0.072962,23.9,-114.3,0.0
1161,9.634e-05,133.81,40.411,-40.411
1162,0.00015505,-123.07,40.411,-40.411
1163,0.00029117,122.39,40.411,-40.411
1164,0.0003807,-142.04,40.411,-40.411
1165,0.00018822,134.13,40.411,-40.411
1166,0.028579,-44.5,-136.55,0.0
1167,0.013602,-44.5,-136.55,0.0
1168,0.028994,44.5,-136.55,0.0
1169,0.033667,-44.5,-136.55,0.0
117,0.00077279,99.922,-18.798,23.572
1170,0.089264,44.5,-136.55,0.0
1171,0.00021181,-111.17,40.411,40.411
1172,0.013787,-23.9,-114.3,0.0
1173,0.0056334,-909.83,-55.717,-12.717
1174,0.13995,23.9,-114.3,0.0
1175,0.014668,-23.9,-114.3,0.0
1176,0.0002754,127.56,40.411,40.411
1177,8.3688e-05,131.49,35.632,-44.682
1178,0.00033602,-138.2,40.411,40.411
1179,4.0297e-05,1411.6,40.411,-40.411
118,0.00078118,-98.377,-18.798,23.572
1180,0.00012125,1064.1,-40.411,40.411
1181,0.004277,44.5,-136.55,0.0
1182,0.00076456,-136.71,-5.7247,50.809
1183,0.026946,-44.5,-136.55,0.0
1184,0.096872,-44.5,-136.55,0.0
1185,0.13041,-44.5,-136.55,0.0
1186,0.013988,-23.9,-114.3,0.0
1187,0.043553,-23.9,-114.3,0.0
1188,0.010465,23.9,-114.3,0.0
1189,0.038941,23.9,-114.3,0.0
119,0.00028735,-107.89,21.319,-21.319
1190,0.040584,-23.9,-114.3,0.0
1191,5.9968e-05,124.42,40.411,-40.411
1192,0.00038857,-143.64,40.411,40.411
1193,0.00034152,-137.18,40.411,-40.411
1194,0.0004313,211.66,40.411,40.411
1195,0.00020573,134.34,40.411,-40.411
1196,0.039635,-44.5,-136.55,0.0
1197,0.032194,-44.5,-136.55,0.0
1198,0.054619,-44.5,-136.55,0.0
1199,0.052555,-44.5,-136.55,0.0
12,0.0010415,-101.24,18.798,23.572
120,0.0013404,-104.25,-18.798,23.572
1200,0.13213,-44.5,-136.55,0.0
1201,0.10898,-476.96,-41.152,-32.817
1202,0.037761,649.17,51.49,24.796
1203,0.18072,527.3,-43.505,-34.694
1204,0.01334,-1613.6,-44.682,-35.632
1205,0.24534,404.64,-42.328,-33.756
1206,0.00022782,134.14,-40.411,40.411
1207,0.00032821,-137.42,40.411,40.411
1208,7.198e-05,-123.04,40.411,-40.411
1209,0.00035062,143.67,-40.411,40.411
121,0.012563,-2859.0,23.572,-18.798
1210,0.00019857,122.46,-40.411,40.411
1211,0.11978,101.6,47.518,31.751
1212,0.36802,101.6,57.15,0.0
1213,0.096399,593.54,-51.49,-24.796
1214,0.0089271,1346.4,-51.49,-24.796
1215,0.067386,744.56,51.49,24.796
1216,0.11893,-23.9,-114.3,0.0
1217,0.013105,-23.9,-114.3,0.0
1218,0.080358,-23.9,-114.3,0.0
1219,0.007795,23.9,-114.3,0.0
122,0.00091527,-2054.3,21.319,21.319
1220,0.009514,23.9,-114.3,0.0
1221,0.00020343,-122.2,40.411,40.411
1222,0.00038604,141.33,40.411,40.411
1223,6.0773e-05,512.77,-40.411,40.411
1224,4.8018e-05,122.82,40.411,-40.411
1225,0.00011053,121.5,40.411,-40.411
1226,0.1164,-44.5,-136.55,0.0
1227,0.0076554,-44.5,-136.55,0.0
1228,0.085377,-44.5,-136.55,0.0
1229,0.10676,-44.5,-136.55,0.0
123,0.001798,-1366.2,21.319,21.319
1230,0.0044519,1577.0,-44.682,-35.632
1231,0.0026041,-1612.5,-55.717,-12.717
1232,0.042134,-23.9,-114.3,0.0
1233,0.048285,23.9,-114.3,0.0
1234,0.018471,-23.9,-114.3,0.0
1235,0.034774,-23.9,-114.3,0.0
1236,0.00011288,1137.9,-40.411,40.411
1237,0.00021207,126.4,40.411,-40.411
1238,0.00038043,141.31,40.411,40.411
1239,0.00021289,-143.15,40.411,40.411
124,0.00067407,-851.52,-21.319,21.319
1240,0.0001764,120.13,40.411,-40.411
1241,0.01929,-44.5,-136.55,0.0
1242,0.0048906,2083.2,-51.49,-24.796
1243,0.02611,1538.2,-56.791,-6.3988
1244,0.17575,-44.5,-136.55,0.0
1245,0.016398,-44.5,-136.55,0.0
1246,0.030697,-1416.6,-56.791,-6.3988
1247,0.009632,1207.0,-55.717,-12.717
1248,0.0092875,-23.9,-114.3,0.0
1249,0.004477,-598.68,-55.717,-12.717
125,0.001765,-1361.6,-21.319,21.319
1250,0.0074753,1286.8,-55.717,-12.717
1251,6.4239e-05,1867.7,-40.411,40.411
1252,0.000296,134.47,40.411,40.411
1253,8.4464e-05,1338.2,40.411,-40.411
1254,0.00039455,143.68,40.411,40.411
1255,0.00028544,-140.66,40.411,40.411
1256,0.003929,1893.3,-44.682,-35.632
1257,0.0048451,-1370.2,-44.682,-35.632
1258,0.029177,-44.5,-136.55,0.0
1259,0.021593,-44.5,-136.55,0.0
126,0.0078545,-2555.1,23.572,-18.798
1260,0.04412,-44.5,-136.55,0.0
1261,0.0047824,1524.6,-44.682,-35.632
1262,0.0099973,23.9,-113.87,9.9619
1263,0.01335,1468.8,-43.009,-34.298
1264,0.0057469,-981.89,-51.49,-24.796
1265,0.053112,1220.8,-51.49,-24.796
1266,4.1581e-05,426.97,40.411,-40.411
1267,0.00014081,1041.1,-40.411,40.411
1268,5.3495e-05,-1411.3,40.411,40.411
1269,9.8856e-05,133.79,-40.411,40.411
127,0.0075186,-2197.7,-23.572,18.798
1270,0.000126,126.74,-40.411,40.411
1271,0.0086289,-1092.9,-51.49,-24.796
1272,0.12786,-723.94,-47.634,-22.939
1273,0.010006,44.5,-136.55,0.0
1274,0.268,-302.51,-49.562,-23.868
1275,0.078874,264.54,-51.49,-24.796
1276,0.062468,-23.9,-114.3,0.0
1277,0.0045838,-817.4,-55.717,-12.717
1278,0.15147,-23.9,-114.3,0.0
1279,0.039,-1352.7,-57.15,0.0
128,0.00046526,1269.7,21.319,21.319
1280,0.02184,-23.9,-114.3,0.0
1281,9.4462e-05,-147.45,40.411,40.411
1282,9.9283e-05,-147.68,40.411,40.411
1283,0.00011387,148.69,40.411,-40.411
1284,3.2695e-05,-2234.0,40.411,40.411
1285,0.00020965,147.69,40.411,40.411
1286,0.11546,44.5,-136.55,0.0
1287,0.025643,-44.5,-136.55,0.0
1288,0.035451,-44.5,-136.55,0.0
1289,0.019062,-44.5,-136.55,0.0
129,0.00082383,-1034.7,21.319,-21.319
1290,0.11615,44.5,-136.55,0.0
1291,0.033041,1279.1,-56.791,-6.3988
1292,0.01037,845.46,-56.791,-6.3988
1293,0.13022,12.7,-114.3,0.0
1294,0.0092726,-23.9,-114.3,0.0
1295,0.055497,-23.9,-114.3,0.0
1296,0.00025583,141.89,40.411,40.411
1297,0.0001104,143.17,-40.411,40.411
1298,0.00010637,138.45,40.411,-40.411
1299,0.00013157,-152.07,40.411,40.411
13,0.00081678,100.34,-23.572,18.798
130,0.00084643,-1042.5,21.319,-21.319
1300,0.00014848,143.4,40.411,-40.411
1301,0.02722,-44.5,-136.55,0.0
1302,0.061359,-44.5,-136.55,0.0
1303,0.04087,44.5,-136.55,0.0
1304,0.10011,44.5,-136.55,0.0
1305,0.0066252,44.5,-136.55,0.0
1306,0.036767,23.9,-114.3,0.0
1307,0.0027222,-23.9,-114.3,0.0
1308,0.014736,23.9,-114.3,0.0
1309,0.057344,23.9,-114.3,0.0
131,0.00043615,161.67,21.319,21.319
1310,0.051795,-23.9,-114.3,0.0
1311,0.00031039,149.06,40.411,40.411
1312,0.00010212,137.9,40.411,-40.411
1313,0.00024607,-148.37,40.411,40.411
1314,0.00015847,147.44,40.411,-40.411
1315,0.00013808,-147.81,40.411,-40.411
1316,0.030943,-44.5,-136.55,0.0
1317,0.011204,44.5,-136.55,0.0
1318,0.051826,44.5,-136.55,0.0
1319,0.010665,-44.5,-136.55,0.0
132,0.00041056,739.88,-21.319,-21.319
1320,0.017299,-44.5,-136.55,0.0
1321,0.064001,464.36,-51.49,-24.796
1322,0.0030815,1373.7,-44.682,-35.632
1323,0.010656,1540.5,-44.682,-35.632
1324,0.028283,189.93,-51.49,-24.796
1325,0.061863,-498.29,-51.49,-24.796
1326,9.8435e-05,-138.55,40.411,-40.411
1327,0.00026281,146.39,-40.411,40.411
1328,0.00020198,1520.6,-40.411,40.411
1329,0.00014414,-151.92,40.411,-40.411
133,0.0002859,1197.0,-21.319,21.319
1330,0.00019428,-149.36,40.411,-40.411
1331,0.086347,-1333.6,-51.49,-24.796
1332,0.11889,-283.63,-49.562,-23.868
1333,0.0061387,-887.84,-51.49,-24.796
1334,0.05061,-1588.8,-51.49,-24.796
1335,0.060642,916.95,-51.49,-24.796
1336,0.0023394,2120.2,-53.943,-18.875
1337,0.083145,-23.9,-114.3,0.0
1338,0.087477,-23.9,-114.3,0.0
1339,0.026043,23.9,-114.3,0.0
134,0.00038257,104.08,21.319,21.319
1340,0.024876,-23.9,-114.3,0.0
1341,0.00011069,151.47,40.411,-40.411
1342,3.6285e-05,-125.2,40.411,-40.411
1343,0.00012272,-150.21,40.411,-40.411
1344,0.00020004,-135.5,40.411,40.411
1345,0.000222,140.73,40.411,40.411
1346,0.0086822,44.5,-136.55,0.0
1347,0.0077243,44.5,-136.55,0.0
1348,0.020073,-44.5,-136.55,0.0
1349,0.029291,-44.5,-136.55,0.0
135,0.0010382,109.43,-23.572,18.798
1350,0.027741,-44.5,-136.55,0.0
1351,0.069022,23.9,-114.3,0.0
1352,0.0028243,-1920.7,-55.717,-12.717
1353,0.0054005,23.9,-114.3,0.0
1354,0.060006,23.9,-114.3,0.0
1355,0.0023472,-1736.4,-55.717,-12.717
1356,0.00024848,-148.92,40.411,40.411
1357,0.00030853,-151.86,-40.411,-40.411
1358,9.2005e-05,-145.99,40.411,40.411
1359,5.1053e-05,-144.1,40.411,40.411
136,0.0013374,95.099,-23.572,-18.798
1360,0.00012817,155.33,-40.411,40.411
1361,0.0040528,-44.5,-136.55,0.0
1362,0.01102,1465.1,-56.791,-6.3988
1363,0.0075938,1987.1,-55.717,-12.717
1364,0.0095696,1395.8,-56.791,-6.3988
1365,0.043689,-44.5,-136.55,0.0
1366,0.041817,23.9,-114.3,0.0
1367,0.012526,23.9,-114.3,0.0
1368,0.0066382,-23.9,-114.3,0.0
1369,0.018335,23.9,-114.3,0.0
137,0.00042315,-92.439,-21.319,-21.319
1370,0.012524,1.5,-114.3,0.0
1371,0.00014058,-146.33,40.411,-40.411
1372,0.00013933,145.86,40.411,-40.411
1373,0.00017889,-143.11,40.411,40.411
1374,0.00015993,-125.31,40.411,40.411
1375,0.00025124,-147.69,40.411,40.411
1376,0.0029171,6.4,-136.55,0.0
1377,0.0056176,-1204.8,-55.717,-12.717
1378,0.031786,44.5,-136.55,0.0
1379,0.027063,-44.5,-136.55,0.0
138,0.00080496,149.59,-21.319,-21.319
1380,0.050753,-44.5,-136.55,0.0
1381,0.05416,-394.35,-51.49,-24.796
1382,0.014043,1618.7,-44.682,-35.632
1383,0.068158,-263.0,-44.682,-35.632
1384,0.033836,-1229.2,-44.682,-35.632
1385,0.034256,-1225.1,-51.49,-24.796
1386,0.00010026,-1164.0,40.411,40.411
1387,5.6148e-05,-181.91,-40.411,40.411
1388,0.00014961,636.77,-40.411,40.411
1389,0.00011288,187.29,-40.411,40.411
139,0.00020161,1645.2,-21.319,-21.319
1390,0.00010525,-154.81,40.411,40.411
1391,0.0224,101.6,56.052,11.149
1392,0.060331,-802.27,-51.49,-24.796
1393,0.014791,1237.0,-51.49,-24.796
1394,0.028996,-561.84,-51.49,-24.796
1395,0.0031606,868.49,-51.49,-24.796
1396,0.0076065,1635.5,-56.791,-6.3988
1397,0.049496,23.9,-114.3,0.0
1398,0.0028066,-23.9,-114.3,0.0
1399,0.02343,23.9,-114.3,0.0
14,0.0014242,-108.71,-23.572,-18.798
140,0.00010237,-1357.0,21.319,21.319
1400,0.025684,1078.5,-57.15,0.0
1401,7.4584e-05,178.96,-40.411,40.411
1402,5.5374e-05,-179.02,-40.411,-40.411
1403,6.3464e-05,188.81,-40.411,40.411
1404,0.0001575,-159.59,-40.411,-40.411
1405,9.2781e-05,1042.5,-40.411,40.411
1406,0.09834,-44.5,-136.55,0.0
1407,0.021842,-44.5,-136.55,0.0
1408,0.045289,44.5,-136.55,0.0
1409,0.0021739,2030.3,-55.717,-12.717
141,0.00020333,-789.19,-21.319,-21.319
1410,0.081795,-44.5,-136.55,0.0
1411,0.00029813,1518.9,-51.49,-24.796
1412,0.0015911,-1989.5,-55.717,-12.717
1413,0.021944,976.88,-57.15,0.0
1414,0.057589,-23.9,-114.3,0.0
1415,0.040051,-23.9,-114.3,0.0
1416,7.7534e-05,-695.47,-40.411,-40.411
1417,0.00014586,-153.52,40.411,40.411
1418,0.0001258,-150.73,-40.411,-40.411
1419,9.6627e-05,-158.85,-40.411,-40.411
142,0.00027651,1700.3,-21.319,-21.319
1420,0.00013084,-144.03,40.411,40.411
1421,0.10171,44.5,-136.55,0.0
1422,0.025209,-44.5,-136.55,0.0
1423,0.0050021,-44.5,-136.55,0.0
1424,0.021231,1391.9,-56.791,-6.3988
1425,0.076911,-44.5,-136.55,0.0
1426,0.015213,-23.9,-114.3,0.0
1427,0.0011488,-23.9,-114.3,0.0
1428,0.0031203,23.9,-114.3,0.0
1429,0.025299,23.9,-114.3,0.0
143,0.00032322,846.81,-21.319,-21.319
1430,0.021735,-23.9,-114.3,0.0
1431,0.00018944,-162.38,40.411,40.411
1432,7.1416e-05,1322.1,-40.411,40.411
1433,0.00015388,155.78,-40.411,40.411
1434,4.6564e-05,179.4,-40.411,40.411
1435,0.00011699,157.54,-40.411,40.411
1436,0.011672,44.5,-136.55,0.0
1437,0.00075824,-44.5,-136.55,0.0
1438,0.035175,44.5,-136.55,0.0
1439,0.0017832,-44.5,-136.55,0.0
144,0.0010319,-102.58,-23.572,-18.798
1440,0.024624,-44.5,-136.55,0.0
1441,0.00018739,-139.93,49.957,49.957
1442,0.0001331,130.08,49.957,49.957
1443,0.0003532,-1979.1,-49.957,49.957
1444,5.0014e-05,-2025.5,-49.957,49.957
1445,0.0004644,2518.4,49.957,49.957
1446,0.0063746,1577.0,-63.653,-30.654
1447,0.1189,-696.26,-51.396,-40.987
1448,0.07079,-450.43,-63.653,-30.654
1449,0.12464,-498.45,-60.703,-29.233
145,0.00081796,101.01,-23.572,-18.798
1450,0.078406,372.44,-63.653,-30.654
1451,0.015445,843.07,-63.653,-30.654
1452,0.1706,-537.71,-53.956,-43.029
1453,0.022655,-740.64,68.879,15.721
1454,0.070871,-116.92,11.011,64.809
1455,0.036022,-1427.2,63.653,30.654
1456,0.0001096,138.6,49.957,49.957
1457,0.00010883,151.7,49.957,49.957
1458,0.00027786,-153.54,-49.957,-49.957
1459,5.8564e-05,1064.2,-49.957,-49.957
146,0.00025772,105.09,21.319,21.319
1460,0.00020978,-130.72,-49.957,-49.957
1461,0.04646,-35.1,-139.7,0.0
1462,4.9473e-05,-151.24,49.957,-49.957
1463,0.011146,-35.1,-139.7,0.0
1464,0.0042936,-1091.7,55.236,44.05
1465,0.0027254,1244.3,66.685,23.334
1466,0.03823,-50.9,-165.1,0.0
1467,0.052712,-50.9,-165.1,0.0
1468,0.0079164,50.9,-165.1,0.0
1469,0.00010396,48.986,49.957,49.957
147,0.00025367,-103.91,21.319,21.319
1470,0.013554,50.9,-165.1,0.0
1471,0.00032084,149.48,-49.957,-49.957
1472,6.3697e-05,-136.74,49.957,49.957
1473,0.00012072,-140.13,49.957,49.957
1474,0.00025472,-138.5,-49.957,-49.957
1475,8.2098e-05,1487.6,-49.957,-49.957
1476,0.0093597,35.1,-139.7,0.0
1477,0.0073227,-35.1,-139.7,0.0
1478,0.01937,-35.1,-139.7,0.0
1479,0.026,-35.1,-139.7,0.0
148,0.00070951,101.95,-23.572,-18.798
1480,0.01872,-35.1,-139.7,0.0
1481,0.012817,50.9,-165.1,0.0
1482,0.0089932,-1668.6,-68.879,-15.721
1483,0.076979,-50.9,-165.1,0.0
1484,0.012855,50.9,-165.1,0.0
1485,0.034403,50.9,-165.1,0.0
1486,0.0001724,129.61,49.957,49.957
1487,5.4292e-05,-134.32,44.05,55.236
1488,0.00020808,144.88,-49.957,-49.957
1489,0.00017605,-129.58,49.957,49.957
149,0.0007038,-102.85,-18.798,-23.572
1490,0.00012633,146.09,49.957,49.957
1491,0.010672,-35.1,-139.7,0.0
1492,0.026679,-35.1,-139.7,0.0
1493,0.014007,-35.1,-139.7,0.0
1494,0.017071,-35.1,-139.7,0.0
1495,0.006028,35.1,-139.7,0.0
1496,0.0064628,50.9,-165.1,0.0
1497,0.023674,50.9,-165.1,0.0
1498,0.0046843,1621.3,55.236,44.05
1499,0.0078747,50.9,-165.1,0.0
15,0.00090038,101.28,18.798,-23.572
150,0.00056621,101.31,-18.798,-23.572
1500,0.0055953,1749.2,-59.821,-37.588
1501,0.00015328,846.19,49.957,49.957
1502,0.00011538,920.35,-49.957,-49.957
1503,0.00024284,146.04,49.957,49.957
1504,0.00017515,-146.59,49.957,49.957
1505,0.00013147,1464.0,49.957,49.957
1506,0.068152,98.6,39.251,-58.743
1507,0.0052503,1842.1,-59.821,-37.588
1508,0.028015,98.6,-70.65,0.0
1509,0.111,-535.84,-63.653,-30.654
151,0.00029996,97.619,-21.319,-21.319
1510,0.015611,-433.31,68.879,15.721
1511,0.17109,114.3,69.292,13.783
1512,0.057115,-321.34,63.653,30.654
1513,0.022257,1744.2,-62.178,-29.943
1514,0.15045,114.3,58.743,39.251
1515,0.023909,-415.84,68.879,15.721
1516,0.00012601,839.02,-49.957,-49.957
1517,0.00012575,-832.59,-49.957,-49.957
1518,4.1511e-05,1594.5,-49.957,-49.957
1519,9.0455e-05,133.04,49.957,49.957
152,0.00033202,98.613,-21.319,-21.319
1520,0.00033904,149.29,-49.957,-49.957
1521,0.0066492,35.1,-139.7,0.0
1522,0.042105,-35.1,-139.7,0.0
1523,0.0042903,-1243.2,-59.821,-37.588
1524,0.0064167,-1288.4,-68.879,-15.721
1525,0.011348,35.1,-139.7,0.0
1526,0.0061843,-50.9,-165.1,0.0
1527,0.0091295,-1691.2,-68.879,-15.721
1528,0.037254,-50.9,-165.1,0.0
1529,0.0034198,-1237.9,-68.879,-15.721
153,0.00031879,93.147,-21.319,-21.319
1530,0.042458,50.9,-165.1,0.0
1531,9.5307e-05,-879.27,-49.957,-49.957
1532,2.9552e-05,-1342.5,49.957,49.957
1533,0.00029558,-148.59,-49.957,-49.957
1534,0.00015974,-137.38,49.957,49.957
1535,0.00020446,-130.16,-49.957,-49.957
1536,0.017895,-35.1,-139.7,0.0
1537,0.022695,-35.1,-139.7,0.0
1538,0.019856,-35.1,-139.7,0.0
1539,0.035952,-35.1,-139.7,0.0
154,0.00017485,1347.4,-21.319,-21.319
1540,0.03962,-35.1,-139.7,0.0
1541,0.081781,6.4,-165.1,0.0
1542,0.048453,50.9,-165.1,0.0
1543,0.042788,-50.9,-165.1,0.0
1544,0.0073531,-1854.1,-68.879,-15.721
1545,0.083053,-50.9,-165.1,0.0
1546,0.00015764,-127.22,49.957,49.957
1547,0.00014777,128.33,49.957,49.957
1548,7.1367e-05,136.64,44.05,55.236
1549,7.2554e-05,-1594.6,-49.957,-49.957
155,0.00059548,572.49,-21.319,-21.319
1550,0.00026417,144.85,-49.957,-49.957
1551,0.049288,1.5,-139.7,0.0
1552,0.012764,-35.1,-139.7,0.0
1553,0.0095899,-35.1,-139.7,0.0
1554,0.066292,-35.1,-139.7,0.0
