pipe_dn,pipe_schedule,flange_class,outside_diameter,length1,length2,wall_thickness,lumped_mass,raised_face_depth,w_neck_c,flange_outer_radius,flange_thickness_d,raised_face_radius,x_deformation_position,y_deformation_position,z_deformation_position,frequency,support_right,support_left,support,allowable_deformation,,,
65,STD,150,73,1566,2756,5.16,28.75,1.5,69.9,88.9,20.9,52.3,-202.72,7.835,34.327,9.1152,Pinned,Fixed,Pinned_Fixed,5.088,400.6299213,206.0526362,
65,STD,300,73,3900,1094,5.16,56.25,1.5,76.2,95.25,23.9,52.3,1617.1,0,36.5,9.5532,Pinned,Fixed,Pinned_Fixed,26.746,2105.984252,1135.200518,
65,STD,300,73,3015,4787,5.16,56.25,1.5,76.2,95.25,23.9,52.3,-193.4,0,36.5,2.7468,Pinned,Fixed,Pinned_Fixed,17.112,1347.401575,208.8299001,
65,STD,300,73,2037,4384,5.16,56.25,1.5,76.2,95.25,23.9,52.3,-521.4,0,36.5,3.9434,Pinned,Fixed,Pinned_Fixed,11.141,877.2440945,195.1910395,
65,STD,300,73,3503,1849,5.16,56.25,1.5,76.2,95.25,23.9,52.3,1018.2,7.2609,31.812,6.3416,Pinned,Fixed,Pinned_Fixed,10.701,842.5984252,301.5005299,
65,STD,300,73,3200,3119,5.16,56.25,1.5,76.2,95.25,23.9,52.3,450.67,0,36.5,3.9966,Pinned,Fixed,Pinned_Fixed,11.971,942.5984252,212.5621751,
65,STD,600,73,1806,1074,5.16,68.75,6.4,79.2,95.25,28.4,52.3,471.73,0,36.5,15.3755,Pinned,Fixed,Pinned_Fixed,2.492,196.2204724,170.2323742,
65,STD,600,73,3713,671,5.16,68.75,6.4,79.2,95.25,28.4,52.3,1785.3,0,36.5,13.937,Pinned,Fixed,Pinned_Fixed,12.961,1020.551181,802.5510757,
65,STD,600,73,1352,380,5.16,68.75,6.4,79.2,95.25,28.4,52.3,497.72,0,36.5,51.5233,Pinned,Fixed,Pinned_Fixed,1.198,94.33070866,274.2365646,
65,STD,600,73,4342,3227,5.16,68.75,6.4,79.2,95.25,28.4,52.3,935.89,7.2609,31.812,2.9476,Pinned,Fixed,Pinned_Fixed,17.982,1415.905512,235.4894263,
65,STD,600,73,431,3787,5.16,68.75,6.4,79.2,95.25,28.4,52.3,-1195.2,8.122,35.585,12.271,Pinned,Fixed,Pinned_Fixed,5.594,440.4724409,304.9771409,
65,80,150,73,3217,1620,7.01,0,1.5,69.9,88.9,20.9,52.3,1161,13.556,28.149,11.5942,Pinned,Fixed,Pinned_Fixed,18.711,1473.307087,963.8349203,
65,80,150,73,3366,2127,7.01,0,1.5,69.9,88.9,20.9,52.3,1016.7,0,36.5,8.8877,Pinned,Fixed,Pinned_Fixed,17.52,1379.527559,691.8124273,
65,80,150,73,3398,3646,7.01,0,1.5,69.9,88.9,20.9,52.3,445.92,8.122,35.585,5.3434,Pinned,Fixed,Pinned_Fixed,20.064,1579.84252,476.3213803,
65,80,150,73,4065,4659,7.01,0,1.5,69.9,88.9,20.9,52.3,409.25,8.122,35.585,3.5351,Pinned,Fixed,Pinned_Fixed,30.54,2404.724409,479.6623234,
65,80,150,73,1884,1625,7.01,0,1.5,69.9,88.9,20.9,52.3,397.11,0,36.5,20.2623,Pinned,Fixed,Pinned_Fixed,5.125,403.5433071,461.3680132,
65,80,300,73,344,1680,7.01,0,1.5,76.2,95.25,23.9,52.3,-499.76,0,36.5,61.2053,Pinned,Fixed,Pinned_Fixed,1.707,134.4094488,464.1810671,
65,80,300,73,4302,1319,7.01,0,1.5,76.2,95.25,23.9,52.3,1917.5,7.732,33.876,8.9205,Pinned,Fixed,Pinned_Fixed,82.726,6513.858268,3278.657822,
65,80,300,73,4046,489,7.01,0,1.5,76.2,95.25,23.9,52.3,2143.9,0,36.5,14.2997,Pinned,Fixed,Pinned_Fixed,8.302,653.7007874,527.4417769,
65,80,300,73,2709,4667,7.01,0,1.5,76.2,95.25,23.9,52.3,-410.62,7.732,33.876,4.7759,Pinned,Fixed,Pinned_Fixed,20.453,1610.472441,433.9873929,
65,80,300,73,4394,2987,7.01,0,1.5,76.2,95.25,23.9,52.3,1268.7,7.3421,32.168,4.9045,Pinned,Fixed,Pinned_Fixed,29.91,2355.11811,651.7424704,
65,80,600,73,2204,1433,7.01,0,6.4,79.2,95.25,28.4,52.3,642.13,0,36.5,18.475,Pinned,Fixed,Pinned_Fixed,6.301,496.1417323,517.2003346,
65,80,600,73,4268,1514,7.01,0,6.4,79.2,95.25,28.4,52.3,1813.5,0,-36.5,8.288,Pinned,Fixed,Pinned_Fixed,83.51,6575.590551,3075.056478,
65,80,600,73,3711,1548,7.01,0,6.4,79.2,95.25,28.4,52.3,1445.5,0,36.5,9.7912,Pinned,Fixed,Pinned_Fixed,31.508,2480.944882,1370.634405,
65,80,600,73,3259,3428,7.01,0,6.4,79.2,95.25,28.4,52.3,438.74,0,36.5,5.652,Pinned,Fixed,Pinned_Fixed,17.369,1367.637795,436.1559876,
65,80,600,73,4917,4186,7.01,0,6.4,79.2,95.25,28.4,52.3,1039.7,13.556,28.149,3.1845,Pinned,Fixed,Pinned_Fixed,37,2913.385827,523.4893465,
65,80,150,73,4910,3166,7.01,23,1.5,69.9,88.9,20.9,52.3,1400.3,8.122,35.585,3.6585,Pinned,Fixed,Pinned_Fixed,32.713,2575.826772,531.7264981,
65,80,150,73,4375,3809,7.01,23,1.5,69.9,88.9,20.9,52.3,812.11,8.122,35.585,3.4008,Pinned,Fixed,Pinned_Fixed,27.417,2158.818898,414.2532216,
65,80,150,73,2002,4610,7.01,23,1.5,69.9,88.9,20.9,52.3,-643.55,8.122,35.585,5.0136,Pinned,Fixed,Pinned_Fixed,15.143,1192.362205,337.3078703,
65,80,150,73,378,4320,7.01,23,1.5,69.9,88.9,20.9,52.3,-1562,0,36.5,12.4119,Pinned,Fixed,Pinned_Fixed,16.765,1320.07874,924.4995332,
65,80,150,73,4439,1656,7.01,23,1.5,69.9,88.9,20.9,52.3,1762.3,15.076,31.306,6.9394,Pinned,Fixed,Pinned_Fixed,45.581,3589.055118,1405.305161,
65,80,300,73,493,4077,7.01,45,1.5,76.2,95.25,23.9,52.3,-1321.3,8.122,35.585,11.6728,Pinned,Fixed,Pinned_Fixed,9.951,783.5433071,516.0676563,
65,80,300,73,1933,4104,7.01,45,1.5,76.2,95.25,23.9,52.3,-494.43,6.9521,30.459,4.9715,Pinned,Fixed,Pinned_Fixed,12.016,946.1417323,265.406915,
65,80,300,73,1596,3942,7.01,45,1.5,76.2,95.25,23.9,52.3,-609.41,8.122,35.585,5.9248,Pinned,Fixed,Pinned_Fixed,10.021,789.0551181,263.7847154,
65,80,300,73,4998,1221,7.01,45,1.5,76.2,95.25,23.9,52.3,2326.9,19.479,24.426,6.9213,Pinned,Fixed,Pinned_Fixed,67.526,5317.007874,2076.459997,
65,80,300,73,1362,3402,7.01,45,1.5,76.2,95.25,23.9,52.3,-535.77,0,36.5,7.6661,Pinned,Fixed,Pinned_Fixed,7.302,574.9606299,248.7030889,
65,80,600,73,1614,1704,7.01,55,6.4,79.2,95.25,28.4,52.3,206.21,0,36.5,12.2851,Pinned,Fixed,Pinned_Fixed,3.592,282.8346457,196.0558902,
65,80,600,73,1971,670,7.01,55,6.4,79.2,95.25,28.4,52.3,733.79,0,36.5,27.2381,Pinned,Fixed,Pinned_Fixed,3.889,306.2204724,470.6300175,
65,80,600,73,682,3977,7.01,55,6.4,79.2,95.25,28.4,52.3,-1099.4,0,36.5,9.7854,Pinned,Fixed,Pinned_Fixed,7.783,612.8346457,338.3689347,
65,80,600,73,2890,1525,7.01,55,6.4,79.2,95.25,28.4,52.3,853.91,0,36.5,9.3389,Pinned,Fixed,Pinned_Fixed,8.46,666.1417323,351.0192699,
65,80,600,73,629,4146,7.01,55,6.4,79.2,95.25,28.4,52.3,-1228,0,36.5,9.755,Pinned,Fixed,Pinned_Fixed,8.744,688.503937,378.9677849,
65,80,150,73,3179,4150,7.01,17.25,1.5,69.9,88.9,20.9,52.3,145.34,8.122,35.585,4.1994,Pinned,Fixed,Pinned_Fixed,19.42,1529.133858,362.3275355,
65,80,150,73,622,2292,7.01,17.25,1.5,69.9,88.9,20.9,52.3,-534.37,0,36.5,24.8232,Pinned,Fixed,Pinned_Fixed,2.908,228.976378,320.7133507,
65,80,150,73,4363,3917,7.01,17.25,1.5,69.9,88.9,20.9,52.3,810.06,7.3421,32.168,3.4455,Pinned,Fixed,Pinned_Fixed,28.228,2222.677165,432.1129019,
65,80,150,73,4801,921,7.01,17.25,1.5,69.9,88.9,20.9,52.3,2389.7,0,36.5,8.7208,Pinned,Fixed,Pinned_Fixed,22.637,1782.440945,877.081737,
65,80,150,73,2090,1860,7.01,17.25,1.5,69.9,88.9,20.9,52.3,394.77,0,36.5,12.9885,Pinned,Fixed,Pinned_Fixed,5.889,463.7007874,339.8329015,
65,80,300,73,3142,2090,7.01,33.75,1.5,76.2,95.25,23.9,52.3,809.67,13.556,28.149,7.3029,Pinned,Fixed,Pinned_Fixed,11.72,922.8346457,380.2662974,
65,80,300,73,2194,4439,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-498.05,7.732,33.876,4.4893,Pinned,Fixed,Pinned_Fixed,14.887,1172.204724,296.9276815,
65,80,300,73,4109,3513,7.01,33.75,1.5,76.2,95.25,23.9,52.3,771.83,7.732,33.876,3.5812,Pinned,Fixed,Pinned_Fixed,23.178,1825.03937,368.7817364,
65,80,300,73,766,646,7.01,33.75,1.5,76.2,95.25,23.9,52.3,159.08,0,36.5,59.163,Pinned,Fixed,Pinned_Fixed,0.633,49.84251969,166.3867613,
65,80,300,73,4836,2657,7.01,33.75,1.5,76.2,95.25,23.9,52.3,1497.7,0,36.5,4.0758,Pinned,Fixed,Pinned_Fixed,30.56,2406.299213,553.3897177,
65,80,600,73,4388,3715,7.01,41.25,6.4,79.2,95.25,28.4,52.3,822.04,7.3421,32.168,3.0707,Pinned,Fixed,Pinned_Fixed,25.276,1990.23622,344.8344179,
65,80,600,73,2805,1720,7.01,41.25,6.4,79.2,95.25,28.4,52.3,765.91,0,36.5,9.1017,Pinned,Fixed,Pinned_Fixed,8.449,665.2755906,341.6588678,
65,80,600,73,3309,517,7.01,41.25,6.4,79.2,95.25,28.4,52.3,1697.6,7.732,33.876,19.2542,Pinned,Fixed,Pinned_Fixed,7.278,573.0708661,622.5903722,
65,80,600,73,4084,4651,7.01,41.25,6.4,79.2,95.25,28.4,52.3,363.83,8.122,35.585,2.5944,Pinned,Fixed,Pinned_Fixed,26.972,2123.779528,310.8958731,
65,80,600,73,2600,3289,7.01,41.25,6.4,79.2,95.25,28.4,52.3,160.15,7.732,33.876,5.0749,Pinned,Fixed,Pinned_Fixed,11.598,913.2283465,261.5022705,
65,80,150,73,1743,1383,7.01,28.75,1.5,69.9,88.9,20.9,52.3,372.13,0,36.5,17.7445,Pinned,Fixed,Pinned_Fixed,3.62,285.0393701,285.3889854,
65,80,150,73,1143,1504,7.01,28.75,1.5,69.9,88.9,20.9,52.3,72.704,0,36.5,21.9141,Pinned,Fixed,Pinned_Fixed,2.265,178.3464567,220.524434,
65,80,150,73,3750,2794,7.01,28.75,1.5,69.9,88.9,20.9,52.3,857.44,6.9521,30.459,5.0229,Pinned,Fixed,Pinned_Fixed,18.116,1426.456693,404.279495,
65,80,150,73,3564,2362,7.01,28.75,1.5,69.9,88.9,20.9,52.3,948.68,0,36.5,6.1469,Pinned,Fixed,Pinned_Fixed,15.738,1239.212598,429.8041054,
65,80,150,73,2777,3975,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-76.91,0,36.5,4.4534,Pinned,Fixed,Pinned_Fixed,15.793,1243.543307,312.4792695,
65,80,300,73,4632,1828,7.01,56.25,1.5,76.2,95.25,23.9,52.3,1737.3,8.122,35.585,5.4305,Pinned,Fixed,Pinned_Fixed,30.321,2387.480315,731.5570652,
65,80,300,73,1574,2786,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-211.91,7.3421,32.168,7.8361,Pinned,Fixed,Pinned_Fixed,6.13,482.6771654,213.4151837,
65,80,300,73,1692,3158,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-266.23,7.732,33.876,6.6148,Pinned,Fixed,Pinned_Fixed,7.598,598.2677165,223.2959661,
65,80,300,73,1701,2147,7.01,56.25,1.5,76.2,95.25,23.9,52.3,110.97,0,36.5,9.5001,Pinned,Fixed,Pinned_Fixed,4.889,384.9606299,206.3540916,
65,80,300,73,1942,2093,7.01,56.25,1.5,76.2,95.25,23.9,52.3,238.11,0,36.5,8.9054,Pinned,Fixed,Pinned_Fixed,5.541,436.2992126,219.2332651,
65,80,600,73,3574,3792,7.01,68.75,6.4,79.2,95.25,28.4,52.3,425.3,7.732,33.876,3.0765,Pinned,Fixed,Pinned_Fixed,18.714,1473.543307,255.7928584,
65,80,600,73,919,4135,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1014.1,7.732,33.876,7.3568,Pinned,Fixed,Pinned_Fixed,8.223,647.480315,268.7720541,
65,80,600,73,3327,4278,7.01,68.75,6.4,79.2,95.25,28.4,52.3,157.7,7.3421,32.168,2.8735,Pinned,Fixed,Pinned_Fixed,19.274,1517.637795,246.0639133,
65,80,600,73,3581,1483,7.01,68.75,6.4,79.2,95.25,28.4,52.3,1237.9,14.316,29.727,7.77,Pinned,Fixed,Pinned_Fixed,13.844,1090.07874,477.9114987,
65,80,600,73,351,3052,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-946.29,0,36.5,18.4971,Pinned,Fixed,Pinned_Fixed,4.349,342.4409449,357.402777,
65,XS,150,73,1329,4170,7.01,0,1.5,69.9,88.9,20.9,52.3,-966.71,0,36.5,8.8975,Pinned,Fixed,Pinned_Fixed,12.637,995.0393701,499.5475723,
65,XS,150,73,422,1317,7.01,0,1.5,69.9,88.9,20.9,52.3,-302.38,0,36.5,78.3156,Pinned,Fixed,Pinned_Fixed,1.066,83.93700787,370.9115479,
65,XS,150,73,1633,2877,7.01,0,1.5,69.9,88.9,20.9,52.3,-276.92,7.732,33.876,12.5048,Pinned,Fixed,Pinned_Fixed,7.394,582.2047244,410.7911388,
65,XS,150,73,860,1578,7.01,0,1.5,69.9,88.9,20.9,52.3,-184.13,0,36.5,39.4598,Pinned,Fixed,Pinned_Fixed,2.036,160.3149606,356.9418941,
65,XS,150,73,1617,4795,7.01,0,1.5,69.9,88.9,20.9,52.3,-1051.3,7.732,33.876,6.5861,Pinned,Fixed,Pinned_Fixed,17.099,1346.377953,500.3384783,
65,XS,300,73,3059,4267,7.01,0,1.5,76.2,95.25,23.9,52.3,-50.483,0,41.114,4.818,Pinned,Fixed,Pinned_Fixed,20.319,1599.92126,434.9446533,
65,XS,300,73,433,3947,7.01,0,1.5,76.2,95.25,23.9,52.3,-1396.9,0,36.5,14.6977,Pinned,Fixed,Pinned_Fixed,14.864,1170.393701,970.6215866,
65,XS,300,73,446,537,7.01,0,1.5,76.2,95.25,23.9,52.3,69.85,0,38.475,184.47,Pinned,Fixed,Pinned_Fixed,0.295,23.22834646,241.7756916,
65,XS,300,73,3247,2028,7.01,0,1.5,76.2,95.25,23.9,52.3,987.15,13.556,28.149,9.4049,Pinned,Fixed,Pinned_Fixed,15.802,1244.251969,660.2845117,
65,XS,300,73,3189,1486,7.01,0,1.5,76.2,95.25,23.9,52.3,1177.3,0,36.5,12.2594,Pinned,Fixed,Pinned_Fixed,19.194,1511.338583,1045.441116,
65,XS,600,73,1713,463,7.01,0,6.4,79.2,95.25,28.4,52.3,758.15,0,36.5,56.8692,Pinned,Fixed,Pinned_Fixed,5.357,421.8110236,1353.516754,
65,XS,600,73,1980,2634,7.01,0,6.4,79.2,95.25,28.4,52.3,100.13,7.732,33.876,11.2211,Pinned,Fixed,Pinned_Fixed,7.489,589.6850394,373.3568587,
65,XS,600,73,2930,4570,7.01,0,6.4,79.2,95.25,28.4,52.3,-246.35,7.732,33.876,4.5349,Pinned,Fixed,Pinned_Fixed,20.453,1610.472441,412.0876542,
65,XS,600,73,2216,3490,7.01,0,6.4,79.2,95.25,28.4,52.3,-213.85,0,36.5,7.5812,Pinned,Fixed,Pinned_Fixed,11.568,910.8661417,389.6378196,
65,XS,600,73,880,3104,7.01,0,6.4,79.2,95.25,28.4,52.3,-742.25,0,36.5,16.0015,Pinned,Fixed,Pinned_Fixed,6.194,487.7165354,440.3487495,
65,XS,150,73,4910,4240,7.01,23,1.5,69.9,88.9,20.9,52.3,967.22,30.459,6.9521,2.7801,Pinned,Fixed,Pinned_Fixed,34.88,2746.456693,430.8258609,
65,XS,150,73,4638,4620,7.01,23,1.5,69.9,88.9,20.9,52.3,677.05,24.426,19.479,2.6799,Pinned,Fixed,Pinned_Fixed,33.579,2644.015748,399.8077586,
65,XS,150,73,4277,756,7.01,23,1.5,69.9,88.9,20.9,52.3,2133.2,8.122,35.585,11.2593,Pinned,Fixed,Pinned_Fixed,15.601,1228.425197,780.4205529,
65,XS,150,73,395,1008,7.01,23,1.5,69.9,88.9,20.9,52.3,-181.29,0,36.5,70.6737,Pinned,Fixed,Pinned_Fixed,0.582,45.82677165,182.745076,
65,XS,150,73,734,932,7.01,23,1.5,69.9,88.9,20.9,52.3,69.9,0,36.5,49.9464,Pinned,Fixed,Pinned_Fixed,0.869,68.42519685,192.8363213,
65,XS,300,73,751,876,7.01,45,1.5,76.2,95.25,23.9,52.3,92.539,0,36.5,40.8598,Pinned,Fixed,Pinned_Fixed,0.829,65.27559055,150.4927706,
65,XS,300,73,3084,1083,7.01,45,1.5,76.2,95.25,23.9,52.3,1174.4,0,36.5,12.9036,Pinned,Fixed,Pinned_Fixed,13.571,1068.582677,778.0143599,
65,XS,300,73,3266,1657,7.01,45,1.5,76.2,95.25,23.9,52.3,1030.5,0,36.5,8.3268,Pinned,Fixed,Pinned_Fixed,11.996,944.5669291,443.7919918,
65,XS,300,73,3887,4053,7.01,45,1.5,76.2,95.25,23.9,52.3,505.85,7.732,33.876,3.052,Pinned,Fixed,Pinned_Fixed,23.175,1824.80315,314.2455545,
65,XS,300,73,3708,2828,7.01,45,1.5,76.2,95.25,23.9,52.3,808.17,7.3421,32.168,4.5054,Pinned,Fixed,Pinned_Fixed,17.144,1349.92126,343.1708444,
65,XS,600,73,3784,2327,7.01,55,6.4,79.2,95.25,28.4,52.3,1010.7,6.9521,30.459,5.0827,Pinned,Fixed,Pinned_Fixed,15.722,1237.952756,355.0317059,
65,XS,600,73,791,2192,7.01,55,6.4,79.2,95.25,28.4,52.3,-370.55,0,36.5,16.0107,Pinned,Fixed,Pinned_Fixed,2.616,205.984252,186.0856699,
65,XS,600,73,2885,1470,7.01,55,6.4,79.2,95.25,28.4,52.3,885.86,0,36.5,9.6951,Pinned,Fixed,Pinned_Fixed,8.414,662.519685,362.4262715,
65,XS,600,73,3677,3684,7.01,55,6.4,79.2,95.25,28.4,52.3,511.44,7.3421,32.168,3.298,Pinned,Fixed,Pinned_Fixed,19.171,1509.527559,280.90553,
65,XS,600,73,1561,521,7.01,55,6.4,79.2,95.25,28.4,52.3,555.46,0,36.5,40.5391,Pinned,Fixed,Pinned_Fixed,2.2,173.2283465,396.2430466,
65,XS,150,73,1614,895,7.01,17.25,1.5,69.9,88.9,20.9,52.3,479.48,8.122,35.585,32.0117,Pinned,Fixed,Pinned_Fixed,2.84,223.6220472,403.9168295,
65,XS,150,73,1975,1260,7.01,17.25,1.5,69.9,88.9,20.9,52.3,548.37,0,36.5,19.7552,Pinned,Fixed,Pinned_Fixed,4.532,356.8503937,397.7738259,
65,XS,150,73,2319,3152,7.01,17.25,1.5,69.9,88.9,20.9,52.3,69.9,0,36.5,7.0857,Pinned,Fixed,Pinned_Fixed,10.476,824.8818898,329.7942817,
65,XS,150,73,1224,392,7.01,17.25,1.5,69.9,88.9,20.9,52.3,494.03,0,36.5,83.7254,Pinned,Fixed,Pinned_Fixed,1.928,151.8110236,717.1815874,
65,XS,150,73,1114,4599,7.01,17.25,1.5,69.9,88.9,20.9,52.3,-1160.3,8.122,35.585,7.5262,Pinned,Fixed,Pinned_Fixed,13.252,1043.464567,443.1207148,
65,XS,300,73,578,1524,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-246.94,0,36.5,32.715,Pinned,Fixed,Pinned_Fixed,1.333,104.9606299,193.7501041,
65,XS,300,73,4361,4752,7.01,33.75,1.5,76.2,95.25,23.9,52.3,499.11,24.426,19.479,2.5363,Pinned,Fixed,Pinned_Fixed,31.053,2445.11811,349.9202335,
65,XS,300,73,2628,1220,7.01,33.75,1.5,76.2,95.25,23.9,52.3,864,0,36.5,14.0197,Pinned,Fixed,Pinned_Fixed,7.879,620.3937008,490.7662532,
65,XS,300,73,1543,1727,7.01,33.75,1.5,76.2,95.25,23.9,52.3,164.31,0,36.5,14.6215,Pinned,Fixed,Pinned_Fixed,3.614,284.5669291,234.7712689,
65,XS,300,73,369,3391,7.01,33.75,1.5,76.2,95.25,23.9,52.3,-1141.7,0,36.5,17.7325,Pinned,Fixed,Pinned_Fixed,7.297,574.5669291,574.8826282,
65,XS,600,73,3289,1949,7.01,41.25,6.4,79.2,95.25,28.4,52.3,925.04,15.076,31.306,7.163,Pinned,Fixed,Pinned_Fixed,11.921,938.6614173,379.3783206,
65,XS,600,73,1745,3699,7.01,41.25,6.4,79.2,95.25,28.4,52.3,-455.7,7.732,33.876,6.0052,Pinned,Fixed,Pinned_Fixed,9.429,742.4409449,251.5694974,
65,XS,600,73,3348,1737,7.01,41.25,6.4,79.2,95.25,28.4,52.3,1018.2,15.076,31.306,7.8904,Pinned,Fixed,Pinned_Fixed,12.4,976.3779528,434.6959318,
65,XS,600,73,2591,2834,7.01,41.25,6.4,79.2,95.25,28.4,52.3,294.94,7.3421,32.168,5.8894,Pinned,Fixed,Pinned_Fixed,10.054,791.6535433,263.0721072,
65,XS,600,73,4732,3501,7.01,41.25,6.4,79.2,95.25,28.4,52.3,1073.4,0,36.5,3.0687,Pinned,Fixed,Pinned_Fixed,27.893,2196.299213,380.2896718,
65,XS,150,73,3234,2753,7.01,28.75,1.5,69.9,88.9,20.9,52.3,616.94,0,36.5,5.7301,Pinned,Fixed,Pinned_Fixed,14.021,1104.015748,356.9489108,
65,XS,150,73,2552,3115,7.01,28.75,1.5,69.9,88.9,20.9,52.3,180.04,0,36.5,6.0576,Pinned,Fixed,Pinned_Fixed,11.24,885.0393701,302.5044544,
65,XS,150,73,4998,4013,7.01,28.75,1.5,69.9,88.9,20.9,52.3,1061.1,8.122,35.585,2.7954,Pinned,Fixed,Pinned_Fixed,34.494,2716.062992,428.4028885,
65,XS,150,73,3972,359,7.01,28.75,1.5,69.9,88.9,20.9,52.3,2180.3,0,36.5,15.7306,Pinned,Fixed,Pinned_Fixed,6.446,507.5590551,450.5058757,
65,XS,150,73,664,3706,7.01,28.75,1.5,69.9,88.9,20.9,52.3,-1059.8,0,36.5,12.3306,Pinned,Fixed,Pinned_Fixed,7.8,614.1732283,427.3106164,
65,XS,300,73,767,4769,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-1401.1,7.3421,32.168,7.3623,Pinned,Fixed,Pinned_Fixed,12.251,964.6456693,400.7282138,
65,XS,300,73,2515,3857,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-153.97,8.122,35.585,4.1263,Pinned,Fixed,Pinned_Fixed,13.586,1069.76378,249.0676257,
65,XS,300,73,3735,4729,7.01,56.25,1.5,76.2,95.25,23.9,52.3,190.62,8.122,35.585,2.5523,Pinned,Fixed,Pinned_Fixed,25.099,1976.299213,284.6118705,
65,XS,300,73,2960,4186,7.01,56.25,1.5,76.2,95.25,23.9,52.3,-59.267,0,41.767,3.3955,Pinned,Fixed,Pinned_Fixed,17.362,1367.086614,261.9198161,
65,XS,300,73,1184,1035,7.01,56.25,1.5,76.2,95.25,23.9,52.3,228.05,0,36.5,24.22,Pinned,Fixed,Pinned_Fixed,1.662,130.8661417,178.8422104,
65,XS,600,73,2166,4730,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-561.14,0,36.5,3.5303,Pinned,Fixed,Pinned_Fixed,14.988,1180.15748,235.082428,
65,XS,600,73,969,1690,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-143.49,0,36.5,16.1781,Pinned,Fixed,Pinned_Fixed,2.128,167.5590551,152.9551167,
65,XS,600,73,1109,3755,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-764.14,13.556,28.149,7.102,Pinned,Fixed,Pinned_Fixed,7.243,570.3149606,228.5409476,
65,XS,600,73,859,4186,7.01,68.75,6.4,79.2,95.25,28.4,52.3,-1068.5,6.9521,30.459,7.5976,Pinned,Fixed,Pinned_Fixed,8.364,658.5826772,282.3288893,
65,XS,600,73,3934,1455,7.01,68.75,6.4,79.2,95.25,28.4,52.3,1441.7,13.556,28.149,7.345,Pinned,Fixed,Pinned_Fixed,19.079,1502.283465,622.6045335,
65,XXS,150,73,3490,456,14.02,0,1.5,69.9,88.9,20.9,52.3,1855.1,0,36.5,17.2246,Pinned,Fixed,Pinned_Fixed,7.194,566.4566929,550.5343852,
65,XXS,150,73,2447,2764,14.02,0,1.5,69.9,88.9,20.9,52.3,280.84,14.316,29.727,9.137,Pinned,Fixed,Pinned_Fixed,11.988,943.9370079,486.6483214,
65,XXS,150,73,325,4121,14.02,0,1.5,69.9,88.9,20.9,52.3,-1537.3,8.122,35.585,13.332,Pinned,Fixed,Pinned_Fixed,24.024,1891.653543,1423.001948,
65,XXS,150,73,3487,3869,14.02,0,1.5,69.9,88.9,20.9,52.3,414.77,0,36.5,4.6713,Pinned,Fixed,Pinned_Fixed,24.635,1939.76378,511.2757525,
65,XXS,150,73,4545,4278,14.02,0,1.5,69.9,88.9,20.9,52.3,847,7.3421,32.168,3.2803,Pinned,Fixed,Pinned_Fixed,38.766,3052.440945,564.9752538,
65,XXS,300,73,4574,1408,14.02,0,1.5,76.2,95.25,23.9,52.3,2039.7,0,36.5,7.3011,Pinned,Fixed,Pinned_Fixed,88.129,6939.291339,2858.722564,
65,XXS,300,73,3964,2533,14.02,0,1.5,76.2,95.25,23.9,52.3,1203.9,8.122,35.585,5.9833,Pinned,Fixed,Pinned_Fixed,28.513,2245.11811,757.9639726,
65,XXS,300,73,3379,3331,14.02,0,1.5,76.2,95.25,23.9,52.3,566.23,7.3421,32.168,5.517,Pinned,Fixed,Pinned_Fixed,21.277,1675.354331,521.5287423,
65,XXS,300,73,366,2879,14.02,0,1.5,76.2,95.25,23.9,52.3,-990.76,0,36.5,24.5229,Pinned,Fixed,Pinned_Fixed,8.058,634.488189,877.9382297,
65,XXS,300,73,4189,3042,14.02,0,1.5,76.2,95.25,23.9,52.3,1114.9,14.316,29.727,4.825,Pinned,Fixed,Pinned_Fixed,31.023,2442.755906,665.0372644,
65,XXS,600,73,4135,1357,14.02,0,6.4,79.2,95.25,28.4,52.3,1806.6,8.122,35.585,8.5944,Pinned,Fixed,Pinned_Fixed,116.514,9174.330709,4448.960454,
65,XXS,600,73,2811,3155,14.02,0,6.4,79.2,95.25,28.4,52.3,319.7,8.122,35.585,6.8197,Pinned,Fixed,Pinned_Fixed,15.444,1216.062992,467.9397448,
65,XXS,600,73,4338,3542,14.02,0,6.4,79.2,95.25,28.4,52.3,986.86,7.3421,32.168,4.0259,Pinned,Fixed,Pinned_Fixed,32.741,2578.031496,585.6252499,
65,XXS,600,73,4702,4792,14.02,0,6.4,79.2,95.25,28.4,52.3,699.64,0,36.5,2.7818,Pinned,Fixed,Pinned_Fixed,42.159,3319.606299,521.0520085,
65,XXS,600,73,1651,3490,14.02,0,6.4,79.2,95.25,28.4,52.3,-517.82,7.3421,32.168,9.1702,Pinned,Fixed,Pinned_Fixed,10.922,860,444.9854906,
