pipe_dn,pipe_schedule,flange_class,outside_diameter,length1,length2,wall_thickness,lumped_mass,raised_face_depth,w_neck_c,flange_outer_radius,flange_thickness_d,raised_face_radius,x_deformation_position,y_deformation_position,z_deformation_position,frequency,support_right,support_left,support,allowable_deformation
80,80,600,88.9,2880.0,1317.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,565.75,0.0,-44.45,15.3045,Fixed,Fixed,Fixed_Fixed,2.67
80,XS,150,88.9,3205.0,3472.0,7.62,0.0,1.5,69.9,95.25,22.4,63.5,-122.18,16.806,34.899,10.3907,Fixed,Fixed,Fixed_Fixed,8.547
80,XS,150,88.9,4050.0,2475.0,7.62,0.0,1.5,69.9,95.25,22.4,63.5,739.6,0.0,44.45,11.092,Fixed,Fixed,Fixed_Fixed,10.098
80,XS,150,88.9,4155.0,4853.0,7.62,0.0,1.5,69.9,95.25,22.4,63.5,-328.86,17.633,36.615,5.876,Fixed,Fixed,Fixed_Fixed,15.94
80,XS,150,88.9,1139.0,4675.0,7.62,0.0,1.5,69.9,95.25,22.4,63.5,-1753.7,9.8911,-43.336,14.9917,Fixed,Fixed,Fixed_Fixed,57.524
80,XS,150,88.9,4032.0,4928.0,7.62,0.0,1.5,69.9,95.25,22.4,63.5,-380.67,9.0433,39.621,5.9441,Fixed,Fixed,Fixed_Fixed,15.934
80,XS,300,88.9,2834.0,3903.0,7.62,0.0,1.5,79.2,107.95,26.9,63.5,-468.44,8.6193,37.764,9.8939,Fixed,Fixed,Fixed_Fixed,10.281
80,XS,300,88.9,609.0,3901.0,7.62,0.0,1.5,79.2,107.95,26.9,63.5,-1636.3,0.0,-44.45,25.0923,Fixed,Fixed,Fixed_Fixed,9.211
80,XS,300,88.9,2432.0,615.0,7.62,0.0,1.5,79.2,107.95,26.9,63.5,851.55,0.0,-44.45,51.5762,Fixed,Fixed,Fixed_Fixed,13.834
80,XS,300,88.9,379.0,2911.0,7.62,0.0,1.5,79.2,107.95,26.9,63.5,-1276.3,0.0,-44.45,47.0665,Fixed,Fixed,Fixed_Fixed,3.874
80,XS,300,88.9,4226.0,2581.0,7.62,0.0,1.5,79.2,107.95,26.9,63.5,727.41,0.0,-44.45,9.8204,Fixed,Fixed,Fixed_Fixed,10.518
80,XS,600,88.9,4123.0,4815.0,7.62,0.0,6.4,82.6,104.8,31.8,63.5,-276.72,8.6193,37.764,5.6802,Fixed,Fixed,Fixed_Fixed,14.629
80,XS,600,88.9,1446.0,1628.0,7.62,0.0,6.4,82.6,104.8,31.8,63.5,-82.6,0.0,-44.45,39.4704,Fixed,Fixed,Fixed_Fixed,1.605
80,XS,600,88.9,3994.0,4580.0,7.62,0.0,6.4,82.6,104.8,31.8,63.5,-267.45,9.8911,43.336,6.1378,Fixed,Fixed,Fixed_Fixed,13.395
80,XS,600,88.9,4893.0,677.0,7.62,0.0,6.4,82.6,104.8,31.8,63.5,2107.4,9.4672,41.478,16.5641,Fixed,Fixed,Fixed_Fixed,7.785
80,XS,600,88.9,2758.0,1037.0,7.62,0.0,6.4,82.6,104.8,31.8,63.5,775.0,0.0,-44.45,31.3406,Fixed,Fixed,Fixed_Fixed,6.255
80,XS,150,88.9,3204.0,2674.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,200.93,0.0,44.45,10.3734,Fixed,Fixed,Fixed_Fixed,6.046
80,XS,150,88.9,2675.0,2112.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,207.39,0.0,44.45,14.843,Fixed,Fixed,Fixed_Fixed,3.999
80,XS,150,88.9,2308.0,775.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,635.14,0.0,-44.45,40.7338,Fixed,Fixed,Fixed_Fixed,2.648
80,XS,150,88.9,1814.0,1858.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,69.9,0.0,-44.45,22.8603,Fixed,Fixed,Fixed_Fixed,2.251
80,XS,150,88.9,3483.0,2502.0,7.62,29.0,1.5,69.9,95.25,22.4,63.5,375.5,0.0,44.45,10.2299,Fixed,Fixed,Fixed_Fixed,6.513
80,XS,300,88.9,2214.0,2426.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,-79.2,0.0,-44.45,12.6171,Fixed,Fixed,Fixed_Fixed,3.49
80,XS,300,88.9,351.0,4430.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,-2041.3,0.0,-44.45,22.4813,Fixed,Fixed,Fixed_Fixed,5.06
80,XS,300,88.9,3811.0,1683.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,890.9,0.0,44.45,13.3677,Fixed,Fixed,Fixed_Fixed,7.747
80,XS,300,88.9,2854.0,3579.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,-261.43,0.0,44.45,9.0057,Fixed,Fixed,Fixed_Fixed,8.421
80,XS,300,88.9,4598.0,4145.0,7.62,57.0,1.5,79.2,107.95,26.9,63.5,79.2,0.0,44.45,4.3964,Fixed,Fixed,Fixed_Fixed,12.913
80,XS,600,88.9,3917.0,4808.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,-326.11,9.8911,43.336,4.1214,Fixed,Fixed,Fixed_Fixed,12.151
80,XS,600,88.9,764.0,4070.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,-1499.7,0.0,-44.45,19.3657,Fixed,Fixed,Fixed_Fixed,26.895
80,XS,600,88.9,1966.0,2705.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,-220.96,0.0,44.45,11.6998,Fixed,Fixed,Fixed_Fixed,3.36
80,XS,600,88.9,3829.0,2436.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,464.1,0.0,44.45,7.4779,Fixed,Fixed,Fixed_Fixed,6.577
80,XS,600,88.9,1390.0,3730.0,7.62,76.0,6.4,82.6,104.8,31.8,63.5,-876.08,0.0,-44.45,12.7916,Fixed,Fixed,Fixed_Fixed,4.922
80,XS,150,88.9,2111.0,589.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,652.2,0.0,-44.45,57.2568,Fixed,Fixed,Fixed_Fixed,4.051
80,XS,150,88.9,4323.0,2326.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,835.64,0.0,44.45,9.3691,Fixed,Fixed,Fixed_Fixed,9.836
80,XS,150,88.9,2153.0,2324.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,-69.9,0.0,-44.45,17.4203,Fixed,Fixed,Fixed_Fixed,3.42
80,XS,150,88.9,2070.0,3058.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,-375.57,0.0,-44.45,14.2316,Fixed,Fixed,Fixed_Fixed,4.696
80,XS,150,88.9,4944.0,4165.0,7.62,21.75,1.5,69.9,95.25,22.4,63.5,333.65,0.0,44.45,4.988,Fixed,Fixed,Fixed_Fixed,15.255
80,XS,300,88.9,1940.0,4684.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,-1131.6,0.0,-44.45,8.9363,Fixed,Fixed,Fixed_Fixed,9.735
80,XS,300,88.9,1835.0,1949.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,28.4,0.0,-107.95,19.0084,Fixed,Fixed,Fixed_Fixed,2.344
80,XS,300,88.9,4263.0,579.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,1799.1,0.0,-44.45,21.3934,Fixed,Fixed,Fixed_Fixed,6.362
80,XS,300,88.9,1221.0,4572.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,-1500.6,0.0,44.45,13.23,Fixed,Fixed,Fixed_Fixed,14.458
80,XS,300,88.9,2295.0,2160.0,7.62,42.75,1.5,79.2,107.95,26.9,63.5,79.2,0.0,-44.45,14.5631,Fixed,Fixed,Fixed_Fixed,3.309
80,XS,600,88.9,927.0,3877.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,-1325.0,0.0,-44.45,18.577,Fixed,Fixed,Fixed_Fixed,9.848
80,XS,600,88.9,1736.0,3188.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,-495.88,0.0,-44.45,12.5992,Fixed,Fixed,Fixed_Fixed,3.974
80,XS,600,88.9,1473.0,3701.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,-869.82,0.0,-44.45,13.0782,Fixed,Fixed,Fixed_Fixed,5.115
80,XS,600,88.9,2915.0,4683.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,-691.66,9.4672,41.478,6.8551,Fixed,Fixed,Fixed_Fixed,10.494
80,XS,600,88.9,4060.0,1464.0,7.62,57.0,6.4,82.6,104.8,31.8,63.5,1037.6,9.8911,43.336,12.1935,Fixed,Fixed,Fixed_Fixed,8.03
80,XS,150,88.9,3923.0,1162.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1206.1,0.0,-44.45,16.8226,Fixed,Fixed,Fixed_Fixed,14.129
80,XS,150,88.9,3265.0,712.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,1173.2,0.0,-44.45,29.0544,Fixed,Fixed,Fixed_Fixed,27.335
80,XS,150,88.9,2707.0,3777.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,-401.22,17.633,36.615,8.5917,Fixed,Fixed,Fixed_Fixed,6.172
80,XS,150,88.9,2098.0,4100.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,-795.82,0.0,-44.45,9.9227,Fixed,Fixed,Fixed_Fixed,7.517
80,XS,150,88.9,4920.0,3475.0,7.62,36.25,1.5,69.9,95.25,22.4,63.5,561.77,9.4672,41.478,5.4356,Fixed,Fixed,Fixed_Fixed,13.017
80,XS,300,88.9,4683.0,1030.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,1666.8,0.0,44.45,13.6172,Fixed,Fixed,Fixed_Fixed,40.892
80,XS,300,88.9,3412.0,847.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,1062.7,0.0,-44.45,21.813,Fixed,Fixed,Fixed_Fixed,9.951
80,XS,300,88.9,2876.0,582.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,997.7,0.0,-44.45,34.5344,Fixed,Fixed,Fixed_Fixed,9.741
80,XS,300,88.9,1750.0,2480.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,-218.06,0.0,-44.45,14.1618,Fixed,Fixed,Fixed_Fixed,2.857
80,XS,300,88.9,3833.0,2265.0,7.62,71.25,1.5,79.2,107.95,26.9,63.5,532.79,0.0,44.45,8.1666,Fixed,Fixed,Fixed_Fixed,6.635
80,XS,600,88.9,2359.0,2901.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,-164.19,0.0,44.45,8.834,Fixed,Fixed,Fixed_Fixed,4.235
80,XS,600,88.9,1185.0,3597.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,-928.8,9.8911,43.336,14.4384,Fixed,Fixed,Fixed_Fixed,5.395
80,XS,600,88.9,4263.0,1500.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,1042.7,0.0,44.45,10.1764,Fixed,Fixed,Fixed_Fixed,7.78
80,XS,600,88.9,3285.0,4040.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,-246.13,9.8911,43.336,5.1691,Fixed,Fixed,Fixed_Fixed,8.357
80,XS,600,88.9,1650.0,787.0,7.62,95.0,6.4,82.6,104.8,31.8,63.5,275.91,0.0,44.45,34.7183,Fixed,Fixed,Fixed_Fixed,1.393
80,XXS,150,88.9,473.0,2815.0,15.24,0.0,1.5,69.9,95.25,22.4,63.5,-1148.8,0.0,-44.45,43.6236,Fixed,Fixed,Fixed_Fixed,5.366
80,XXS,150,88.9,814.0,4181.0,15.24,0.0,1.5,69.9,95.25,22.4,63.5,-1663.8,0.0,-44.45,18.9759,Fixed,Fixed,Fixed_Fixed,17.278
80,XXS,150,88.9,3413.0,3444.0,15.24,0.0,1.5,69.9,95.25,22.4,63.5,69.9,0.0,44.45,9.5358,Fixed,Fixed,Fixed_Fixed,11.671
80,XXS,150,88.9,1901.0,4893.0,15.24,0.0,1.5,69.9,95.25,22.4,63.5,-1451.0,0.0,44.45,10.0693,Fixed,Fixed,Fixed_Fixed,26.378
80,XXS,150,88.9,4821.0,4444.0,15.24,0.0,1.5,69.9,95.25,22.4,63.5,178.61,17.633,36.615,5.3102,Fixed,Fixed,Fixed_Fixed,21.677
80,XXS,300,88.9,1775.0,2742.0,15.24,0.0,1.5,79.2,107.95,26.9,63.5,-458.48,0.0,44.45,21.0078,Fixed,Fixed,Fixed_Fixed,4.682
80,XXS,300,88.9,1775.0,2454.0,15.24,0.0,1.5,79.2,107.95,26.9,63.5,-315.17,9.8911,43.336,23.6177,Fixed,Fixed,Fixed_Fixed,3.872
80,XXS,300,88.9,2029.0,3972.0,15.24,0.0,1.5,79.2,107.95,26.9,63.5,-925.35,0.0,-44.45,12.3667,Fixed,Fixed,Fixed_Fixed,11.76
80,XXS,300,88.9,3164.0,3195.0,15.24,0.0,1.5,79.2,107.95,26.9,63.5,79.2,0.0,44.45,10.6906,Fixed,Fixed,Fixed_Fixed,9.769
80,XXS,300,88.9,1712.0,2543.0,15.24,0.0,1.5,79.2,107.95,26.9,63.5,-370.89,0.0,44.45,23.2421,Fixed,Fixed,Fixed_Fixed,4.61
80,XXS,600,88.9,1570.0,3114.0,15.24,0.0,6.4,82.6,104.8,31.8,63.5,-708.25,9.8911,43.336,19.7793,Fixed,Fixed,Fixed_Fixed,6.696
80,XXS,600,88.9,2347.0,406.0,15.24,0.0,6.4,82.6,104.8,31.8,63.5,974.2,0.0,-44.45,61.4761,Fixed,Fixed,Fixed_Fixed,2.691
80,XXS,600,88.9,2068.0,3867.0,15.24,0.0,6.4,82.6,104.8,31.8,63.5,-815.78,0.0,44.45,12.5002,Fixed,Fixed,Fixed_Fixed,10.538
80,XXS,600,88.9,4192.0,2055.0,15.24,0.0,6.4,82.6,104.8,31.8,63.5,1023.9,0.0,44.45,11.4155,Fixed,Fixed,Fixed_Fixed,15.196
80,XXS,600,88.9,2477.0,4836.0,15.24,0.0,6.4,82.6,104.8,31.8,63.5,-1113.2,0.0,-44.45,8.3866,Fixed,Fixed,Fixed_Fixed,17.295
80,XXS,150,88.9,3329.0,4849.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,-621.07,0.0,44.45,6.0723,Fixed,Fixed,Fixed_Fixed,16.62
80,XXS,150,88.9,3413.0,677.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,1333.1,0.0,-44.45,27.3867,Fixed,Fixed,Fixed_Fixed,10.47
80,XXS,150,88.9,3549.0,940.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,1252.3,0.0,44.45,21.9917,Fixed,Fixed,Fixed_Fixed,31.53
80,XXS,150,88.9,827.0,985.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,-23.9,9.3361,-94.791,82.362,Fixed,Fixed,Fixed_Fixed,0.763
80,XXS,150,88.9,793.0,1412.0,15.24,29.0,1.5,69.9,95.25,22.4,63.5,-217.83,0.0,-44.45,64.5021,Fixed,Fixed,Fixed_Fixed,1.14
80,XXS,300,88.9,3475.0,1888.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,657.87,9.8911,43.336,13.7057,Fixed,Fixed,Fixed_Fixed,8.605
80,XXS,300,88.9,4584.0,1099.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,1656.0,9.8911,43.336,13.5788,Fixed,Fixed,Fixed_Fixed,70.0
80,XXS,300,88.9,421.0,4868.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,-2194.8,0.0,-44.45,16.9961,Fixed,Fixed,Fixed_Fixed,7.849
80,XXS,300,88.9,652.0,695.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,28.4,8.4697,-107.62,99.2531,Fixed,Fixed,Fixed_Fixed,0.503
80,XXS,300,88.9,3941.0,2964.0,15.24,57.0,1.5,79.2,107.95,26.9,63.5,382.93,0.0,44.45,7.2959,Fixed,Fixed,Fixed_Fixed,12.023
80,XXS,600,88.9,2179.0,3579.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,-512.26,0.0,-44.45,9.6873,Fixed,Fixed,Fixed_Fixed,7.259
80,XXS,600,88.9,1452.0,595.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,291.29,0.0,-44.45,60.7135,Fixed,Fixed,Fixed_Fixed,1.307
80,XXS,600,88.9,2770.0,4399.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,-609.88,0.0,44.45,6.5841,Fixed,Fixed,Fixed_Fixed,11.406
80,XXS,600,88.9,4222.0,2238.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,785.2,0.0,44.45,8.2262,Fixed,Fixed,Fixed_Fixed,10.727
80,XXS,600,88.9,3875.0,2932.0,15.24,76.0,6.4,82.6,104.8,31.8,63.5,333.91,0.0,44.45,6.9797,Fixed,Fixed,Fixed_Fixed,10.132
80,XXS,150,88.9,2484.0,1501.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,419.18,0.0,44.45,23.8246,Fixed,Fixed,Fixed_Fixed,4.38
80,XXS,150,88.9,3942.0,1189.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,1300.9,0.0,44.45,16.9191,Fixed,Fixed,Fixed_Fixed,28.57
80,XXS,150,88.9,904.0,3175.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,-1059.1,0.0,-44.45,26.5124,Fixed,Fixed,Fixed_Fixed,14.339
80,XXS,150,88.9,1392.0,2839.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,-609.68,0.0,44.45,22.2337,Fixed,Fixed,Fixed_Fixed,5.15
80,XXS,150,88.9,4811.0,4119.0,15.24,21.75,1.5,69.9,95.25,22.4,63.5,271.69,9.8911,43.336,5.2154,Fixed,Fixed,Fixed_Fixed,19.309
80,XXS,300,88.9,496.0,975.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,-79.2,0.0,-44.45,109.3902,Fixed,Fixed,Fixed_Fixed,0.501
80,XXS,300,88.9,1185.0,1121.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,1.5,0.0,-107.95,49.9266,Fixed,Fixed,Fixed_Fixed,0.979
80,XXS,300,88.9,767.0,3230.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,-1151.0,0.0,-44.45,27.0692,Fixed,Fixed,Fixed_Fixed,19.875
80,XXS,300,88.9,396.0,953.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,-190.69,0.0,-44.45,133.4596,Fixed,Fixed,Fixed_Fixed,0.433
80,XXS,300,88.9,2046.0,2855.0,15.24,42.75,1.5,79.2,107.95,26.9,63.5,-301.48,0.0,44.45,14.0604,Fixed,Fixed,Fixed_Fixed,5.367
80,XXS,600,88.9,2054.0,557.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,629.41,0.0,-44.45,53.8072,Fixed,Fixed,Fixed_Fixed,3.513
80,XXS,600,88.9,1168.0,3479.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,-979.88,9.8911,-43.336,17.9392,Fixed,Fixed,Fixed_Fixed,7.75
80,XXS,600,88.9,3129.0,2103.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,400.96,9.8911,43.336,13.7565,Fixed,Fixed,Fixed_Fixed,6.785
80,XXS,600,88.9,522.0,1544.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,-393.65,0.0,-44.45,71.5096,Fixed,Fixed,Fixed_Fixed,1.082
80,XXS,600,88.9,1611.0,4788.0,15.24,57.0,6.4,82.6,104.8,31.8,63.5,-1423.3,0.0,-44.45,9.9935,Fixed,Fixed,Fixed_Fixed,17.291
80,XXS,150,88.9,2851.0,3719.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,-357.68,0.0,-44.45,8.7197,Fixed,Fixed,Fixed_Fixed,9.995
80,XXS,150,88.9,678.0,584.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,69.9,0.0,-44.45,133.2051,Fixed,Fixed,Fixed_Fixed,0.49
80,XXS,150,88.9,2347.0,1374.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,359.3,9.8911,43.336,24.9487,Fixed,Fixed,Fixed_Fixed,3.684
80,XXS,150,88.9,2501.0,3701.0,15.24,36.25,1.5,69.9,95.25,22.4,63.5,-491.92,0.0,44.45,9.8181,Fixed,Fixed,Fixed_Fixed,9.179
80,XXS,300,88.9,4336.0,1766.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,1058.4,9.8911,43.336,10.0031,Fixed,Fixed,Fixed_Fixed,13.161
80,XXS,300,88.9,2818.0,3568.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,-268.12,0.0,44.45,7.9378,Fixed,Fixed,Fixed_Fixed,9.673
80,XXS,300,88.9,1652.0,4185.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,-1070.6,0.0,44.45,10.9386,Fixed,Fixed,Fixed_Fixed,10.337
80,XXS,300,88.9,1204.0,740.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,79.2,0.0,-44.45,57.6851,Fixed,Fixed,Fixed_Fixed,1.055
80,XXS,300,88.9,2741.0,2755.0,15.24,71.25,1.5,79.2,107.95,26.9,63.5,79.2,0.0,44.45,10.0648,Fixed,Fixed,Fixed_Fixed,6.487
80,XXS,600,88.9,3631.0,1763.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,686.7,9.8911,43.336,10.9628,Fixed,Fixed,Fixed_Fixed,7.61
80,XXS,600,88.9,2896.0,2382.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,82.6,0.0,44.45,10.0398,Fixed,Fixed,Fixed_Fixed,5.877
80,XXS,600,88.9,1902.0,3984.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,-804.41,0.0,-44.45,9.4989,Fixed,Fixed,Fixed_Fixed,8.204
80,XXS,600,88.9,695.0,1004.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,-38.2,0.0,-104.8,61.5941,Fixed,Fixed,Fixed_Fixed,0.63
80,XXS,600,88.9,1554.0,932.0,15.24,95.0,6.4,82.6,104.8,31.8,63.5,82.6,0.0,-44.45,36.0592,Fixed,Fixed,Fixed_Fixed,1.523
90,40,150,101.6,2429.0,4377.0,5.74,0.0,1.5,71.4,107.95,22.4,69.85,-896.16,0.0,50.8,11.8502,Fixed,Fixed,Fixed_Fixed,9.613
90,40,150,101.6,991.0,3224.0,5.74,0.0,1.5,71.4,107.95,22.4,69.85,-1086.2,11.304,49.526,31.8111,Fixed,Fixed,Fixed_Fixed,9.388
90,40,150,101.6,4190.0,2173.0,5.74,0.0,1.5,71.4,107.95,22.4,69.85,958.47,0.0,50.8,13.5639,Fixed,Fixed,Fixed_Fixed,8.867
90,40,150,101.6,1190.0,517.0,5.74,0.0,1.5,71.4,107.95,22.4,69.85,289.11,0.0,50.8,154.72,Fixed,Fixed,Fixed_Fixed,0.561
90,40,150,101.6,3071.0,900.0,5.74,0.0,1.5,71.4,107.95,22.4,69.85,1037.1,10.665,46.728,35.8887,Fixed,Fixed,Fixed_Fixed,9.625
90,40,300,101.6,4428.0,3274.0,5.74,0.0,1.5,81.0,114.3,28.7,69.85,466.6,20.796,43.183,8.6986,Fixed,Fixed,Fixed_Fixed,8.765
90,40,300,101.6,4041.0,2412.0,5.74,0.0,1.5,81.0,114.3,28.7,69.85,698.71,0.0,-50.8,12.3582,Fixed,Fixed,Fixed_Fixed,6.877
90,40,300,101.6,3636.0,4105.0,5.74,0.0,1.5,81.0,114.3,28.7,69.85,-192.48,0.0,50.8,8.5267,Fixed,Fixed,Fixed_Fixed,8.299
90,40,300,101.6,4412.0,757.0,5.74,0.0,1.5,81.0,114.3,28.7,69.85,1798.8,0.0,50.8,22.3197,Fixed,Fixed,Fixed_Fixed,7.686
90,40,300,101.6,3605.0,1440.0,5.74,0.0,1.5,81.0,114.3,28.7,69.85,966.3,0.0,-50.8,20.9318,Fixed,Fixed,Fixed_Fixed,6.609
90,40,600,101.6,590.0,3986.0,5.74,0.0,6.4,85.9,114.3,35.1,69.85,-1673.7,0.0,50.8,28.7277,Fixed,Fixed,Fixed_Fixed,5.273
90,40,600,101.6,2399.0,4926.0,5.74,0.0,6.4,85.9,114.3,35.1,69.85,-1135.4,0.0,50.8,9.9129,Fixed,Fixed,Fixed_Fixed,11.679
90,40,600,101.6,2465.0,3555.0,5.74,0.0,6.4,85.9,114.3,35.1,69.85,-481.27,0.0,50.8,13.5764,Fixed,Fixed,Fixed_Fixed,6.005
90,40,600,101.6,2194.0,3058.0,5.74,0.0,6.4,85.9,114.3,35.1,69.85,-388.28,0.0,50.8,17.3379,Fixed,Fixed,Fixed_Fixed,4.442
90,40,600,101.6,575.0,4650.0,5.74,0.0,6.4,85.9,114.3,35.1,69.85,-2051.7,0.0,50.8,22.3318,Fixed,Fixed,Fixed_Fixed,5.605
90,40,150,101.6,3337.0,4313.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,-394.83,0.0,50.8,7.1365,Fixed,Fixed,Fixed_Fixed,8.97
90,40,150,101.6,4585.0,888.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,1767.6,10.346,45.329,18.8404,Fixed,Fixed,Fixed_Fixed,20.87
90,40,150,101.6,2134.0,4910.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,-1175.5,0.0,50.8,9.3802,Fixed,Fixed,Fixed_Fixed,9.908
90,40,150,101.6,560.0,1904.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,-553.71,0.0,50.8,66.4728,Fixed,Fixed,Fixed_Fixed,1.253
90,40,150,101.6,2359.0,1796.0,5.74,38.0,1.5,71.4,107.95,22.4,69.85,248.28,0.0,50.8,20.1911,Fixed,Fixed,Fixed_Fixed,2.472
90,40,300,101.6,3142.0,3674.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,-157.54,45.329,10.346,7.0381,Fixed,Fixed,Fixed_Fixed,5.531
90,40,300,101.6,1220.0,3736.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,-959.39,0.0,-50.8,16.4503,Fixed,Fixed,Fixed_Fixed,3.58
90,40,300,101.6,2877.0,1621.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,424.95,0.0,-50.8,15.0815,Fixed,Fixed,Fixed_Fixed,2.492
90,40,300,101.6,1966.0,3525.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,-536.99,0.0,-50.8,10.9762,Fixed,Fixed,Fixed_Fixed,3.614
90,40,300,101.6,3789.0,2263.0,5.74,72.5,1.5,81.0,114.3,28.7,69.85,527.49,0.0,50.8,9.1664,Fixed,Fixed,Fixed_Fixed,4.627
90,40,600,101.6,1679.0,3931.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,-833.33,0.0,50.8,10.7527,Fixed,Fixed,Fixed_Fixed,4.93
90,40,600,101.6,2648.0,3703.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,-362.49,0.0,50.8,7.3877,Fixed,Fixed,Fixed_Fixed,5.692
90,40,600,101.6,4098.0,680.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,1552.3,0.0,50.8,22.8695,Fixed,Fixed,Fixed_Fixed,13.84
90,40,600,101.6,1487.0,3671.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,-783.11,0.0,50.8,12.6466,Fixed,Fixed,Fixed_Fixed,4.202
90,40,600,101.6,4741.0,3693.0,5.74,101.5,6.4,85.9,114.3,35.1,69.85,382.23,0.0,50.8,4.574,Fixed,Fixed,Fixed_Fixed,10.158
90,40,150,101.6,2763.0,2220.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,227.93,0.0,50.8,15.7881,Fixed,Fixed,Fixed_Fixed,3.688
90,40,150,101.6,2447.0,1354.0,5.74,28.5,1.5,71.4,107.95,22.4,69.85,415.69,11.304,49.526,26.8919,Fixed,Fixed,Fixed_Fixed,2.244
